Gene Set	Basal	Her2	LumA	LumB	Average p-value
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.85	0.91	0.88	0.41	0.7625
PID_CD8TCRDOWNSTREAMPATHWAY	0.81	0.98	0.74	0.52	0.7625
BIOCARTA_SPPA_PATHWAY	0.96	0.95	0.96	0.18	0.7625
ST_INTERLEUKIN_13_PATHWAY	0.98	0.81	0.94	0.33	0.765
BIOCARTA_GPCR_PATHWAY	1.00	0.61	0.62	0.83	0.765
REACTOME_FRS2_MEDIATED_CASCADE	0.78	0.78	0.76	0.74	0.765
PID_S1P_META_PATHWAY	0.77	0.41	0.93	0.95	0.765
ST_IL_13_PATHWAY	0.98	0.81	0.94	0.33	0.765
BIOCARTA_EDG1_PATHWAY	0.99	0.36	0.99	0.73	0.7675
PID_S1P_S1P1_PATHWAY	0.82	0.39	0.87	0.99	0.7675
BIOCARTA_MEF2D_PATHWAY	0.98	0.81	0.96	0.32	0.7675
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.85	0.90	0.36	0.96	0.7675
KEGG_TYPE_II_DIABETES_MELLITUS	0.88	0.70	0.93	0.56	0.7675
PID_ER_NONGENOMIC_PATHWAY	0.78	0.65	1.00	0.64	0.7675
KEGG_WNT_SIGNALING_PATHWAY	0.68	0.63	0.96	0.80	0.7675
REACTOME_ZINC_TRANSPORTERS	0.91	0.92	0.52	0.72	0.7675
BIOCARTA_TGFB_PATHWAY	0.73	0.43	0.96	0.95	0.7675
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.58	0.90	0.87	0.72	0.7675
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.90	0.54	0.78	0.86	0.77
REACTOME_HEMOSTASIS	0.66	0.51	0.97	0.94	0.77
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.65	0.78	0.72	0.93	0.77
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.84	0.81	0.67	0.77	0.7725
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.97	0.98	0.30	0.84	0.7725
PID_INSULIN_PATHWAY	0.92	0.98	0.60	0.59	0.7725
REACTOME_SYNTHESIS_OF_PC	0.99	0.20	0.91	1.00	0.775
PID_HIVNEFPATHWAY	0.73	0.89	0.65	0.83	0.775
KEGG_TRYPTOPHAN_METABOLISM	0.96	0.38	0.77	0.99	0.775
REACTOME_S_PHASE	1.00	0.59	0.51	1.00	0.775
REACTOME_SIGNALING_BY_ERBB4	0.57	0.79	0.98	0.76	0.775
SA_TRKA_RECEPTOR	0.99	1.00	0.80	0.31	0.775
KEGG_O_GLYCAN_BIOSYNTHESIS	0.98	0.48	0.78	0.86	0.775
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.91	0.58	0.62	0.99	0.775
PID_SMAD2_3NUCLEARPATHWAY	0.98	0.84	0.41	0.87	0.775
PID_E2F_PATHWAY	1.00	1.00	0.14	0.97	0.7775
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.79	0.90	0.44	0.98	0.7775
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.70	0.95	0.52	0.94	0.7775
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.73	0.55	0.84	0.99	0.7775
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.63	0.87	0.85	0.77	0.78
REACTOME_PHOSPHOLIPID_METABOLISM	1.00	0.43	1.00	0.69	0.78
REACTOME_FANCONI_ANEMIA_PATHWAY	0.73	0.78	0.62	0.99	0.78
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.65	0.80	1.00	0.68	0.7825
KEGG_HOMOLOGOUS_RECOMBINATION	0.93	0.68	0.87	0.65	0.7825
PID_PDGFRBPATHWAY	0.75	0.47	0.95	0.96	0.7825
REACTOME_PI_METABOLISM	0.93	0.90	0.96	0.34	0.7825
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.73	0.94	0.93	0.53	0.7825
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.96	0.55	0.63	0.99	0.7825
REACTOME_PI3K_CASCADE	0.95	0.77	0.76	0.65	0.7825
BIOCARTA_DREAM_PATHWAY	0.92	0.58	0.81	0.83	0.785
REACTOME_SIGNALING_BY_FGFR	0.97	0.94	0.99	0.25	0.7875
BIOCARTA_TNFR2_PATHWAY	0.39	0.78	0.99	0.99	0.7875
BIOCARTA_AHSP_PATHWAY	0.88	0.92	0.98	0.37	0.7875
REACTOME_SIGNALLING_TO_RAS	0.96	0.94	0.38	0.88	0.79
PID_BCR_5PATHWAY	0.91	0.88	0.93	0.44	0.79
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.93	0.98	0.97	0.28	0.79
ST_G_ALPHA_S_PATHWAY	0.93	0.73	0.73	0.77	0.79
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.74	0.95	0.51	0.96	0.79
PID_RAC1_PATHWAY	1.00	0.27	0.89	1.00	0.79
PID_NFAT_TFPATHWAY	0.81	1.00	0.67	0.69	0.7925
REACTOME_IL1_SIGNALING	0.52	1.00	0.98	0.67	0.7925
BIOCARTA_CXCR4_PATHWAY	0.96	0.43	0.99	0.79	0.7925
KEGG_ERBB_SIGNALING_PATHWAY	1.00	0.19	1.00	0.98	0.7925
PID_ECADHERIN_STABILIZATION_PATHWAY	1.00	0.34	1.00	0.83	0.7925
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.98	0.93	1.00	0.27	0.795
PID_NECTIN_PATHWAY	0.99	0.93	0.63	0.63	0.795
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.73	0.73	0.93	0.79	0.795
BIOCARTA_CERAMIDE_PATHWAY	0.99	0.85	0.49	0.86	0.7975
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.97	0.37	0.91	0.94	0.7975
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.98	0.97	1.00	0.24	0.7975
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.99	0.67	0.55	0.98	0.7975
BIOCARTA_P53_PATHWAY	0.98	0.52	0.71	0.98	0.7975
REACTOME_SIGNALLING_TO_ERKS	1.00	0.98	0.54	0.67	0.7975
BIOCARTA_CDK5_PATHWAY	0.78	0.98	0.69	0.75	0.8
BIOCARTA_TID_PATHWAY	0.97	0.98	0.89	0.36	0.8
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.98	0.94	0.91	0.37	0.8
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.92	0.82	0.92	0.54	0.8
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.96	0.47	0.84	0.93	0.8
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.74	0.85	0.78	0.83	0.8
KEGG_VIBRIO_CHOLERAE_INFECTION	0.94	0.75	0.55	0.96	0.8
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.96	0.98	1.00	0.26	0.8
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.99	0.40	0.85	0.96	0.8
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.85	0.60	0.77	0.99	0.8025
BIOCARTA_NO2IL12_PATHWAY	0.91	0.78	0.69	0.83	0.8025
REACTOME_G_PROTEIN_ACTIVATION	0.93	0.40	0.93	0.95	0.8025
BIOCARTA_CALCINEURIN_PATHWAY	0.99	0.73	0.67	0.82	0.8025
REACTOME_PI_3K_CASCADE	0.95	1.00	0.93	0.33	0.8025
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.99	0.68	0.99	0.56	0.805
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.95	1.00	1.00	0.27	0.805
PID_ALK1PATHWAY	0.81	0.84	0.98	0.59	0.805
BIOCARTA_CELLCYCLE_PATHWAY	0.90	0.86	0.69	0.77	0.805
BIOCARTA_CARDIACEGF_PATHWAY	0.80	0.81	0.99	0.62	0.805
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.37	0.91	0.96	0.98	0.805
BIOCARTA_HDAC_PATHWAY	0.98	0.85	0.96	0.43	0.805
PID_RHOA_REG_PATHWAY	1.00	0.48	0.92	0.83	0.8075
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	1.00	0.90	0.99	0.34	0.8075
REACTOME_SIGNALING_BY_SCF_KIT	0.86	0.82	1.00	0.55	0.8075
BIOCARTA_IL3_PATHWAY	0.78	0.79	0.77	0.89	0.8075
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.89	1.00	0.97	0.37	0.8075
PID_CASPASE_PATHWAY	0.67	1.00	0.71	0.85	0.8075
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.91	0.48	0.95	0.89	0.8075
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	1.00	0.51	0.90	0.83	0.81
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.72	0.90	0.97	0.65	0.81
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.91	0.78	0.77	0.78	0.81
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.99	0.59	0.66	1.00	0.81
PID_NCADHERINPATHWAY	0.79	0.73	0.99	0.74	0.8125
PID_RAC1_REG_PATHWAY	0.83	0.70	0.89	0.83	0.8125
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.83	0.95	0.57	0.90	0.8125
PID_NFKAPPABCANONICALPATHWAY	1.00	0.91	1.00	0.34	0.8125
KEGG_LONG_TERM_DEPRESSION	0.79	0.94	0.79	0.73	0.8125
REACTOME_HS_GAG_BIOSYNTHESIS	0.82	0.94	0.56	0.93	0.8125
PID_P38_MK2PATHWAY	0.96	0.44	0.97	0.89	0.815
BIOCARTA_PGC1A_PATHWAY	0.99	0.54	0.99	0.74	0.815
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	1.00	1.00	1.00	0.26	0.815
KEGG_VEGF_SIGNALING_PATHWAY	0.94	0.94	0.91	0.47	0.815
BIOCARTA_GLYCOLYSIS_PATHWAY	0.98	0.51	1.00	0.77	0.815
KEGG_ETHER_LIPID_METABOLISM	0.96	0.59	0.97	0.74	0.815
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.98	0.81	0.96	0.51	0.815
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.96	0.86	0.60	0.85	0.8175
BIOCARTA_PARKIN_PATHWAY	0.93	0.95	0.95	0.44	0.8175
BIOCARTA_FMLP_PATHWAY	1.00	0.86	0.85	0.56	0.8175
REACTOME_CIRCADIAN_CLOCK	1.00	0.41	0.93	0.93	0.8175
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1.00	0.90	0.61	0.76	0.8175
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.99	0.72	0.64	0.93	0.82
KEGG_TIGHT_JUNCTION	0.97	0.81	1.00	0.50	0.82
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.67	0.94	0.84	0.83	0.82
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1.00	0.98	0.90	0.41	0.8225
REACTOME_SPHINGOLIPID_METABOLISM	0.92	1.00	1.00	0.37	0.8225
REACTOME_PYRIMIDINE_METABOLISM	0.99	0.99	0.96	0.35	0.8225
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.97	0.71	0.99	0.62	0.8225
BIOCARTA_TALL1_PATHWAY	0.91	0.56	0.93	0.89	0.8225
PID_IL8CXCR2_PATHWAY	0.95	0.80	0.99	0.56	0.825
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.95	0.93	0.91	0.51	0.825
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.85	0.94	1.00	0.51	0.825
PID_HEDGEHOG_2PATHWAY	0.93	0.43	0.96	0.98	0.825
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.91	0.99	0.62	0.78	0.825
REACTOME_PROTEIN_FOLDING	0.95	0.98	0.63	0.74	0.825
REACTOME_SYNTHESIS_OF_DNA	1.00	0.81	0.50	0.99	0.825
REACTOME_PKB_MEDIATED_EVENTS	1.00	0.97	0.99	0.34	0.825
BIOCARTA_P53HYPOXIA_PATHWAY	0.97	0.85	0.99	0.50	0.8275
PID_WNT_CANONICAL_PATHWAY	0.98	0.61	0.99	0.73	0.8275
PID_LKB1_PATHWAY	1.00	0.67	1.00	0.64	0.8275
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.99	0.42	1.00	0.90	0.8275
BIOCARTA_TRKA_PATHWAY	0.96	0.87	0.87	0.61	0.8275
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1.00	0.55	0.98	0.78	0.8275
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.99	0.93	0.99	0.41	0.83
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.95	0.78	0.64	0.95	0.83
BIOCARTA_CHEMICAL_PATHWAY	0.99	0.94	0.96	0.43	0.83
BIOCARTA_BARRESTIN_PATHWAY	0.99	0.54	0.84	0.95	0.83
PID_PS1PATHWAY	0.98	0.82	0.83	0.69	0.83
PID_HEDGEHOG_GLIPATHWAY	0.98	0.49	0.86	0.99	0.83
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.48	0.94	0.98	0.92	0.83
BIOCARTA_TOLL_PATHWAY	0.94	0.93	0.99	0.47	0.8325
PID_EPHBFWDPATHWAY	0.95	0.82	1.00	0.56	0.8325
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1.00	0.87	1.00	0.46	0.8325
BIOCARTA_G1_PATHWAY	0.90	0.79	0.88	0.76	0.8325
BIOCARTA_VIP_PATHWAY	0.99	0.83	0.96	0.56	0.835
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.95	0.71	0.85	0.83	0.835
PID_PRLSIGNALINGEVENTSPATHWAY	0.99	0.43	0.93	0.99	0.835
PID_TNFPATHWAY	0.99	0.67	0.85	0.83	0.835
PID_PDGFRAPATHWAY	0.99	0.84	0.99	0.52	0.835
PID_P53REGULATIONPATHWAY	0.99	0.95	0.49	0.92	0.8375
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.97	0.57	0.88	0.93	0.8375
BIOCARTA_EPO_PATHWAY	0.99	0.81	0.96	0.59	0.8375
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.95	0.56	0.98	0.86	0.8375
PID_GMCSF_PATHWAY	0.52	0.88	0.96	0.99	0.8375
SIG_CD40PATHWAYMAP	0.95	0.89	0.96	0.56	0.84
REACTOME_G0_AND_EARLY_G1	0.99	0.68	0.93	0.76	0.84
BIOCARTA_PS1_PATHWAY	0.96	0.84	1.00	0.56	0.84
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.97	0.65	0.85	0.89	0.84
PID_ECADHERIN_NASCENTAJ_PATHWAY	1.00	0.51	1.00	0.86	0.8425
PID_CXCR3PATHWAY	0.79	0.98	1.00	0.60	0.8425
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.68	0.80	0.95	0.94	0.8425
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.77	0.63	0.98	0.99	0.8425
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.79	0.94	0.84	0.80	0.8425
BIOCARTA_IL17_PATHWAY	0.94	0.77	0.97	0.69	0.8425
KEGG_REGULATION_OF_AUTOPHAGY	0.66	0.84	0.88	0.99	0.8425
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.98	0.56	1.00	0.83	0.8425
PID_HIF1APATHWAY	0.99	0.78	0.97	0.64	0.845
BIOCARTA_BARR_MAPK_PATHWAY	0.99	0.59	0.80	1.00	0.845
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.99	0.62	0.99	0.78	0.845
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.86	0.86	0.87	0.79	0.845
BIOCARTA_NFKB_PATHWAY	0.67	0.93	0.99	0.79	0.845
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.94	0.98	0.78	0.68	0.845
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.98	0.58	0.93	0.89	0.845
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.96	0.94	0.99	0.50	0.8475
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.97	1.00	1.00	0.42	0.8475
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.99	0.43	0.97	1.00	0.8475
PID_CIRCADIANPATHWAY	1.00	0.41	0.98	1.00	0.8475
REACTOME_G1_S_TRANSITION	1.00	0.91	0.48	1.00	0.8475
PID_MTOR_4PATHWAY	0.91	0.99	0.84	0.65	0.8475
PID_HDAC_CLASSII_PATHWAY	0.78	0.95	0.96	0.70	0.8475
REACTOME_TELOMERE_MAINTENANCE	1.00	0.79	0.60	1.00	0.8475
KEGG_OOCYTE_MEIOSIS	0.92	0.96	0.86	0.65	0.8475
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.99	0.91	0.57	0.93	0.85
KEGG_INSULIN_SIGNALING_PATHWAY	1.00	0.99	1.00	0.41	0.85
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.91	0.93	0.95	0.61	0.85
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.99	0.89	0.96	0.56	0.85
PID_IFNGPATHWAY	0.94	0.98	0.64	0.84	0.85
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.99	0.86	0.99	0.56	0.85
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.90	0.73	1.00	0.77	0.85
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.95	0.78	0.84	0.83	0.85
BIOCARTA_RACCYCD_PATHWAY	1.00	0.67	0.74	0.99	0.85
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	1.00	0.57	1.00	0.83	0.85
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.97	0.82	0.82	0.79	0.85
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.91	0.95	0.71	0.83	0.85
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.99	0.45	0.97	1.00	0.8525
REACTOME_SIGNALING_BY_NOTCH4	0.96	0.64	0.82	0.99	0.8525
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99	0.84	0.98	0.60	0.8525
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.92	0.88	1.00	0.61	0.8525
PID_INTEGRIN_A9B1_PATHWAY	0.95	0.90	0.84	0.72	0.8525
KEGG_PROTEASOME	1.00	0.57	1.00	0.85	0.855
BIOCARTA_MTOR_PATHWAY	1.00	0.99	1.00	0.43	0.855
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	1.00	0.47	0.96	0.99	0.855
PID_ARF6_TRAFFICKINGPATHWAY	0.81	0.93	0.93	0.75	0.855
SA_FAS_SIGNALING	0.98	0.73	0.72	0.99	0.855
BIOCARTA_AKAP95_PATHWAY	0.98	0.66	0.96	0.83	0.8575
ST_GA13_PATHWAY	1.00	0.98	0.68	0.77	0.8575
BIOCARTA_AT1R_PATHWAY	0.99	0.90	0.98	0.56	0.8575
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1.00	0.99	0.99	0.45	0.8575
REACTOME_SYNTHESIS_OF_PE	0.98	0.63	0.84	0.99	0.86
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.80	0.95	0.99	0.70	0.86
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.99	0.47	1.00	0.98	0.86
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.77	0.99	0.73	0.95	0.86
PID_BARD1PATHWAY	0.97	0.98	0.51	0.99	0.8625
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.95	0.98	0.54	0.98	0.8625
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1.00	0.63	0.84	0.98	0.8625
BIOCARTA_TCRA_PATHWAY	0.84	0.77	0.93	0.91	0.8625
REACTOME_ARMS_MEDIATED_ACTIVATION	0.98	0.69	0.84	0.94	0.8625
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.91	0.73	0.88	0.93	0.8625
REACTOME_REGULATION_OF_KIT_SIGNALING	0.90	0.99	0.99	0.57	0.8625
PID_PI3KCIPATHWAY	0.90	1.00	1.00	0.56	0.865
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.91	0.98	0.96	0.61	0.865
PID_LYMPHANGIOGENESIS_PATHWAY	0.80	0.89	0.99	0.78	0.865
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.91	0.99	0.88	0.68	0.865
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1.00	0.56	0.91	0.99	0.865
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	1.00	0.75	0.79	0.92	0.865
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	1.00	0.46	1.00	1.00	0.865
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.98	0.65	0.84	1.00	0.8675
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.99	0.98	0.97	0.53	0.8675
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.00	0.96	0.98	0.53	0.8675
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.99	0.98	0.99	0.51	0.8675
REACTOME_CHROMOSOME_MAINTENANCE	0.97	0.94	0.56	1.00	0.8675
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.75	0.98	0.81	0.93	0.8675
REACTOME_CELL_CYCLE_CHECKPOINTS	1.00	0.92	0.56	1.00	0.87
REACTOME_CGMP_EFFECTS	0.98	0.85	0.72	0.93	0.87
BIOCARTA_BIOPEPTIDES_PATHWAY	1.00	0.99	1.00	0.49	0.87
PID_ARF6_PATHWAY	0.97	0.75	0.99	0.77	0.87
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.94	0.89	0.98	0.68	0.8725
ST_PAC1_RECEPTOR_PATHWAY	0.99	0.83	0.82	0.85	0.8725
SA_PROGRAMMED_CELL_DEATH	0.99	0.94	0.99	0.57	0.8725
BIOCARTA_BCR_PATHWAY	0.97	0.92	0.85	0.75	0.8725
REACTOME_G1_PHASE	0.94	0.97	0.82	0.76	0.8725
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.94	0.97	0.96	0.62	0.8725
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.76	0.98	1.00	0.76	0.875
REACTOME_PURINE_METABOLISM	0.77	0.99	0.90	0.84	0.875
REACTOME_SHC_RELATED_EVENTS	0.80	0.73	0.97	1.00	0.875
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.81	0.99	0.97	0.73	0.875
BIOCARTA_EGFR_SMRTE_PATHWAY	0.98	0.90	0.78	0.84	0.875
REACTOME_SIGNALING_BY_NOTCH	1.00	0.51	0.99	1.00	0.875
PID_S1P_S1P2_PATHWAY	0.76	0.89	0.99	0.86	0.875
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.00	0.66	0.91	0.93	0.875
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.99	0.84	0.98	0.69	0.875
PID_ERBB1_INTERNALIZATION_PATHWAY	1.00	1.00	1.00	0.50	0.875
PID_AURORA_A_PATHWAY	0.99	0.54	0.98	0.99	0.875
PID_TCRJNKPATHWAY	0.96	0.88	0.85	0.81	0.875
REACTOME_TCR_SIGNALING	0.95	0.95	0.95	0.65	0.875
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.99	0.54	0.98	1.00	0.8775
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.95	0.96	1.00	0.60	0.8775
BIOCARTA_ATM_PATHWAY	0.99	0.69	0.97	0.86	0.8775
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	1.00	0.69	0.91	0.91	0.8775
REACTOME_ACTIVATION_OF_RAC	0.88	0.72	0.95	0.96	0.8775
REACTOME_TIE2_SIGNALING	0.99	0.54	0.99	0.99	0.8775
PID_CXCR4_PATHWAY	0.93	0.99	1.00	0.60	0.88
PID_VEGFR1_PATHWAY	0.96	0.89	0.98	0.69	0.88
REACTOME_BOTULINUM_NEUROTOXICITY	0.97	0.85	0.89	0.81	0.88
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.99	0.88	0.84	0.81	0.88
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.99	0.84	0.96	0.74	0.8825
REACTOME_BASE_EXCISION_REPAIR	1.00	0.58	1.00	0.95	0.8825
KEGG_RENAL_CELL_CARCINOMA	0.87	0.98	0.92	0.76	0.8825
PID_THROMBIN_PAR1_PATHWAY	0.98	0.82	0.99	0.74	0.8825
KEGG_FOLATE_BIOSYNTHESIS	0.98	0.94	0.63	0.99	0.885
REACTOME_DNA_STRAND_ELONGATION	1.00	0.65	0.89	1.00	0.885
BIOCARTA_TNFR1_PATHWAY	0.86	0.93	0.79	0.96	0.885
BIOCARTA_PML_PATHWAY	0.95	0.69	0.99	0.91	0.885
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.99	0.74	0.97	0.85	0.8875
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.99	0.95	0.99	0.62	0.8875
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1.00	0.59	0.97	0.99	0.8875
PID_EPHA_FWDPATHWAY	0.78	0.98	0.98	0.81	0.8875
