Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
KEGG_PROTEIN_EXPORT	0.54	0.15	0.92	0.16	0.99	0.552
KEGG_COLORECTAL_CANCER	1.00	0.49	0.32	0.03	0.92	0.552
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.23	0.57	0.26	0.91	0.80	0.554
WNT_SIGNALING	0.99	0.46	0.32	0.59	0.41	0.554
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.61	0.51	0.89	0.31	0.45	0.554
BIOCARTA_CTCF_PATHWAY	0.58	0.54	0.93	0.48	0.24	0.554
PID_TCR_PATHWAY	1.00	0.47	0.61	0.40	0.30	0.556
BIOCARTA_ASBCELL_PATHWAY	0.38	0.73	0.70	0.58	0.39	0.556
PID_BCR_5PATHWAY	0.93	0.37	0.30	0.70	0.48	0.556
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.70	0.63	0.94	0.17	0.34	0.556
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.76	0.64	0.37	0.38	0.63	0.556
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.52	0.73	0.86	0.27	0.40	0.556
BIOCARTA_PDGF_PATHWAY	0.59	0.35	0.69	0.19	0.96	0.556
REACTOME_PLATELET_HOMEOSTASIS	0.85	0.94	0.49	0.22	0.29	0.558
BIOCARTA_MEF2D_PATHWAY	0.88	0.23	0.45	0.79	0.44	0.558
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.70	0.03	0.75	0.86	0.45	0.558
PID_IL6_7PATHWAY	0.70	0.90	0.74	0.19	0.26	0.558
REACTOME_MITOTIC_G2_G2_M_PHASES	0.36	0.74	0.16	0.54	0.99	0.558
BIOCARTA_FEEDER_PATHWAY	0.52	0.81	0.86	0.40	0.20	0.558
KEGG_PROTEASOME	0.86	0.03	0.94	0.65	0.32	0.56
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.58	0.63	0.77	0.47	0.35	0.56
PID_AJDISS_2PATHWAY	0.70	0.12	0.12	0.90	0.96	0.56
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.65	0.93	0.98	0.17	0.07	0.56
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.84	0.34	0.31	0.43	0.88	0.56
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.67	0.87	0.98	0.22	0.06	0.56
SA_G2_AND_M_PHASES	0.27	0.41	0.75	0.57	0.80	0.56
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.54	0.87	0.72	0.67	0.00	0.56
BIOCARTA_P38MAPK_PATHWAY	0.35	0.66	0.90	0.14	0.76	0.562
KEGG_CELL_CYCLE	0.31	0.27	0.80	0.77	0.66	0.562
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.78	0.95	0.50	0.30	0.29	0.564
PID_HEDGEHOG_GLIPATHWAY	0.63	0.14	0.19	0.94	0.92	0.564
PID_REELINPATHWAY	0.90	0.43	0.95	0.50	0.04	0.564
PID_P38_MKK3_6PATHWAY	0.60	0.30	0.92	0.01	1.00	0.566
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.98	0.28	1.00	0.28	0.30	0.568
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.31	0.47	0.95	0.92	0.19	0.568
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.99	0.45	0.95	0.18	0.27	0.568
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.58	1.00	0.52	0.27	0.47	0.568
PID_INTEGRIN_A4B1_PATHWAY	0.70	0.97	0.78	0.25	0.14	0.568
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.78	0.12	0.42	0.72	0.80	0.568
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.05	0.85	0.61	0.61	0.73	0.57
PID_HNF3APATHWAY	0.85	0.05	0.55	0.50	0.90	0.57
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.76	0.99	0.74	0.33	0.03	0.57
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.76	0.67	0.40	0.40	0.63	0.572
PID_UPA_UPAR_PATHWAY	0.06	0.76	0.93	0.90	0.21	0.572
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.00	0.47	0.89	0.16	0.34	0.572
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.72	0.14	0.81	0.49	0.70	0.572
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.91	0.31	0.70	0.84	0.10	0.572
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.32	0.96	0.36	0.44	0.79	0.574
KEGG_SPLICEOSOME	0.74	0.31	0.42	0.60	0.80	0.574
KEGG_PEROXISOME	0.84	0.39	0.36	0.65	0.63	0.574
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.88	0.87	0.66	0.27	0.19	0.574
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.36	0.03	0.61	1.00	0.88	0.576
PID_MAPKTRKPATHWAY	0.99	0.43	0.95	0.33	0.18	0.576
KEGG_VEGF_SIGNALING_PATHWAY	0.92	0.60	0.88	0.46	0.02	0.576
PID_IL2_STAT5PATHWAY	0.86	0.43	0.87	0.53	0.19	0.576
REACTOME_CA_DEPENDENT_EVENTS	0.65	0.99	0.40	0.12	0.72	0.576
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.30	0.39	0.95	0.59	0.65	0.576
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.99	0.82	0.50	0.33	0.24	0.576
REACTOME_IL_2_SIGNALING	0.93	0.42	0.95	0.25	0.34	0.578
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.07	0.99	0.42	0.50	0.91	0.578
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.76	0.69	0.76	0.54	0.15	0.58
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.79	0.07	0.98	0.99	0.07	0.58
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.36	0.74	0.96	0.64	0.20	0.58
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.94	0.07	0.55	0.68	0.66	0.58
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.70	0.03	0.87	0.86	0.45	0.582
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.98	0.35	0.78	0.61	0.19	0.582
BIOCARTA_LONGEVITY_PATHWAY	0.96	0.32	0.95	0.21	0.47	0.582
BIOCARTA_CD40_PATHWAY	0.90	0.15	0.92	0.68	0.27	0.584
PID_P38GAMMADELTAPATHWAY	0.93	0.81	0.97	0.07	0.14	0.584
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.36	0.76	0.52	0.29	0.99	0.584
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.78	0.12	0.95	0.81	0.26	0.584
PID_RXR_VDR_PATHWAY	0.85	0.01	0.97	0.57	0.52	0.584
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.69	0.89	0.64	0.51	0.19	0.584
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.36	0.96	0.95	0.43	0.22	0.584
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.80	0.70	0.54	0.29	0.59	0.584
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.61	0.95	0.76	0.33	0.27	0.584
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.78	0.03	0.39	0.96	0.77	0.586
KEGG_BASAL_CELL_CARCINOMA	0.89	0.32	0.78	0.53	0.41	0.586
REACTOME_DAG_AND_IP3_SIGNALING	0.43	0.99	0.56	0.04	0.91	0.586
PID_HNF3BPATHWAY	0.07	0.32	0.81	0.92	0.81	0.586
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.82	0.79	0.32	0.91	0.09	0.586
BIOCARTA_GATA3_PATHWAY	0.04	0.62	0.89	0.48	0.91	0.588
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.71	1.00	0.87	0.31	0.05	0.588
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.95	0.03	0.69	0.36	0.91	0.588
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.70	0.60	0.76	0.07	0.81	0.588
REACTOME_ERKS_ARE_INACTIVATED	0.88	0.08	0.58	0.81	0.59	0.588
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.78	0.12	0.81	0.64	0.59	0.588
REACTOME_MITOTIC_M_M_G1_PHASES	0.66	0.21	0.47	0.81	0.79	0.588
PID_GMCSF_PATHWAY	0.76	0.27	0.74	0.33	0.84	0.588
REACTOME_SIGNALLING_TO_ERKS	1.00	0.45	1.00	0.17	0.32	0.588
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.93	0.14	0.29	0.72	0.87	0.59
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.43	0.89	0.99	0.61	0.03	0.59
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.38	0.81	1.00	0.76	0.00	0.59
BIOCARTA_IL3_PATHWAY	0.84	0.18	0.69	0.76	0.48	0.59
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.88	0.10	0.74	0.81	0.42	0.59
BIOCARTA_AHSP_PATHWAY	1.00	0.36	0.47	0.89	0.23	0.59
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.79	0.78	0.69	0.40	0.29	0.59
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.53	0.44	0.80	0.87	0.32	0.592
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.35	0.63	0.55	0.47	0.96	0.592
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1.00	0.64	0.60	0.16	0.56	0.592
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.80	0.18	0.97	0.87	0.15	0.594
BIOCARTA_CELL2CELL_PATHWAY	0.60	0.87	0.25	0.35	0.90	0.594
KEGG_ARACHIDONIC_ACID_METABOLISM	1.00	0.47	0.88	0.57	0.05	0.594
REACTOME_RAF_MAP_KINASE_CASCADE	0.96	0.49	0.72	0.55	0.25	0.594
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.67	0.17	0.74	0.64	0.75	0.594
REACTOME_THE_NLRP3_INFLAMMASOME	0.74	0.98	0.72	0.39	0.15	0.596
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.76	0.33	0.39	0.59	0.91	0.596
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.51	0.78	0.83	0.55	0.31	0.596
BIOCARTA_INSULIN_PATHWAY	0.56	0.63	0.77	0.48	0.54	0.596
REACTOME_G1_PHASE	0.14	1.00	0.89	0.17	0.78	0.596
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.57	0.85	0.97	0.07	0.53	0.598
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.78	0.55	0.03	0.99	0.64	0.598
KEGG_PURINE_METABOLISM	0.65	0.42	0.41	0.62	0.89	0.598
KEGG_LYSINE_DEGRADATION	0.70	0.73	0.94	0.48	0.14	0.598
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.85	0.30	0.89	0.89	0.06	0.598
BIOCARTA_RELA_PATHWAY	0.41	0.79	0.34	0.77	0.68	0.598
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.99	0.65	1.00	0.16	0.19	0.598
SA_B_CELL_RECEPTOR_COMPLEXES	0.57	0.63	0.47	0.75	0.57	0.598
REACTOME_PKB_MEDIATED_EVENTS	0.70	0.80	0.88	0.47	0.14	0.598
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.77	0.09	0.69	0.77	0.68	0.6
BIOCARTA_VITCB_PATHWAY	0.55	0.84	0.78	0.58	0.25	0.6
PID_CONE_PATHWAY	0.57	0.81	0.50	0.27	0.85	0.6
KEGG_ALLOGRAFT_REJECTION	0.84	0.95	0.83	0.09	0.29	0.6
PID_CASPASE_PATHWAY	0.76	0.46	0.90	0.81	0.07	0.6
REACTOME_REGULATION_OF_KIT_SIGNALING	0.78	0.78	0.42	0.11	0.91	0.6
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.31	0.95	0.97	0.51	0.27	0.602
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.70	0.65	0.63	0.61	0.42	0.602
REACTOME_COPI_MEDIATED_TRANSPORT	0.24	0.87	0.82	0.27	0.81	0.602
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.89	0.45	0.80	0.52	0.35	0.602
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.99	0.15	1.00	0.68	0.19	0.602
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.74	0.12	0.95	0.70	0.50	0.602
BIOCARTA_TCRA_PATHWAY	0.90	0.97	0.96	0.14	0.04	0.602
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.82	0.44	0.99	0.71	0.05	0.602
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.58	0.95	0.92	0.57	0.00	0.604
REACTOME_RNA_POL_II_TRANSCRIPTION	0.55	0.58	0.61	0.57	0.71	0.604
REACTOME_POTASSIUM_CHANNELS	0.92	0.87	0.88	0.03	0.32	0.604
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.64	0.95	0.89	0.48	0.07	0.606
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.99	0.54	0.76	0.47	0.27	0.606
REACTOME_GLUCOSE_METABOLISM	0.50	0.93	0.65	0.48	0.47	0.606
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.24	0.64	0.59	0.83	0.73	0.606
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.26	0.87	0.81	0.57	0.53	0.608
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.70	0.97	0.62	0.54	0.21	0.608
ST_PAC1_RECEPTOR_PATHWAY	0.95	0.20	0.66	0.92	0.31	0.608
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.72	0.44	0.83	0.44	0.61	0.608
PID_AVB3_INTEGRIN_PATHWAY	0.84	0.33	0.23	0.73	0.91	0.608
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.93	0.93	0.95	0.19	0.04	0.608
BIOCARTA_IGF1_PATHWAY	0.62	0.72	0.55	0.36	0.79	0.608
SA_G1_AND_S_PHASES	0.78	1.00	1.00	0.07	0.19	0.608
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.64	0.95	0.76	0.40	0.29	0.608
REACTOME_SIGNAL_AMPLIFICATION	0.95	0.97	0.94	0.19	0.00	0.61
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.90	0.12	0.71	0.54	0.78	0.61
PID_ECADHERIN_STABILIZATION_PATHWAY	0.42	0.55	0.91	0.98	0.19	0.61
REACTOME_BOTULINUM_NEUROTOXICITY	1.00	0.96	1.00	0.09	0.01	0.612
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.00	0.21	1.00	0.70	0.15	0.612
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.65	0.77	0.97	0.33	0.34	0.612
BIOCARTA_KREB_PATHWAY	0.34	0.83	0.64	0.67	0.59	0.614
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.70	0.99	0.63	0.28	0.47	0.614
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.61	0.91	0.69	0.27	0.59	0.614
ST_G_ALPHA_I_PATHWAY	1.00	0.49	0.59	0.54	0.45	0.614
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.42	0.95	0.92	0.28	0.50	0.614
PID_CD8TCRDOWNSTREAMPATHWAY	0.98	0.68	0.98	0.41	0.02	0.614
BIOCARTA_P53_PATHWAY	0.60	0.36	0.95	0.19	0.97	0.614
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.92	0.04	0.78	0.99	0.34	0.614
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.97	0.22	0.95	0.73	0.20	0.614
PID_NOTCH_PATHWAY	1.00	0.40	0.96	0.64	0.07	0.614
PID_INTEGRIN_A9B1_PATHWAY	0.58	0.87	0.30	0.98	0.34	0.614
BIOCARTA_TALL1_PATHWAY	0.99	0.12	0.80	0.87	0.29	0.614
KEGG_GNRH_SIGNALING_PATHWAY	0.82	0.76	0.71	0.71	0.08	0.616
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.73	0.00	0.75	0.72	0.88	0.616
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.35	0.57	0.58	0.62	0.96	0.616
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	1.00	0.34	1.00	0.47	0.27	0.616
BIOCARTA_NUCLEARRS_PATHWAY	1.00	0.35	0.96	0.62	0.15	0.616
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.39	0.77	0.41	0.69	0.82	0.616
BIOCARTA_ARF_PATHWAY	0.72	0.64	0.96	0.48	0.28	0.616
REACTOME_RAP1_SIGNALLING	0.84	0.97	0.92	0.11	0.24	0.616
REACTOME_PYRIMIDINE_CATABOLISM	0.74	0.29	0.63	0.63	0.80	0.618
PID_P53DOWNSTREAMPATHWAY	0.71	0.46	0.70	0.33	0.89	0.618
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.72	0.33	0.71	0.50	0.83	0.618
PID_THROMBIN_PAR1_PATHWAY	0.92	0.81	0.51	0.50	0.35	0.618
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1.00	0.88	0.95	0.22	0.05	0.62
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.88	0.96	0.92	0.34	0.00	0.62
SA_PROGRAMMED_CELL_DEATH	1.00	0.64	1.00	0.24	0.22	0.62
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.31	0.70	0.71	0.58	0.80	0.62
PID_NFKAPPABCANONICALPATHWAY	0.92	0.79	0.47	0.07	0.85	0.62
BIOCARTA_MAL_PATHWAY	0.90	0.23	0.76	0.81	0.40	0.62
PID_IL3_PATHWAY	0.85	0.67	0.95	0.51	0.12	0.62
BIOCARTA_AGR_PATHWAY	0.89	0.63	0.56	0.12	0.91	0.622
KEGG_REGULATION_OF_AUTOPHAGY	0.78	0.54	0.91	0.42	0.46	0.622
REACTOME_SIGNALLING_BY_NGF	0.93	0.57	0.83	0.06	0.72	0.622
KEGG_BUTANOATE_METABOLISM	0.29	0.80	0.98	0.91	0.14	0.624
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.92	0.76	0.23	0.37	0.84	0.624
REACTOME_P38MAPK_EVENTS	0.74	0.40	0.97	0.07	0.94	0.624
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.90	0.43	0.32	0.80	0.67	0.624
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.99	0.83	1.00	0.10	0.20	0.624
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.83	0.99	0.78	0.50	0.03	0.626
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.67	0.39	0.61	0.50	0.96	0.626
BIOCARTA_DC_PATHWAY	0.48	1.00	0.59	0.07	0.99	0.626
PID_TCRJNKPATHWAY	0.43	0.54	1.00	0.94	0.22	0.626
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.63	0.76	0.72	0.40	0.62	0.626
PID_EPHA_FWDPATHWAY	0.99	0.50	1.00	0.54	0.11	0.628
PID_PDGFRAPATHWAY	0.37	0.81	0.90	0.07	0.99	0.628
BIOCARTA_VEGF_PATHWAY	0.84	0.93	0.67	0.36	0.34	0.628
PID_RHODOPSIN_PATHWAY	0.36	0.91	0.48	0.48	0.91	0.628
BIOCARTA_NGF_PATHWAY	0.79	0.47	0.76	0.27	0.85	0.628
ST_T_CELL_SIGNAL_TRANSDUCTION	0.84	0.49	0.42	0.73	0.67	0.63
BIOCARTA_CARDIACEGF_PATHWAY	0.94	0.97	0.66	0.50	0.08	0.63
BIOCARTA_41BB_PATHWAY	0.57	0.51	0.96	0.64	0.47	0.63
BIOCARTA_CSK_PATHWAY	0.99	1.00	1.00	0.16	0.00	0.63
BIOCARTA_FCER1_PATHWAY	0.86	0.57	0.62	0.73	0.38	0.632
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.93	0.99	0.86	0.20	0.18	0.632
BIOCARTA_ETS_PATHWAY	0.70	0.42	0.64	0.71	0.69	0.632
REACTOME_METABOLISM_OF_PROTEINS	0.43	0.42	0.90	0.98	0.43	0.632
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.30	0.80	0.95	0.20	0.91	0.632
BIOCARTA_DEATH_PATHWAY	1.00	0.12	0.93	0.92	0.19	0.632
PID_MYC_ACTIVPATHWAY	0.50	0.47	0.36	0.90	0.94	0.634
BIOCARTA_ERYTH_PATHWAY	0.76	0.10	0.89	0.88	0.54	0.634
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.73	0.40	0.96	0.77	0.31	0.634
BIOCARTA_STEM_PATHWAY	0.90	0.15	0.74	0.99	0.39	0.634
REACTOME_SYNTHESIS_OF_DNA	0.77	0.05	0.89	0.94	0.52	0.634
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.71	0.95	0.39	0.43	0.69	0.634
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.22	0.64	0.72	0.69	0.90	0.634
PID_WNT_NONCANONICAL_PATHWAY	1.00	0.32	0.69	0.96	0.21	0.636
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.88	0.97	0.61	0.71	0.01	0.636
PID_TGFBRPATHWAY	0.97	0.79	0.81	0.22	0.39	0.636
KEGG_ABC_TRANSPORTERS	1.00	0.45	0.64	0.65	0.44	0.636
BIOCARTA_SODD_PATHWAY	0.58	0.39	0.92	0.49	0.80	0.636
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	1.00	0.70	1.00	0.22	0.27	0.638
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.71	0.77	0.75	0.61	0.35	0.638
ST_JNK_MAPK_PATHWAY	0.67	0.68	0.91	0.49	0.45	0.64
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.96	0.04	0.95	0.81	0.44	0.64
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.63	0.03	0.63	1.00	0.91	0.64
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.93	0.03	0.87	0.98	0.39	0.64
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	1.00	0.28	0.76	0.90	0.26	0.64
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.70	0.03	0.59	0.99	0.90	0.642
PID_AVB3_OPN_PATHWAY	0.90	0.12	0.88	0.99	0.32	0.642
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	1.00	0.57	0.99	0.61	0.04	0.642
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.99	0.67	0.96	0.36	0.24	0.644
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.93	0.93	0.38	0.02	0.96	0.644
PID_LPA4_PATHWAY	0.43	0.99	0.33	0.60	0.87	0.644
REACTOME_ER_PHAGOSOME_PATHWAY	0.84	0.03	0.91	0.98	0.47	0.646
KEGG_OTHER_GLYCAN_DEGRADATION	0.90	0.78	0.78	0.48	0.29	0.646
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.57	0.20	0.52	1.00	0.94	0.646
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.87	0.03	0.94	0.98	0.41	0.646
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.99	0.60	0.95	0.68	0.01	0.646
ST_MYOCYTE_AD_PATHWAY	0.92	0.54	0.61	0.87	0.29	0.646
PID_ARF6_PATHWAY	1.00	0.65	0.91	0.48	0.19	0.646
BIOCARTA_AT1R_PATHWAY	0.86	0.87	0.65	0.46	0.39	0.646
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.71	0.45	0.78	0.54	0.76	0.648
BIOCARTA_LECTIN_PATHWAY	0.77	0.61	0.92	0.91	0.03	0.648
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.84	0.93	0.38	0.94	0.15	0.648
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.93	0.64	0.78	0.42	0.48	0.65
REACTOME_HIV_INFECTION	0.91	0.11	0.60	0.82	0.81	0.65
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.88	0.22	0.99	0.60	0.56	0.65
ST_JAK_STAT_PATHWAY	0.72	0.96	0.82	0.61	0.14	0.65
REACTOME_TCR_SIGNALING	0.70	0.86	0.91	0.35	0.43	0.65
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.81	0.08	0.89	0.90	0.57	0.65
