Gene Set	p-value
REACTOME_PHOSPHOLIPID_METABOLISM	1.0
BIOCARTA_CTLA4_PATHWAY	1.0
PID_VEGFR1_2_PATHWAY	1.0
GNF2_SERPINB5	1.0
MORF_UBE2A	1.0
BIOCARTA_MTA3_PATHWAY	1.0
MODULE_248	1.0
BIOCARTA_CALCINEURIN_PATHWAY	1.0
CAR_HPX	1.0
MORF_SART1	1.0
MORF_KDR	1.0
PID_HNF3APATHWAY	1.0
MORF_ATF2	1.0
MODULE_448	1.0
MODULE_267	1.0
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.0
MODULE_571	1.0
BIOCARTA_EGFR_SMRTE_PATHWAY	1.0
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	1.0
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.0
BIOCARTA_PML_PATHWAY	1.0
BIOCARTA_IL4_PATHWAY	1.0
MODULE_213	1.0
MORF_PAPSS1	1.0
GNF2_HLA-C	1.0
GNF2_CD1D	1.0
PID_ERBB4_PATHWAY	1.0
MORF_RPA1	1.0
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	1.0
MORF_LMO1	1.0
PID_HIVNEFPATHWAY	1.0
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	1.0
MORF_ERH	1.0
MORF_ORC1L	1.0
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	1.0
BIOCARTA_AKAP95_PATHWAY	1.0
GCM_RBM8A	1.0
REACTOME_FRS2_MEDIATED_CASCADE	1.0
KEGG_BUTANOATE_METABOLISM	1.0
MODULE_72	1.0
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	1.0
PID_PI3KPLCTRKPATHWAY	1.0
MODULE_41	1.0
GNF2_DENR	1.0
KEGG_GLIOMA	1.0
MODULE_379	1.0
MORF_RFC5	1.0
BIOCARTA_BIOPEPTIDES_PATHWAY	1.0
KEGG_ADHERENS_JUNCTION	1.0
GCM_IL6ST	1.0
MORF_STK17A	1.0
MODULE_329	1.0
BIOCARTA_LAIR_PATHWAY	1.0
REACTOME_BASE_EXCISION_REPAIR	1.0
CAR_IGFBP1	1.0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	1.0
MORF_SUPT3H	1.0
PID_CDC42_PATHWAY	1.0
PID_INTEGRIN3_PATHWAY	1.0
MODULE_4	1.0
GNF2_EGFR	1.0
MODULE_576	1.0
BIOCARTA_RAB_PATHWAY	1.0
BIOCARTA_GH_PATHWAY	1.0
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	1.0
REACTOME_GLUCOSE_METABOLISM	1.0
MODULE_492	1.0
MODULE_139	1.0
MODULE_40	1.0
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	1.0
KEGG_MELANOGENESIS	1.0
REACTOME_FANCONI_ANEMIA_PATHWAY	1.0
MODULE_511	1.0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	1.0
MODULE_123	1.0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1.0
BIOCARTA_IL1R_PATHWAY	1.0
BIOCARTA_IL7_PATHWAY	1.0
BIOCARTA_IGF1_PATHWAY	1.0
REACTOME_TRANSLATION	1.0
MODULE_64	1.0
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.0
MODULE_73	1.0
MODULE_257	1.0
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1.0
MODULE_43	1.0
GNF2_SMC1L1	1.0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.0
PID_ARF6DOWNSTREAMPATHWAY	1.0
MODULE_19	1.0
GNF2_BUB1	1.0
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.0
PID_EPOPATHWAY	1.0
REACTOME_G2_M_CHECKPOINTS	1.0
PID_BMPPATHWAY	1.0
MODULE_273	1.0
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.0
MODULE_495	1.0
MORF_GMPS	1.0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.0
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	1.0
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.0
MODULE_389	1.0
REACTOME_SIGNALING_BY_GPCR	1.0
BIOCARTA_NFKB_PATHWAY	1.0
GNF2_PTPN4	1.0
PID_S1P_S1P3_PATHWAY	1.0
BIOCARTA_VDR_PATHWAY	1.0
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	1.0
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.0
MODULE_497	1.0
MODULE_54	1.0
PID_TGFBRPATHWAY	1.0
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	1.0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.0
REACTOME_MUSCLE_CONTRACTION	1.0
MODULE_15	1.0
MODULE_292	1.0
MODULE_445	1.0
PID_CD40_PATHWAY	1.0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.0
GCM_DLG1	1.0
MODULE_55	1.0
REACTOME_PYRUVATE_METABOLISM	1.0
PID_ANGIOPOIETINRECEPTOR_PATHWAY	1.0
KEGG_TRYPTOPHAN_METABOLISM	1.0
MODULE_159	1.0
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1.0
REACTOME_METABOLISM_OF_RNA	1.0
GNF2_CKS1B	1.0
PID_PS1PATHWAY	1.0
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	1.0
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1.0
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	1.0
MORF_RBBP8	1.0
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.0
MODULE_70	1.0
MODULE_459	1.0
REACTOME_SIGNALING_BY_NOTCH	1.0
MODULE_23	1.0
GCM_BNIP1	1.0
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	1.0
MODULE_80	1.0
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	1.0
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1.0
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	1.0
BIOCARTA_ETS_PATHWAY	1.0
REACTOME_MITOTIC_PROMETAPHASE	1.0
MORF_PPP1CA	1.0
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	1.0
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1.0
MORF_RAD54L	1.0
MODULE_451	1.0
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	1.0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.0
REACTOME_SIGNALING_BY_SCF_KIT	1.0
KEGG_PHENYLALANINE_METABOLISM	1.0
BIOCARTA_RACCYCD_PATHWAY	1.0
GNF2_IGF1	1.0
BIOCARTA_UCALPAIN_PATHWAY	1.0
MORF_PPP1CC	1.0
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	1.0
MODULE_371	1.0
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1.0
KEGG_REGULATION_OF_AUTOPHAGY	1.0
KEGG_TYPE_II_DIABETES_MELLITUS	1.0
GNF2_IL2RB	1.0
ST_B_CELL_ANTIGEN_RECEPTOR	1.0
GNF2_RFC4	1.0
KEGG_TYPE_I_DIABETES_MELLITUS	1.0
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	1.0
BIOCARTA_TRKA_PATHWAY	1.0
PID_TCRRASPATHWAY	1.0
PID_S1P_S1P2_PATHWAY	1.0
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.0
MODULE_61	1.0
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	1.0
BIOCARTA_AKAP13_PATHWAY	1.0
PID_NFKAPPABATYPICALPATHWAY	1.0
BIOCARTA_CARM_ER_PATHWAY	1.0
PID_TRAIL_PATHWAY	1.0
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1.0
PID_IL2_STAT5PATHWAY	1.0
MORF_DDB1	1.0
GNF2_CASP8	1.0
MORF_MYST2	1.0
PID_ERBB1_DOWNSTREAM_PATHWAY	1.0
MODULE_88	1.0
MORF_CDH4	1.0
MODULE_151	1.0
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	1.0
PID_CONE_PATHWAY	1.0
PID_LPA4_PATHWAY	1.0
BIOCARTA_FIBRINOLYSIS_PATHWAY	1.0
MODULE_305	1.0
MODULE_567	1.0
MODULE_148	1.0
BIOCARTA_MAPK_PATHWAY	1.0
PID_ER_NONGENOMIC_PATHWAY	1.0
REACTOME_KERATAN_SULFATE_DEGRADATION	1.0
KEGG_MTOR_SIGNALING_PATHWAY	1.0
MORF_G22P1	1.0
MORF_BECN1	1.0
PID_RAC1_REG_PATHWAY	1.0
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	1.0
MODULE_453	1.0
MODULE_201	1.0
REACTOME_APOPTOTIC_EXECUTION_PHASE	1.0
MODULE_233	1.0
GNF2_STAT6	1.0
MODULE_318	1.0
MORF_PAX7	1.0
KEGG_STARCH_AND_SUCROSE_METABOLISM	1.0
MODULE_202	1.0
GNF2_G22P1	1.0
MORF_UNG	1.0
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1.0
GNF2_CDC27	1.0
REACTOME_ACTIVATION_OF_RAC	1.0
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1.0
PID_FASPATHWAY	1.0
SA_CASPASE_CASCADE	1.0
BIOCARTA_PTEN_PATHWAY	1.0
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.0
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	1.0
MODULE_543	1.0
MODULE_337	1.0
KEGG_MISMATCH_REPAIR	1.0
GCM_AIP	1.0
BIOCARTA_CK1_PATHWAY	1.0
REACTOME_P38MAPK_EVENTS	1.0
BIOCARTA_STRESS_PATHWAY	1.0
MODULE_124	1.0
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	1.0
PID_ALK1PATHWAY	1.0
GCM_PRKAG1	1.0
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.0
MODULE_196	1.0
REACTOME_S_PHASE	1.0
MORF_CSNK2B	1.0
GNF2_PECAM1	1.0
BIOCARTA_PLATELETAPP_PATHWAY	1.0
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	1.0
PID_ERB_GENOMIC_PATHWAY	1.0
PID_P38ALPHABETADOWNSTREAMPATHWAY	1.0
MORF_BCL2	1.0
GNF2_CD53	1.0
BIOCARTA_MCM_PATHWAY	1.0
MODULE_179	1.0
MODULE_322	1.0
MODULE_298	1.0
MODULE_98	1.0
BIOCARTA_HCMV_PATHWAY	1.0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	1.0
REACTOME_PI_3K_CASCADE	1.0
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	1.0
MODULE_170	1.0
ST_MYOCYTE_AD_PATHWAY	1.0
REACTOME_ENOS_ACTIVATION_AND_REGULATION	1.0
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	1.0
ST_FAS_SIGNALING_PATHWAY	1.0
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	1.0
BIOCARTA_IL10_PATHWAY	1.0
BIOCARTA_NUCLEARRS_PATHWAY	1.0
MORF_HDAC2	1.0
MODULE_345	1.0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1.0
BIOCARTA_CREB_PATHWAY	1.0
GCM_VAV1	1.0
MODULE_33	1.0
REACTOME_DAG_AND_IP3_SIGNALING	1.0
GNF2_SMC2L1	1.0
MORF_CASP10	1.0
MODULE_249	1.0
BIOCARTA_INTRINSIC_PATHWAY	1.0
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1.0
MORF_IL4	1.0
REACTOME_ERKS_ARE_INACTIVATED	1.0
MORF_BCL2L11	1.0
MORF_CAMK4	1.0
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1.0
KEGG_PURINE_METABOLISM	1.0
REACTOME_SYNTHESIS_OF_PA	1.0
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	1.0
MORF_ITGA2	1.0
GNF2_HAT1	1.0
REACTOME_METABOLISM_OF_PROTEINS	1.0
GCM_ZNF198	1.0
REACTOME_L1CAM_INTERACTIONS	1.0
PID_ALPHASYNUCLEIN_PATHWAY	1.0
REACTOME_RNA_POL_I_TRANSCRIPTION	1.0
MODULE_243	1.0
MODULE_360	1.0
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	1.0
KEGG_CALCIUM_SIGNALING_PATHWAY	1.0
ST_T_CELL_SIGNAL_TRANSDUCTION	1.0
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	1.0
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1.0
MODULE_90	1.0
REACTOME_RECYCLING_PATHWAY_OF_L1	1.0
MODULE_84	1.0
MODULE_12	1.0
MODULE_279	1.0
PID_INTEGRIN5_PATHWAY	1.0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	1.0
PID_THROMBIN_PAR4_PATHWAY	1.0
BIOCARTA_CELLCYCLE_PATHWAY	1.0
GNF2_DEK	1.0
MORF_FRK	1.0
GCM_HMGA2	1.0
MORF_CDK2	1.0
MORF_GSPT1	1.0
MORF_FDXR	1.0
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.0
BIOCARTA_CYTOKINE_PATHWAY	1.0
MODULE_335	1.0
ST_GA13_PATHWAY	1.0
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.0
REACTOME_NOD1_2_SIGNALING_PATHWAY	1.0
MODULE_71	1.0
MODULE_129	1.0
GNF2_TTK	1.0
GNF2_H2AFX	1.0
PID_NFKAPPABCANONICALPATHWAY	1.0
GNF2_BNIP2	1.0
MODULE_341	1.0
MODULE_206	1.0
GNF2_CDH3	1.0
KEGG_ONE_CARBON_POOL_BY_FOLATE	1.0
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.0
REACTOME_SIGNALING_BY_WNT	1.0
MORF_REV3L	1.0
REACTOME_TOLL_RECEPTOR_CASCADES	1.0
GNF2_CBFB	1.0
GNF2_PTPRC	1.0
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	1.0
MODULE_147	1.0
MORF_RAN	1.0
REACTOME_INTERFERON_SIGNALING	1.0
MODULE_59	1.0
MODULE_149	1.0
MODULE_42	1.0
GNF2_CDH11	1.0
BIOCARTA_BCELLSURVIVAL_PATHWAY	1.0
REACTOME_SOS_MEDIATED_SIGNALLING	1.0
BIOCARTA_CBL_PATHWAY	1.0
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	1.0
MODULE_521	1.0
REACTOME_SIGNALLING_BY_NGF	1.0
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	1.0
KEGG_ETHER_LIPID_METABOLISM	1.0
GCM_USP6	1.0
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	1.0
ST_INTERLEUKIN_4_PATHWAY	1.0
MODULE_415	1.0
MODULE_361	1.0
REACTOME_MRNA_CAPPING	1.0
KEGG_LONG_TERM_DEPRESSION	1.0
REACTOME_BASIGIN_INTERACTIONS	1.0
MORF_AP2M1	1.0
KEGG_ARACHIDONIC_ACID_METABOLISM	1.0
MODULE_227	1.0
MODULE_262	1.0
MODULE_385	1.0
KEGG_LYSINE_DEGRADATION	1.0
KEGG_TIGHT_JUNCTION	1.0
PID_HDAC_CLASSII_PATHWAY	1.0
MODULE_208	1.0
GNF2_MSH2	1.0
GNF2_SELL	1.0
PID_ERBB2ERBB3PATHWAY	1.0
PID_CD8TCRDOWNSTREAMPATHWAY	1.0
MODULE_533	1.0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	1.0
MODULE_332	1.0
MODULE_203	1.0
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	1.0
BIOCARTA_IL3_PATHWAY	1.0
GNF2_CKS2	1.0
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1.0
PID_IL5_PATHWAY	1.0
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.0
MORF_TPT1	1.0
MODULE_237	1.0
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	1.0
PID_ATF2_PATHWAY	1.0
BIOCARTA_RAS_PATHWAY	1.0
MODULE_219	1.0
MODULE_530	1.0
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	1.0
BIOCARTA_PS1_PATHWAY	1.0
REACTOME_HS_GAG_BIOSYNTHESIS	1.0
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	1.0
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	1.0
MODULE_118	1.0
MODULE_37	1.0
KEGG_OLFACTORY_TRANSDUCTION	1.0
REACTOME_TIE2_SIGNALING	1.0
MODULE_29	1.0
CAR_MLANA	1.0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	1.0
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.0
REACTOME_SEMAPHORIN_INTERACTIONS	1.0
GNF2_TDG	1.0
GCM_TPT1	1.0
MORF_EIF3S2	1.0
REACTOME_TELOMERE_MAINTENANCE	1.0
MODULE_317	1.0
BIOCARTA_P53_PATHWAY	1.0
REACTOME_MITOTIC_G1_G1_S_PHASES	1.0
GNF2_JAK1	1.0
MODULE_327	1.0
MODULE_456	1.0
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	1.0
MODULE_226	1.0
REACTOME_OPIOID_SIGNALLING	1.0
PID_ARF6_TRAFFICKINGPATHWAY	1.0
MODULE_47	1.0
GNF2_DDX5	1.0
MODULE_300	1.0
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	1.0
REACTOME_SULFUR_AMINO_ACID_METABOLISM	1.0
KEGG_FATTY_ACID_METABOLISM	1.0
BIOCARTA_EIF4_PATHWAY	1.0
REACTOME_COMMON_PATHWAY	1.0
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	1.0
MODULE_223	1.0
MODULE_326	1.0
GCM_PSME1	1.0
MODULE_481	1.0
GNF2_SPI1	1.0
MODULE_199	1.0
GCM_CRKL	1.0
REACTOME_SIGNALING_BY_ERBB4	1.0
MORF_BAG5	1.0
REACTOME_INTERFERON_GAMMA_SIGNALING	1.0
KEGG_OXIDATIVE_PHOSPHORYLATION	1.0
BIOCARTA_MAL_PATHWAY	1.0
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1.0
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	1.0
MORF_HEAB	1.0
MODULE_306	1.0
BIOCARTA_AKT_PATHWAY	1.0
GCM_RAB10	1.0
MODULE_392	1.0
MODULE_234	1.0
MODULE_197	1.0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1.0
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	1.0
MORF_MT4	1.0
MODULE_399	1.0
REACTOME_MEIOTIC_SYNAPSIS	1.0
MORF_PTPRB	1.0
GNF2_SERPINI2	1.0
BIOCARTA_BAD_PATHWAY	1.0
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	1.0
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1.0
GNF2_LCAT	1.0
KEGG_STEROID_BIOSYNTHESIS	1.0
REACTOME_CELL_CELL_COMMUNICATION	1.0
MODULE_176	1.0
PID_CMYB_PATHWAY	1.0
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	1.0
MODULE_69	1.0
BIOCARTA_IL2RB_PATHWAY	1.0
PID_LYMPHANGIOGENESIS_PATHWAY	1.0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.0
GCM_PFN1	1.0
PID_REG_GR_PATHWAY	1.0
PID_HNF3BPATHWAY	1.0
GNF2_MMP11	1.0
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1.0
PID_RB_1PATHWAY	1.0
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	1.0
GCM_MAX	1.0
BIOCARTA_TFF_PATHWAY	1.0
GCM_FCGR2B	1.0
BIOCARTA_SHH_PATHWAY	1.0
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	1.0
MORF_ARL3	1.0
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	1.0
GCM_MLL	1.0
MORF_RAP1A	1.0
GNF2_FGR	1.0
BIOCARTA_TCRA_PATHWAY	1.0
MODULE_239	1.0
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1.0
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1.0
REACTOME_SHC_MEDIATED_SIGNALLING	1.0
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	1.0
MORF_PRKAG1	1.0
BIOCARTA_CARDIACEGF_PATHWAY	1.0
GCM_NF2	1.0
BIOCARTA_STEM_PATHWAY	1.0
GNF2_DNM1	1.0
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	1.0
MODULE_407	1.0
GCM_TPR	1.0
REACTOME_ARMS_MEDIATED_ACTIVATION	1.0
PID_S1P_META_PATHWAY	1.0
BIOCARTA_ERK_PATHWAY	1.0
MODULE_181	1.0
REACTOME_DEVELOPMENTAL_BIOLOGY	1.0
MODULE_172	1.0
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1.0
REACTOME_CELL_CYCLE	1.0
KEGG_RIBOSOME	1.0
PID_INSULIN_PATHWAY	1.0
MODULE_381	1.0
MORF_RFC4	1.0
KEGG_ALZHEIMERS_DISEASE	1.0
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	1.0
PID_ATR_PATHWAY	1.0
BIOCARTA_MITOCHONDRIA_PATHWAY	1.0
GNF2_CD33	1.0
BIOCARTA_PLCE_PATHWAY	1.0
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.0
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1.0
MORF_HAT1	1.0
MODULE_155	1.0
GNF2_MATK	1.0
PID_IL3_PATHWAY	1.0
MODULE_241	1.0
GCM_ATM	1.0
PID_TNFPATHWAY	1.0
MORF_DMPK	1.0
MODULE_120	1.0
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	1.0
GCM_CSNK1D	1.0
MODULE_79	1.0
MODULE_424	1.0
GCM_RAF1	1.0
MODULE_50	1.0
GNF2_CCNA1	1.0
MODULE_444	1.0
MODULE_355	1.0
REACTOME_DIABETES_PATHWAYS	1.0
REACTOME_MITOTIC_M_M_G1_PHASES	1.0
BIOCARTA_PPARA_PATHWAY	1.0
BIOCARTA_ERK5_PATHWAY	1.0
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	1.0
GNF2_TNFRSF1B	1.0
PID_LIS1PATHWAY	1.0
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	1.0
KEGG_BASE_EXCISION_REPAIR	1.0
BIOCARTA_ACE2_PATHWAY	1.0
REACTOME_IL_7_SIGNALING	1.0
MODULE_524	1.0
MODULE_95	1.0
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	1.0
MODULE_289	1.0
MODULE_333	1.0
MORF_ERCC2	1.0
GCM_ACTG1	1.0
PID_TCRCALCIUMPATHWAY	1.0
MODULE_188	1.0
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	1.0
MORF_ESPL1	1.0
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	1.0
REACTOME_METABOLISM_OF_NUCLEOTIDES	1.0
KEGG_WNT_SIGNALING_PATHWAY	1.0
MODULE_408	1.0
ST_G_ALPHA_S_PATHWAY	1.0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1.0
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	1.0
PID_ERBB1_INTERNALIZATION_PATHWAY	1.0
PID_HIF2PATHWAY	1.0
MORF_DEAF1	1.0
PID_ARF6_PATHWAY	1.0
BIOCARTA_ARF_PATHWAY	1.0
PID_INSULIN_GLUCOSE_PATHWAY	1.0
MORF_RAB1A	1.0
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	1.0
MORF_NF1	1.0
PID_IL6_7PATHWAY	1.0
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1.0
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	1.0
SIG_BCR_SIGNALING_PATHWAY	1.0
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1.0
MODULE_363	1.0
MORF_CTBP1	1.0
MODULE_51	1.0
GNF2_TTN	1.0
MORF_THRA	1.0
MORF_WNT1	1.0
PID_HEDGEHOG_GLIPATHWAY	1.0
MORF_PRKACA	1.0
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	1.0
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	1.0
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	1.0
CAR_TNFRSF25	1.0
KEGG_OOCYTE_MEIOSIS	1.0
GCM_PRKCG	1.0
ST_GAQ_PATHWAY	1.0
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.0
PID_PI3KCIAKTPATHWAY	1.0
MODULE_94	1.0
MORF_MAGEA9	1.0
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	1.0
MODULE_137	1.0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1.0
SIG_CHEMOTAXIS	1.0
