Gene Set	p-value
GCM_UBE2N	1.0
MORF_MYC	1.0
BIOCARTA_AGR_PATHWAY	1.0
REACTOME_MEIOTIC_RECOMBINATION	1.0
MODULE_209	1.0
GNF2_RRM2	1.0
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1.0
MODULE_235	1.0
MORF_DEK	1.0
REACTOME_CD28_CO_STIMULATION	1.0
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	1.0
MODULE_500	1.0
MORF_ATOX1	1.0
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	1.0
PID_IL2_1PATHWAY	1.0
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1.0
MODULE_484	1.0
MORF_RAD23B	1.0
REACTOME_GLYCOLYSIS	1.0
GNF2_SNRK	1.0
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	1.0
GCM_RAD21	1.0
GNF2_CD97	1.0
MORF_RRM1	1.0
PID_ILK_PATHWAY	1.0
KEGG_GNRH_SIGNALING_PATHWAY	1.0
KEGG_TYROSINE_METABOLISM	1.0
REACTOME_SHC_MEDIATED_CASCADE	1.0
REACTOME_MEMBRANE_TRAFFICKING	1.0
GNF2_BUB3	1.0
MODULE_325	1.0
MODULE_171	1.0
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.0
MORF_FBL	1.0
MORF_RAD51L3	1.0
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	1.0
KEGG_LONG_TERM_POTENTIATION	1.0
GNF2_SMC4L1	1.0
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1.0
MODULE_27	1.0
MODULE_96	1.0
MORF_IKBKG	1.0
GNF2_MYL3	1.0
MORF_EIF4A2	1.0
GNF2_SPTA1	1.0
REACTOME_IL_2_SIGNALING	1.0
MODULE_17	1.0
MODULE_36	1.0
KEGG_PARKINSONS_DISEASE	1.0
REACTOME_G_PROTEIN_ACTIVATION	1.0
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	1.0
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1.0
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	1.0
MODULE_411	1.0
REACTOME_RNA_POL_III_TRANSCRIPTION	1.0
MODULE_104	1.0
PID_TAP63PATHWAY	1.0
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	1.0
MORF_UBE2N	1.0
MODULE_323	1.0
GNF2_HMMR	1.0
GNF2_DAP3	1.0
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	1.0
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	1.0
MORF_PDPK1	1.0
PID_HES_HEYPATHWAY	1.0
MORF_MLLT10	1.0
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1.0
GNF2_MAP2K3	1.0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	1.0
PID_MYC_REPRESSPATHWAY	1.0
REACTOME_SPHINGOLIPID_METABOLISM	1.0
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	1.0
MODULE_397	1.0
PID_LKB1_PATHWAY	1.0
GNF2_KPNB1	1.0
MORF_GNB1	1.0
BIOCARTA_PYK2_PATHWAY	1.0
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	1.0
PID_EPHRINBREVPATHWAY	1.0
PID_SYNDECAN_4_PATHWAY	1.0
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	1.0
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	1.0
GNF2_MCL1	1.0
KEGG_CHRONIC_MYELOID_LEUKEMIA	1.0
PID_HDAC_CLASSI_PATHWAY	1.0
GNF2_CD7	1.0
MODULE_11	1.0
GCM_DDX5	1.0
REACTOME_G1_S_TRANSITION	1.0
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	1.0
MORF_MSH3	1.0
GNF2_ANK1	1.0
PID_CXCR4_PATHWAY	1.0
PID_IFNGPATHWAY	1.0
GCM_ERBB2IP	1.0
GNF2_ELAC2	1.0
GCM_CSNK2B	1.0
REACTOME_GAB1_SIGNALOSOME	1.0
REACTOME_ELONGATION_ARREST_AND_RECOVERY	1.0
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	1.0
MORF_PML	1.0
GCM_PPP1CC	1.0
MODULE_152	1.0
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1.0
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	1.0
MORF_PTPN9	1.0
WNT_SIGNALING	1.0
MODULE_121	1.0
GCM_APEX1	1.0
REACTOME_IL1_SIGNALING	1.0
GNF2_NPM1	1.0
GNF2_ST13	1.0
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	1.0
BIOCARTA_CTL_PATHWAY	1.0
GNF2_MAPT	1.0
MODULE_175	1.0
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1.0
REACTOME_TRNA_AMINOACYLATION	1.0
MORF_ERCC4	1.0
MODULE_38	1.0
MODULE_2	1.0
MODULE_125	1.0
MORF_SP3	1.0
SIG_CD40PATHWAYMAP	1.0
GCM_ANP32B	1.0
PID_IL1PATHWAY	1.0
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	1.0
KEGG_PYRIMIDINE_METABOLISM	1.0
REACTOME_RNA_POL_I_PROMOTER_OPENING	1.0
MODULE_8	1.0
MORF_NOS2A	1.0
MORF_TNFRSF6	1.0
BIOCARTA_INTEGRIN_PATHWAY	1.0
MORF_ESR1	1.0
MORF_RAF1	1.0
PID_E2F_PATHWAY	1.0
MORF_SS18	1.0
GNF2_S100A4	1.0
MORF_DAP3	1.0
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	1.0
MORF_BMPR2	1.0
PID_CDC42_REG_PATHWAY	1.0
MODULE_238	1.0
GCM_RING1	1.0
MODULE_122	1.0
MORF_SNRP70	1.0
MODULE_32	1.0
MODULE_301	1.0
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	1.0
BIOCARTA_BCR_PATHWAY	1.0
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	1.0
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1.0
MODULE_334	1.0
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	1.0
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	1.0
REACTOME_SIGNALLING_TO_RAS	1.0
GNF2_RBBP6	1.0
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.0
MORF_JAK3	1.0
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1.0
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	1.0
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.0
ST_ERK1_ERK2_MAPK_PATHWAY	1.0
MORF_RAB3A	1.0
KEGG_AXON_GUIDANCE	1.0
PID_PI3KCIPATHWAY	1.0
BIOCARTA_P38MAPK_PATHWAY	1.0
REACTOME_PLC_BETA_MEDIATED_EVENTS	1.0
KEGG_RETINOL_METABOLISM	1.0
BIOCARTA_NKT_PATHWAY	1.0
PID_VEGFR1_PATHWAY	1.0
MORF_BRCA1	1.0
MODULE_358	1.0
MODULE_169	1.0
PID_ENDOTHELINPATHWAY	1.0
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	1.0
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	1.0
GNF2_HPX	1.0
MODULE_166	1.0
MODULE_430	1.0
MODULE_433	1.0
PID_AR_TF_PATHWAY	1.0
REACTOME_OLFACTORY_SIGNALING_PATHWAY	1.0
MORF_CDC2L5	1.0
GNF2_CENPF	1.0
MORF_PTEN	1.0
MODULE_375	1.0
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	1.0
MODULE_299	1.0
MORF_FANCG	1.0
GNF2_PPP6C	1.0
PID_CD8TCRPATHWAY	1.0
GCM_SUFU	1.0
GNF2_CD48	1.0
MODULE_63	1.0
MODULE_119	1.0
MODULE_138	1.0
GNF2_CEBPA	1.0
MORF_BNIP1	1.0
REACTOME_PEPTIDE_CHAIN_ELONGATION	1.0
MORF_TNFRSF25	1.0
GNF2_ANP32B	1.0
MORF_AP3D1	1.0
MORF_GPX4	1.0
PID_AURORA_B_PATHWAY	1.0
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	1.0
MORF_EIF4E	1.0
KEGG_PROSTATE_CANCER	1.0
GCM_CASP2	1.0
MORF_PSMF1	1.0
MODULE_163	1.0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1.0
GNF2_VAV1	1.0
MORF_PPP2CA	1.0
MODULE_85	1.0
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	1.0
MODULE_25	1.0
MORF_SKP1A	1.0
REACTOME_MRNA_PROCESSING	1.0
REACTOME_MYOGENESIS	1.0
REACTOME_ENDOGENOUS_STEROLS	1.0
MORF_PRDX3	1.0
PID_BETACATENIN_NUC_PATHWAY	1.0
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1.0
MODULE_195	1.0
PID_SYNDECAN_2_PATHWAY	1.0
MORF_RAGE	1.0
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.0
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	1.0
GNF2_CDKN1C	1.0
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	1.0
GCM_PTPRU	1.0
PID_MAPKTRKPATHWAY	1.0
CAR_WBSCR22	1.0
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	1.0
GNF2_CENPE	1.0
KEGG_PYRUVATE_METABOLISM	1.0
MODULE_525	1.0
PID_INTEGRIN_A4B1_PATHWAY	1.0
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	1.0
BIOCARTA_RHO_PATHWAY	1.0
REACTOME_CELL_CYCLE_CHECKPOINTS	1.0
REACTOME_DNA_REPAIR	1.0
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	1.0
MORF_JUND	1.0
PID_AVB3_INTEGRIN_PATHWAY	1.0
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1.0
PID_P38_MKK3_6PATHWAY	1.0
REACTOME_AXON_GUIDANCE	1.0
REACTOME_APOPTOSIS	1.0
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	1.0
PID_SYNDECAN_1_PATHWAY	1.0
KEGG_ERBB_SIGNALING_PATHWAY	1.0
BIOCARTA_TCR_PATHWAY	1.0
PID_NEPHRIN_NEPH1_PATHWAY	1.0
KEGG_N_GLYCAN_BIOSYNTHESIS	1.0
REACTOME_CELL_JUNCTION_ORGANIZATION	1.0
GCM_AQP4	1.0
PID_FCER1PATHWAY	1.0
MODULE_87	1.0
PID_TELOMERASEPATHWAY	1.0
GNF2_CARD15	1.0
MORF_AATF	1.0
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	1.0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.0
PID_NECTIN_PATHWAY	1.0
PID_IL23PATHWAY	1.0
GNF2_CCNB2	1.0
KEGG_GLYCEROLIPID_METABOLISM	1.0
MODULE_427	1.0
KEGG_SPHINGOLIPID_METABOLISM	1.0
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	1.0
MODULE_26	1.0
PID_RXR_VDR_PATHWAY	1.0
REACTOME_HIV_INFECTION	1.0
MORF_NME2	1.0
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.0
MODULE_252	1.0
MORF_IFNA1	1.0
MORF_CSNK1D	1.0
MORF_TERF1	1.0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1.0
MODULE_503	1.0
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	1.0
MODULE_214	1.0
PID_MET_PATHWAY	1.0
REACTOME_COMPLEMENT_CASCADE	1.0
MORF_BMI1	1.0
MODULE_49	1.0
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	1.0
ST_G_ALPHA_I_PATHWAY	1.0
KEGG_VEGF_SIGNALING_PATHWAY	1.0
MORF_ZNF10	1.0
KEGG_APOPTOSIS	1.0
REACTOME_EXTENSION_OF_TELOMERES	1.0
GNF2_HDAC1	1.0
MORF_CCNF	1.0
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1.0
MODULE_291	1.0
GNF2_RAB7L1	1.0
PID_DELTANP63PATHWAY	1.0
MORF_MAP2K7	1.0
MORF_MSH2	1.0
KEGG_PANCREATIC_CANCER	1.0
GNF2_MYD88	1.0
MORF_ARAF1	1.0
MODULE_62	1.0
PID_BCR_5PATHWAY	1.0
MODULE_480	1.0
KEGG_ACUTE_MYELOID_LEUKEMIA	1.0
MORF_EIF3S6	1.0
MORF_FEN1	1.0
KEGG_THYROID_CANCER	1.0
MORF_PRKDC	1.0
MORF_JAG1	1.0
GNF2_PAK2	1.0
MODULE_113	1.0
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	1.0
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	1.0
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1.0
BIOCARTA_GPCR_PATHWAY	1.0
PID_FGF_PATHWAY	1.0
MODULE_48	1.0
PID_AJDISS_2PATHWAY	1.0
KEGG_GLUTATHIONE_METABOLISM	1.0
ST_GRANULE_CELL_SURVIVAL_PATHWAY	1.0
MORF_ATRX	1.0
PID_P75NTRPATHWAY	1.0
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	1.0
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	1.0
KEGG_HISTIDINE_METABOLISM	1.0
REACTOME_M_G1_TRANSITION	1.0
MODULE_99	1.0
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	1.0
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1.0
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.0
REACTOME_HIV_LIFE_CYCLE	1.0
KEGG_CELL_CYCLE	1.0
MODULE_229	1.0
REACTOME_IL_RECEPTOR_SHC_SIGNALING	1.0
BIOCARTA_FMLP_PATHWAY	1.0
PID_WNT_SIGNALING_PATHWAY	1.0
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	1.0
BIOCARTA_STATHMIN_PATHWAY	1.0
MORF_RAC1	1.0
MODULE_220	1.0
MORF_XPC	1.0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	1.0
MORF_LCAT	1.0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1.0
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1.0
KEGG_PATHWAYS_IN_CANCER	1.0
PID_KITPATHWAY	1.0
MORF_TTN	1.0
MODULE_512	1.0
MODULE_436	1.0
GNF2_ATM	1.0
MORF_PPP2R5B	1.0
MODULE_256	1.0
GCM_GSTA4	1.0
MORF_PCNA	1.0
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	1.0
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1.0
MODULE_458	1.0
GNF2_TNFSF10	1.0
REACTOME_PI3K_AKT_ACTIVATION	1.0
GNF2_CDC20	1.0
GNF2_TIMP2	1.0
MODULE_447	1.0
MORF_PTPRR	1.0
GNF2_RFC3	1.0
GCM_BMPR2	1.0
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	1.0
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	1.0
PID_P53DOWNSTREAMPATHWAY	1.0
REACTOME_HEMOSTASIS	1.0
KEGG_FOCAL_ADHESION	1.0
PID_EPHA_FWDPATHWAY	1.0
PID_MTOR_4PATHWAY	1.0
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	1.0
MODULE_9	1.0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1.0
PID_GLYPICAN_1PATHWAY	1.0
REACTOME_PI3K_CASCADE	1.0
REACTOME_PHOSPHOLIPID_METABOLISM	1.0
PID_VEGFR1_2_PATHWAY	1.0
GNF2_SERPINB5	1.0
MORF_UBE2A	1.0
MODULE_248	1.0
CAR_HPX	1.0
MORF_SART1	1.0
MORF_KDR	1.0
PID_HNF3APATHWAY	1.0
MORF_ATF2	1.0
MODULE_448	1.0
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.0
MODULE_571	1.0
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.0
MODULE_213	1.0
MORF_PAPSS1	1.0
GNF2_HLA-C	1.0
GNF2_CD1D	1.0
PID_ERBB4_PATHWAY	1.0
MORF_RPA1	1.0
MORF_LMO1	1.0
PID_HIVNEFPATHWAY	1.0
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	1.0
MORF_ERH	1.0
MORF_ORC1L	1.0
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	1.0
GCM_RBM8A	1.0
REACTOME_FRS2_MEDIATED_CASCADE	1.0
KEGG_BUTANOATE_METABOLISM	1.0
MODULE_72	1.0
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	1.0
PID_PI3KPLCTRKPATHWAY	1.0
MODULE_41	1.0
GNF2_DENR	1.0
KEGG_GLIOMA	1.0
MODULE_379	1.0
MORF_RFC5	1.0
BIOCARTA_BIOPEPTIDES_PATHWAY	1.0
KEGG_ADHERENS_JUNCTION	1.0
GCM_IL6ST	1.0
MORF_STK17A	1.0
MODULE_329	1.0
CAR_IGFBP1	1.0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	1.0
MORF_SUPT3H	1.0
PID_CDC42_PATHWAY	1.0
PID_INTEGRIN3_PATHWAY	1.0
GNF2_EGFR	1.0
MODULE_576	1.0
BIOCARTA_RAB_PATHWAY	1.0
BIOCARTA_GH_PATHWAY	1.0
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	1.0
REACTOME_GLUCOSE_METABOLISM	1.0
MODULE_139	1.0
MODULE_40	1.0
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	1.0
KEGG_MELANOGENESIS	1.0
MODULE_511	1.0
MODULE_123	1.0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1.0
BIOCARTA_IL1R_PATHWAY	1.0
REACTOME_TRANSLATION	1.0
MODULE_64	1.0
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.0
MODULE_257	1.0
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1.0
MODULE_43	1.0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.0
MODULE_19	1.0
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.0
PID_EPOPATHWAY	1.0
REACTOME_G2_M_CHECKPOINTS	1.0
PID_BMPPATHWAY	1.0
MODULE_273	1.0
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.0
MORF_GMPS	1.0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.0
MODULE_389	1.0
REACTOME_SIGNALING_BY_GPCR	1.0
GNF2_PTPN4	1.0
PID_S1P_S1P3_PATHWAY	1.0
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	1.0
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.0
MODULE_497	1.0
MODULE_54	1.0
PID_TGFBRPATHWAY	1.0
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	1.0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.0
REACTOME_MUSCLE_CONTRACTION	1.0
MODULE_15	1.0
MODULE_292	1.0
PID_CD40_PATHWAY	1.0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.0
GCM_DLG1	1.0
MODULE_55	1.0
PID_ANGIOPOIETINRECEPTOR_PATHWAY	1.0
KEGG_TRYPTOPHAN_METABOLISM	1.0
MODULE_159	1.0
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1.0
REACTOME_METABOLISM_OF_RNA	1.0
GNF2_CKS1B	1.0
PID_PS1PATHWAY	1.0
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	1.0
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	1.0
MORF_RBBP8	1.0
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.0
MODULE_70	1.0
MODULE_459	1.0
REACTOME_SIGNALING_BY_NOTCH	1.0
MODULE_23	1.0
GCM_BNIP1	1.0
MODULE_80	1.0
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	1.0
REACTOME_MITOTIC_PROMETAPHASE	1.0
MORF_PPP1CA	1.0
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	1.0
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1.0
MORF_RAD54L	1.0
MODULE_451	1.0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.0
REACTOME_SIGNALING_BY_SCF_KIT	1.0
MORF_PPP1CC	1.0
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	1.0
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1.0
KEGG_REGULATION_OF_AUTOPHAGY	1.0
KEGG_TYPE_II_DIABETES_MELLITUS	1.0
GNF2_IL2RB	1.0
ST_B_CELL_ANTIGEN_RECEPTOR	1.0
GNF2_RFC4	1.0
KEGG_TYPE_I_DIABETES_MELLITUS	1.0
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.0
MODULE_61	1.0
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	1.0
BIOCARTA_CARM_ER_PATHWAY	1.0
PID_TRAIL_PATHWAY	1.0
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1.0
PID_IL2_STAT5PATHWAY	1.0
MORF_DDB1	1.0
GNF2_CASP8	1.0
MORF_MYST2	1.0
PID_ERBB1_DOWNSTREAM_PATHWAY	1.0
MODULE_88	1.0
MORF_CDH4	1.0
MODULE_151	1.0
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	1.0
MODULE_567	1.0
BIOCARTA_MAPK_PATHWAY	1.0
PID_ER_NONGENOMIC_PATHWAY	1.0
KEGG_MTOR_SIGNALING_PATHWAY	1.0
MORF_G22P1	1.0
MORF_BECN1	1.0
PID_RAC1_REG_PATHWAY	1.0
MODULE_453	1.0
MODULE_201	1.0
REACTOME_APOPTOTIC_EXECUTION_PHASE	1.0
GNF2_STAT6	1.0
MODULE_318	1.0
MORF_PAX7	1.0
KEGG_STARCH_AND_SUCROSE_METABOLISM	1.0
MODULE_202	1.0
GNF2_G22P1	1.0
MORF_UNG	1.0
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1.0
GNF2_CDC27	1.0
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1.0
PID_FASPATHWAY	1.0
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.0
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	1.0
MODULE_337	1.0
GCM_AIP	1.0
MODULE_124	1.0
PID_ALK1PATHWAY	1.0
GCM_PRKAG1	1.0
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.0
REACTOME_S_PHASE	1.0
MORF_CSNK2B	1.0
GNF2_PECAM1	1.0
PID_P38ALPHABETADOWNSTREAMPATHWAY	1.0
MORF_BCL2	1.0
GNF2_CD53	1.0
MODULE_179	1.0
MODULE_322	1.0
MODULE_98	1.0
REACTOME_PI_3K_CASCADE	1.0
MODULE_170	1.0
ST_MYOCYTE_AD_PATHWAY	1.0
ST_FAS_SIGNALING_PATHWAY	1.0
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	1.0
MORF_HDAC2	1.0
MODULE_345	1.0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1.0
BIOCARTA_CREB_PATHWAY	1.0
GCM_VAV1	1.0
MODULE_33	1.0
REACTOME_DAG_AND_IP3_SIGNALING	1.0
GNF2_SMC2L1	1.0
MORF_CASP10	1.0
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1.0
MORF_IL4	1.0
MORF_BCL2L11	1.0
MORF_CAMK4	1.0
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1.0
KEGG_PURINE_METABOLISM	1.0
MORF_ITGA2	1.0
GNF2_HAT1	1.0
REACTOME_METABOLISM_OF_PROTEINS	1.0
GCM_ZNF198	1.0
REACTOME_L1CAM_INTERACTIONS	1.0
PID_ALPHASYNUCLEIN_PATHWAY	1.0
REACTOME_RNA_POL_I_TRANSCRIPTION	1.0
MODULE_243	1.0
KEGG_CALCIUM_SIGNALING_PATHWAY	1.0
ST_T_CELL_SIGNAL_TRANSDUCTION	1.0
REACTOME_RECYCLING_PATHWAY_OF_L1	1.0
MODULE_84	1.0
MODULE_12	1.0
MODULE_279	1.0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	1.0
GNF2_DEK	1.0
MORF_FRK	1.0
GCM_HMGA2	1.0
MORF_CDK2	1.0
MORF_GSPT1	1.0
MORF_FDXR	1.0
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.0
