Gene Set	Basal	Her2	LumA	LumB	Average p-value
BIOCARTA_FEEDER_PATHWAY	0.48	0.81	0.82	0.27	0.595
PID_ECADHERIN_STABILIZATION_PATHWAY	0.56	0.28	0.60	0.94	0.595
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.83	0.51	0.84	0.21	0.5975
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.52	0.94	0.93	0.00	0.5975
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.57	0.51	0.92	0.39	0.5975
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.52	0.56	0.89	0.42	0.5975
REACTOME_DNA_REPLICATION	0.82	0.33	0.57	0.68	0.6
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.19	0.82	0.80	0.59	0.6
REACTOME_PYRUVATE_METABOLISM	0.88	0.80	0.53	0.19	0.6
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.29	0.92	0.84	0.35	0.6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.65	0.48	0.88	0.40	0.6025
KEGG_REGULATION_OF_AUTOPHAGY	0.54	0.69	0.79	0.39	0.6025
ST_T_CELL_SIGNAL_TRANSDUCTION	0.70	0.76	0.47	0.48	0.6025
BIOCARTA_SRCRPTP_PATHWAY	0.57	0.76	0.93	0.16	0.605
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.92	0.62	0.88	0.00	0.605
PID_PI3KPLCTRKPATHWAY	0.85	0.87	0.66	0.04	0.605
PID_INSULIN_GLUCOSE_PATHWAY	0.28	0.81	0.42	0.91	0.605
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.95	0.23	0.82	0.42	0.605
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.84	0.20	0.52	0.87	0.6075
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.38	0.60	0.73	0.72	0.6075
REACTOME_TRANSLATION	0.82	0.24	0.86	0.51	0.6075
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.44	0.50	0.60	0.89	0.6075
BIOCARTA_IL3_PATHWAY	0.68	0.36	0.73	0.66	0.6075
KEGG_PROPANOATE_METABOLISM	0.18	1.00	0.86	0.39	0.6075
REACTOME_REGULATION_OF_KIT_SIGNALING	0.84	0.81	0.71	0.07	0.6075
PID_IL12_STAT4PATHWAY	0.91	0.82	0.31	0.40	0.61
PID_P38_MK2PATHWAY	0.98	0.51	0.61	0.34	0.61
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.91	0.14	0.46	0.93	0.61
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.57	0.03	0.86	0.98	0.61
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.57	0.75	0.91	0.21	0.61
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.92	0.21	0.75	0.56	0.61
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.55	0.13	0.83	0.93	0.61
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.97	0.82	0.54	0.11	0.61
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	1.00	0.71	0.65	0.08	0.61
BIOCARTA_AGR_PATHWAY	0.96	0.82	0.61	0.06	0.6125
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.94	0.25	0.37	0.89	0.6125
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.93	0.45	0.65	0.42	0.6125
BIOCARTA_BAD_PATHWAY	0.66	0.45	0.89	0.45	0.6125
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.43	0.67	0.57	0.78	0.6125
PID_IL6_7PATHWAY	0.84	0.87	0.67	0.07	0.6125
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.94	0.14	0.61	0.76	0.6125
BIOCARTA_INFLAM_PATHWAY	0.63	0.18	0.91	0.73	0.6125
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.89	0.23	0.57	0.76	0.6125
BIOCARTA_GATA3_PATHWAY	0.13	0.79	0.89	0.65	0.615
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.73	0.08	0.74	0.91	0.615
BIOCARTA_ERK5_PATHWAY	0.63	0.54	0.95	0.34	0.615
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.46	0.78	0.81	0.41	0.615
BIOCARTA_BARRESTIN_SRC_PATHWAY	1.00	0.35	1.00	0.11	0.615
PID_TXA2PATHWAY	1.00	0.43	0.82	0.21	0.615
PID_AVB3_OPN_PATHWAY	0.79	0.08	0.65	0.95	0.6175
KEGG_GNRH_SIGNALING_PATHWAY	0.89	0.96	0.45	0.17	0.6175
KEGG_LONG_TERM_POTENTIATION	0.68	1.00	0.75	0.04	0.6175
BIOCARTA_STATHMIN_PATHWAY	0.67	0.81	0.95	0.04	0.6175
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.41	0.90	0.69	0.47	0.6175
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.71	0.78	0.56	0.42	0.6175
ST_FAS_SIGNALING_PATHWAY	0.23	0.56	0.71	0.97	0.6175
ST_JAK_STAT_PATHWAY	0.76	0.64	0.61	0.46	0.6175
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.78	0.05	0.82	0.82	0.6175
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.91	0.00	0.87	0.70	0.62
BIOCARTA_LONGEVITY_PATHWAY	0.92	0.47	0.95	0.14	0.62
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.50	0.78	0.91	0.29	0.62
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.52	0.65	0.69	0.63	0.6225
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.93	0.51	1.00	0.05	0.6225
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.61	0.13	0.98	0.77	0.6225
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.57	0.90	0.61	0.41	0.6225
BIOCARTA_MCALPAIN_PATHWAY	0.83	0.80	0.54	0.32	0.6225
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.53	0.24	0.87	0.85	0.6225
REACTOME_SIGNALING_BY_RHO_GTPASES	0.99	0.88	0.38	0.25	0.625
BIOCARTA_PITX2_PATHWAY	0.67	0.21	0.70	0.92	0.625
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.68	0.14	0.84	0.84	0.625
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.57	0.88	0.70	0.35	0.625
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.79	0.03	0.76	0.92	0.625
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.60	0.90	0.66	0.34	0.625
REACTOME_P38MAPK_EVENTS	0.71	0.72	0.99	0.08	0.625
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.89	0.38	0.43	0.80	0.625
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.50	0.80	0.69	0.51	0.625
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.94	0.20	0.67	0.69	0.625
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1.00	0.28	0.75	0.47	0.625
PID_HEDGEHOG_2PATHWAY	0.28	0.98	0.89	0.35	0.625
REACTOME_ZINC_TRANSPORTERS	0.33	0.87	0.87	0.43	0.625
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.71	0.03	0.83	0.94	0.6275
ST_WNT_BETA_CATENIN_PATHWAY	0.83	0.80	0.69	0.19	0.6275
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.92	0.64	0.37	0.58	0.6275
PID_ERBB1_DOWNSTREAM_PATHWAY	0.85	0.72	0.69	0.25	0.6275
PID_LPA4_PATHWAY	0.52	0.89	0.35	0.75	0.6275
PID_FASPATHWAY	0.71	0.82	0.98	0.00	0.6275
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.87	0.22	0.95	0.47	0.6275
KEGG_RNA_DEGRADATION	0.87	0.61	0.40	0.63	0.6275
PID_THROMBIN_PAR1_PATHWAY	0.80	0.67	0.34	0.70	0.6275
REACTOME_POTASSIUM_CHANNELS	0.99	0.57	0.74	0.21	0.6275
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.58	0.71	0.78	0.45	0.63
BIOCARTA_NO2IL12_PATHWAY	0.70	0.94	0.87	0.01	0.63
REACTOME_THE_NLRP3_INFLAMMASOME	0.61	0.98	0.62	0.31	0.63
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.84	0.96	0.36	0.36	0.63
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.69	0.03	0.90	0.90	0.63
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.96	0.62	0.89	0.05	0.63
PID_NFKAPPABCANONICALPATHWAY	0.91	0.81	0.75	0.05	0.63
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.92	0.45	0.38	0.77	0.63
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.84	0.91	0.18	0.60	0.6325
PID_S1P_S1P3_PATHWAY	0.84	0.70	0.71	0.28	0.6325
PID_TGFBRPATHWAY	0.92	0.80	0.56	0.25	0.6325
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.83	0.07	0.93	0.70	0.6325
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.39	0.96	0.75	0.43	0.6325
REACTOME_SIGNALING_BY_WNT	0.83	0.04	0.71	0.95	0.6325
KEGG_MISMATCH_REPAIR	0.72	0.95	0.51	0.36	0.635
ST_P38_MAPK_PATHWAY	0.91	0.87	0.67	0.09	0.635
BIOCARTA_VEGF_PATHWAY	0.85	0.99	0.60	0.10	0.635
BIOCARTA_NGF_PATHWAY	0.83	0.68	0.92	0.11	0.635
BIOCARTA_PARKIN_PATHWAY	0.48	0.52	0.56	0.99	0.6375
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.34	0.93	0.67	0.61	0.6375
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.73	0.70	0.57	0.56	0.64
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.86	0.65	0.21	0.84	0.64
PID_TOLL_ENDOGENOUS_PATHWAY	0.83	0.77	0.63	0.34	0.6425
BIOCARTA_IGF1R_PATHWAY	0.83	0.52	0.88	0.34	0.6425
PID_IL2_STAT5PATHWAY	0.85	0.59	0.66	0.47	0.6425
BIOCARTA_PTEN_PATHWAY	0.29	0.47	0.95	0.86	0.6425
ST_MYOCYTE_AD_PATHWAY	0.83	0.38	0.57	0.79	0.6425
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.52	0.42	0.65	0.99	0.645
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.78	0.32	0.83	0.65	0.645
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.84	0.63	0.64	0.47	0.645
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.79	0.65	0.67	0.48	0.6475
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.57	0.86	0.63	0.53	0.6475
REACTOME_FRS2_MEDIATED_CASCADE	0.98	0.90	0.67	0.04	0.6475
BIOCARTA_FREE_PATHWAY	0.92	0.68	0.09	0.90	0.6475
REACTOME_LIPOPROTEIN_METABOLISM	0.91	0.90	0.52	0.26	0.6475
KEGG_PROTEASOME	0.83	0.03	0.98	0.76	0.65
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.86	0.37	0.90	0.47	0.65
BIOCARTA_PS1_PATHWAY	0.72	0.62	0.94	0.32	0.65
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.00	0.74	0.63	0.23	0.65
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.58	0.93	0.60	0.49	0.65
BIOCARTA_ARENRF2_PATHWAY	0.98	0.80	0.76	0.06	0.65
REACTOME_NEURONAL_SYSTEM	0.90	0.61	0.78	0.31	0.65
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.69	1.00	0.57	0.35	0.6525
ST_GA12_PATHWAY	0.69	0.80	0.39	0.73	0.6525
KEGG_VEGF_SIGNALING_PATHWAY	0.91	0.75	0.84	0.11	0.6525
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.67	0.45	0.57	0.92	0.6525
BIOCARTA_ASBCELL_PATHWAY	0.43	0.83	0.64	0.72	0.655
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.69	0.99	0.65	0.29	0.655
PID_CD8TCRDOWNSTREAMPATHWAY	0.93	0.92	0.77	0.00	0.655
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.85	0.03	0.79	0.95	0.655
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.02	0.60	1.00	1.00	0.655
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.70	0.95	0.87	0.10	0.655
KEGG_PEROXISOME	0.85	0.86	0.58	0.33	0.655
BIOCARTA_NFAT_PATHWAY	0.70	0.59	0.57	0.77	0.6575
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.98	0.57	0.98	0.10	0.6575
REACTOME_M_G1_TRANSITION	0.73	0.07	0.99	0.84	0.6575
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.70	0.87	0.85	0.21	0.6575
KEGG_VIRAL_MYOCARDITIS	1.00	0.72	0.91	0.00	0.6575
BIOCARTA_IL2_PATHWAY	0.87	0.31	0.93	0.52	0.6575
BIOCARTA_BARRESTIN_PATHWAY	0.94	0.27	0.99	0.44	0.66
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.83	0.54	0.88	0.39	0.66
PID_INTEGRIN_A4B1_PATHWAY	0.71	0.99	0.86	0.08	0.66
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.98	0.55	1.00	0.11	0.66
REACTOME_RNA_POL_II_TRANSCRIPTION	0.75	0.65	0.74	0.51	0.6625
PID_IL12_2PATHWAY	0.95	0.85	0.82	0.04	0.665
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.67	0.99	0.57	0.43	0.665
PID_RXR_VDR_PATHWAY	0.83	0.05	0.99	0.79	0.665
PID_BCR_5PATHWAY	0.91	0.88	0.29	0.58	0.665
BIOCARTA_IGF1_PATHWAY	0.78	0.90	0.79	0.19	0.665
REACTOME_INTERFERON_GAMMA_SIGNALING	0.63	0.93	0.94	0.16	0.665
REACTOME_SYNTHESIS_OF_DNA	0.83	0.04	0.91	0.88	0.665
BIOCARTA_IL17_PATHWAY	0.92	0.45	0.53	0.77	0.6675
PID_S1P_S1P2_PATHWAY	0.98	0.76	0.84	0.09	0.6675
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.79	0.03	0.90	0.95	0.6675
BIOCARTA_CARDIACEGF_PATHWAY	0.92	0.97	0.68	0.10	0.6675
SA_B_CELL_RECEPTOR_COMPLEXES	0.53	0.82	0.79	0.53	0.6675
BIOCARTA_ARAP_PATHWAY	1.00	0.62	0.95	0.11	0.67
BIOCARTA_CCR3_PATHWAY	0.94	0.85	0.54	0.35	0.67
BIOCARTA_INSULIN_PATHWAY	0.57	0.87	0.70	0.54	0.67
BIOCARTA_VDR_PATHWAY	0.60	0.47	0.88	0.73	0.67
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.97	0.63	1.00	0.08	0.67
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.97	0.91	0.70	0.10	0.67
PID_INTEGRIN_A9B1_PATHWAY	0.45	0.93	0.39	0.91	0.67
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.70	0.77	0.79	0.43	0.6725
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.84	0.92	0.61	0.32	0.6725
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.92	0.34	0.66	0.77	0.6725
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.85	0.04	0.82	0.98	0.6725
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.72	0.98	0.81	0.19	0.675
BIOCARTA_TGFB_PATHWAY	0.35	0.48	0.95	0.92	0.675
BIOCARTA_AHSP_PATHWAY	0.97	0.47	0.53	0.73	0.675
PID_RHOA_REG_PATHWAY	0.79	0.80	0.94	0.18	0.6775
BIOCARTA_EPO_PATHWAY	0.98	0.49	0.89	0.35	0.6775
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.30	0.99	0.46	0.96	0.6775
REACTOME_G2_M_CHECKPOINTS	0.93	0.57	0.86	0.35	0.6775
BIOCARTA_TCRA_PATHWAY	0.82	1.00	0.86	0.03	0.6775
PID_PI3KCIAKTPATHWAY	0.98	0.47	0.71	0.55	0.6775
PID_UPA_UPAR_PATHWAY	0.12	0.76	0.90	0.94	0.68
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.76	0.62	0.54	0.80	0.68
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.93	0.53	0.90	0.36	0.68
BIOCARTA_CCR5_PATHWAY	0.86	0.88	0.87	0.11	0.68
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.99	0.03	0.80	0.91	0.6825
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.60	0.89	0.89	0.35	0.6825
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.86	0.80	0.71	0.36	0.6825
REACTOME_ER_PHAGOSOME_PATHWAY	0.83	0.05	0.91	0.95	0.685
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.93	0.90	0.56	0.35	0.685
PID_INSULIN_PATHWAY	0.63	0.50	0.77	0.84	0.685
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.79	0.04	0.91	1.00	0.685
REACTOME_NCAM1_INTERACTIONS	0.69	0.34	0.84	0.87	0.685
BIOCARTA_TALL1_PATHWAY	1.00	0.07	0.82	0.85	0.685
REACTOME_EGFR_DOWNREGULATION	0.67	0.91	0.88	0.29	0.6875
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.94	0.89	0.71	0.21	0.6875
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.83	0.03	0.94	0.95	0.6875
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.94	0.81	0.98	0.02	0.6875
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.91	0.95	0.84	0.06	0.69
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.84	0.53	0.87	0.52	0.69
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.92	0.64	0.62	0.58	0.69
KEGG_GLYCEROLIPID_METABOLISM	0.82	0.83	0.37	0.74	0.69
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.68	0.81	0.45	0.82	0.69
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.89	0.44	0.87	0.56	0.69
REACTOME_SIGNALLING_TO_ERKS	0.99	0.65	0.98	0.14	0.69
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.85	0.23	0.94	0.75	0.6925
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.00	0.49	0.99	0.29	0.6925
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.65	0.44	0.95	0.73	0.6925
KEGG_ASTHMA	0.92	0.95	0.91	0.00	0.695
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.90	0.83	0.68	0.37	0.695
REACTOME_PLATELET_HOMEOSTASIS	0.87	0.97	0.42	0.52	0.695
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.83	0.52	0.46	0.97	0.695
REACTOME_METABOLISM_OF_PROTEINS	0.71	0.27	0.85	0.95	0.695
REACTOME_TCR_SIGNALING	0.65	0.74	0.90	0.49	0.695
BIOCARTA_RELA_PATHWAY	0.35	0.80	0.86	0.77	0.695
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.39	0.94	0.47	0.99	0.6975
BIOCARTA_AGPCR_PATHWAY	0.97	0.87	0.91	0.04	0.6975
REACTOME_UNWINDING_OF_DNA	0.58	0.38	0.83	1.00	0.6975
PID_REELINPATHWAY	0.92	0.37	0.90	0.60	0.6975
KEGG_GAP_JUNCTION	0.87	0.96	0.53	0.43	0.6975
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.91	0.36	0.74	0.79	0.7
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.84	0.22	0.95	0.79	0.7
BIOCARTA_IL1R_PATHWAY	0.99	0.15	0.90	0.76	0.7
BIOCARTA_CYTOKINE_PATHWAY	0.79	0.99	0.94	0.08	0.7
BIOCARTA_ARF_PATHWAY	0.79	0.45	1.00	0.56	0.7
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.70	0.89	0.47	0.75	0.7025
PID_TAP63PATHWAY	0.74	0.19	0.99	0.89	0.7025
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.51	0.89	0.88	0.53	0.7025
PID_MAPKTRKPATHWAY	0.96	0.37	0.98	0.50	0.7025
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.91	0.87	0.26	0.78	0.705
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.89	0.92	0.94	0.07	0.705
KEGG_SMALL_CELL_LUNG_CANCER	0.89	0.36	0.97	0.60	0.705
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	1.00	0.75	1.00	0.07	0.705
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.81	0.53	0.77	0.71	0.705
BIOCARTA_FCER1_PATHWAY	0.71	0.99	0.66	0.47	0.7075
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.97	0.81	0.73	0.32	0.7075
REACTOME_RECYCLING_PATHWAY_OF_L1	0.95	0.82	0.99	0.07	0.7075
REACTOME_RAP1_SIGNALLING	0.91	0.98	0.93	0.01	0.7075
KEGG_ALLOGRAFT_REJECTION	0.86	0.99	0.94	0.04	0.7075
BIOCARTA_CD40_PATHWAY	0.87	0.22	1.00	0.75	0.71
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.96	0.82	0.54	0.52	0.71
PID_PLK1_PATHWAY	0.71	0.75	0.52	0.87	0.7125
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.94	0.77	0.90	0.24	0.7125
PID_NFKAPPABATYPICALPATHWAY	0.29	0.67	0.94	0.95	0.7125
BIOCARTA_MAL_PATHWAY	0.89	0.38	0.79	0.79	0.7125
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.60	0.77	0.53	0.95	0.7125
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.80	0.80	0.26	0.99	0.7125
ST_JNK_MAPK_PATHWAY	0.68	0.80	0.83	0.55	0.715
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.57	0.88	1.00	0.41	0.715
SA_G1_AND_S_PHASES	0.83	1.00	1.00	0.03	0.715
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.52	0.76	0.73	0.85	0.715
BIOCARTA_RB_PATHWAY	0.90	0.80	0.98	0.19	0.7175
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.83	0.23	0.94	0.87	0.7175
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.93	0.52	0.60	0.82	0.7175
BIOCARTA_ACH_PATHWAY	0.79	0.49	0.92	0.68	0.72
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.80	0.95	0.92	0.21	0.72
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.92	0.75	1.00	0.21	0.72
PID_HIF1_TFPATHWAY	0.85	0.60	0.82	0.62	0.7225
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.79	0.51	0.86	0.73	0.7225
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1.00	0.86	0.99	0.04	0.7225
PID_P38GAMMADELTAPATHWAY	0.93	0.90	0.99	0.08	0.725
BIOCARTA_GRANULOCYTES_PATHWAY	1.00	0.22	0.95	0.73	0.725
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.86	0.56	0.92	0.56	0.725
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.92	0.11	0.95	0.92	0.725
REACTOME_CGMP_EFFECTS	0.86	0.92	0.70	0.42	0.725
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.74	0.66	0.76	0.74	0.725
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.83	0.50	0.83	0.74	0.725
KEGG_BASE_EXCISION_REPAIR	0.69	0.99	0.52	0.70	0.725
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.83	0.98	0.67	0.42	0.725
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.94	0.18	0.98	0.81	0.7275
REACTOME_TRNA_AMINOACYLATION	0.83	0.82	0.67	0.59	0.7275
BIOCARTA_TNFR2_PATHWAY	0.88	0.07	0.99	0.97	0.7275
KEGG_OTHER_GLYCAN_DEGRADATION	0.93	0.91	0.92	0.15	0.7275
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.44	0.92	0.82	0.73	0.7275
PID_TCRCALCIUMPATHWAY	0.96	0.77	0.83	0.35	0.7275
