Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.86	0.54	0.55	0.93	0.72
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.97	0.49	0.88	0.54	0.72
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.22	0.68	0.99	0.99	0.72
BIOCARTA_LYM_PATHWAY	0.53	0.55	0.87	0.94	0.7225
KEGG_BASAL_CELL_CARCINOMA	0.79	0.45	0.92	0.73	0.7225
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.86	0.98	0.67	0.38	0.7225
KEGG_LONG_TERM_DEPRESSION	0.78	0.67	0.64	0.80	0.7225
BIOCARTA_HDAC_PATHWAY	1.00	0.22	0.87	0.80	0.7225
KEGG_PYRUVATE_METABOLISM	0.72	0.84	0.63	0.71	0.725
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.76	0.74	0.63	0.77	0.725
REACTOME_NEPHRIN_INTERACTIONS	0.62	0.48	0.98	0.82	0.725
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.98	0.11	0.94	0.87	0.725
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.86	0.91	0.51	0.63	0.7275
BIOCARTA_RAC1_PATHWAY	0.62	0.68	0.88	0.73	0.7275
PID_FASPATHWAY	0.80	0.66	0.88	0.57	0.7275
ST_T_CELL_SIGNAL_TRANSDUCTION	0.88	0.99	0.56	0.48	0.7275
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.08	0.85	0.98	1.00	0.7275
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.68	0.98	0.96	0.29	0.7275
REACTOME_MRNA_3_END_PROCESSING	0.81	0.73	0.44	0.94	0.73
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.95	1.00	0.20	0.77	0.73
PID_INTEGRIN4_PATHWAY	0.90	0.60	0.75	0.67	0.73
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.96	0.82	0.90	0.25	0.7325
KEGG_REGULATION_OF_AUTOPHAGY	0.97	0.24	0.90	0.82	0.7325
BIOCARTA_SHH_PATHWAY	0.79	0.84	0.68	0.62	0.7325
REACTOME_IMMUNE_SYSTEM	0.74	1.00	0.26	0.93	0.7325
KEGG_PPAR_SIGNALING_PATHWAY	0.54	0.50	0.92	0.97	0.7325
KEGG_MAPK_SIGNALING_PATHWAY	0.61	0.41	0.98	0.93	0.7325
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.93	0.64	1.00	0.37	0.735
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.07	0.97	0.98	0.92	0.735
BIOCARTA_STRESS_PATHWAY	0.77	0.56	0.70	0.91	0.735
PID_HIF1_TFPATHWAY	0.60	0.46	0.92	0.97	0.7375
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.77	0.26	0.95	0.97	0.7375
PID_INTEGRIN3_PATHWAY	0.85	0.66	0.67	0.77	0.7375
KEGG_ENDOCYTOSIS	0.96	0.00	1.00	0.99	0.7375
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.82	0.57	0.83	0.73	0.7375
PID_RHODOPSIN_PATHWAY	0.86	0.64	0.75	0.70	0.7375
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	1.00	0.35	0.73	0.88	0.74
KEGG_NOTCH_SIGNALING_PATHWAY	0.66	0.42	1.00	0.88	0.74
PID_BETACATENIN_DEG_PATHWAY	0.65	0.34	0.97	1.00	0.74
KEGG_GNRH_SIGNALING_PATHWAY	0.92	0.76	0.77	0.52	0.7425
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.80	0.23	1.00	0.94	0.7425
REACTOME_GLUCOSE_METABOLISM	0.78	0.42	0.80	0.97	0.7425
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.88	0.94	0.50	0.66	0.745
REACTOME_SIGNALING_BY_FGFR	0.99	0.08	0.97	0.94	0.745
REACTOME_MEIOTIC_RECOMBINATION	1.00	0.92	0.25	0.81	0.745
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.35	1.00	0.79	0.84	0.745
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.80	0.96	0.65	0.57	0.745
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.56	0.53	0.97	0.93	0.7475
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.96	0.96	0.58	0.49	0.7475
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.67	0.67	0.79	0.86	0.7475
KEGG_GLYCEROLIPID_METABOLISM	0.52	0.51	1.00	0.96	0.7475
ST_JAK_STAT_PATHWAY	0.49	0.99	0.58	0.93	0.7475
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.65	1.00	0.63	0.71	0.7475
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.79	0.81	0.67	0.72	0.7475
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.78	0.81	0.67	0.74	0.75
PID_PI3KPLCTRKPATHWAY	0.91	0.51	0.77	0.81	0.75
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.48	0.57	0.98	0.97	0.75
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.90	0.81	0.48	0.82	0.7525
BIOCARTA_NFKB_PATHWAY	0.62	0.96	0.98	0.45	0.7525
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.68	0.91	0.77	0.66	0.755
KEGG_BETA_ALANINE_METABOLISM	0.77	0.44	0.85	0.96	0.755
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.69	0.40	0.96	0.97	0.755
KEGG_ENDOMETRIAL_CANCER	0.83	0.47	0.98	0.74	0.755
BIOCARTA_IL7_PATHWAY	0.99	0.62	0.53	0.89	0.7575
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.55	0.49	1.00	0.99	0.7575
REACTOME_SYNTHESIS_OF_PA	0.53	0.63	0.98	0.89	0.7575
PID_NFKAPPABCANONICALPATHWAY	0.68	1.00	0.52	0.83	0.7575
REACTOME_SIGNALLING_TO_RAS	0.69	0.86	0.68	0.81	0.76
REACTOME_TELOMERE_MAINTENANCE	1.00	1.00	0.38	0.66	0.76
PID_REG_GR_PATHWAY	0.64	0.97	0.91	0.52	0.76
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.98	0.82	0.46	0.78	0.76
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.79	0.96	0.55	0.74	0.76
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.26	0.80	1.00	0.99	0.7625
REACTOME_ION_CHANNEL_TRANSPORT	0.78	0.39	0.96	0.92	0.7625
KEGG_LONG_TERM_POTENTIATION	0.88	0.91	0.65	0.61	0.7625
PID_WNT_SIGNALING_PATHWAY	0.93	0.46	0.89	0.77	0.7625
PID_LPA4_PATHWAY	0.77	0.42	0.96	0.90	0.7625
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.42	0.64	1.00	0.99	0.7625
REACTOME_TOLL_RECEPTOR_CASCADES	0.22	1.00	0.93	0.90	0.7625
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.99	0.27	0.96	0.83	0.7625
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.99	0.54	0.96	0.56	0.7625
BIOCARTA_ALK_PATHWAY	0.93	0.35	1.00	0.77	0.7625
PID_P38_MKK3_6PATHWAY	0.86	0.93	0.70	0.57	0.765
KEGG_RIBOFLAVIN_METABOLISM	0.25	0.95	0.97	0.89	0.765
REACTOME_ZINC_TRANSPORTERS	0.77	0.29	1.00	1.00	0.765
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.48	0.95	0.78	0.85	0.765
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.86	0.22	1.00	0.99	0.7675
BIOCARTA_AGR_PATHWAY	0.63	0.92	0.86	0.66	0.7675
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.68	0.79	0.88	0.72	0.7675
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.78	0.76	0.87	0.66	0.7675
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.55	0.63	0.96	0.94	0.77
BIOCARTA_INTRINSIC_PATHWAY	0.96	0.54	0.88	0.70	0.77
REACTOME_SIGNALLING_BY_NGF	0.94	0.23	0.93	0.98	0.77
BIOCARTA_FAS_PATHWAY	0.80	1.00	0.51	0.77	0.77
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.90	0.90	0.63	0.66	0.7725
BIOCARTA_HIF_PATHWAY	1.00	0.16	1.00	0.93	0.7725
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.91	0.26	1.00	0.92	0.7725
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.93	0.98	0.75	0.43	0.7725
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	1.00	0.36	0.99	0.74	0.7725
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.94	0.44	0.85	0.87	0.775
REACTOME_SIGNALING_BY_NODAL	1.00	0.36	1.00	0.74	0.775
PID_MET_PATHWAY	0.56	0.64	0.93	0.97	0.775
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.50	0.65	1.00	0.95	0.775
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.78	0.79	0.63	0.90	0.775
REACTOME_GLUCOSE_TRANSPORT	0.99	0.95	0.53	0.63	0.775
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.68	0.73	0.75	0.95	0.7775
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.75	0.38	0.98	1.00	0.7775
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.88	0.75	0.75	0.73	0.7775
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.18	0.97	1.00	0.96	0.7775
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.55	0.79	0.93	0.85	0.78
BIOCARTA_INSULIN_PATHWAY	0.86	0.87	0.96	0.43	0.78
BIOCARTA_IL10_PATHWAY	0.86	0.89	0.87	0.50	0.78
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.86	0.36	0.92	0.99	0.7825
PID_AP1_PATHWAY	0.94	0.47	0.99	0.73	0.7825
BIOCARTA_EPONFKB_PATHWAY	0.90	0.27	0.98	0.98	0.7825
PID_ARF6DOWNSTREAMPATHWAY	0.77	0.89	0.74	0.73	0.7825
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.97	0.75	0.92	0.49	0.7825
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.77	0.97	0.91	0.49	0.785
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.72	0.42	1.00	1.00	0.785
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.85	0.55	0.74	1.00	0.785
KEGG_NON_HOMOLOGOUS_END_JOINING	0.96	0.97	0.32	0.89	0.785
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.80	0.46	0.96	0.92	0.785
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.69	0.46	0.99	1.00	0.785
PID_REELINPATHWAY	0.96	0.41	0.91	0.86	0.785
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.48	0.66	1.00	1.00	0.785
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.99	0.79	0.72	0.65	0.7875
BIOCARTA_TID_PATHWAY	0.81	0.97	0.80	0.57	0.7875
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.96	0.55	0.90	0.74	0.7875
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.65	0.91	0.89	0.70	0.7875
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	1.00	0.81	0.87	0.48	0.79
REACTOME_SOS_MEDIATED_SIGNALLING	0.87	0.53	0.94	0.82	0.79
BIOCARTA_DEATH_PATHWAY	0.94	0.56	0.70	0.96	0.79
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.68	0.51	1.00	0.98	0.7925
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.84	0.56	0.87	0.90	0.7925
PID_ALPHASYNUCLEIN_PATHWAY	0.59	0.99	0.79	0.80	0.7925
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.69	0.52	0.96	1.00	0.7925
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.78	0.88	0.74	0.77	0.7925
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.79	0.85	0.92	0.62	0.795
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.86	0.93	0.57	0.82	0.795
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.55	0.73	0.90	1.00	0.795
PID_THROMBIN_PAR1_PATHWAY	0.35	0.99	0.89	0.95	0.795
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.86	0.38	1.00	0.95	0.7975
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.00	1.00	0.22	0.97	0.7975
REACTOME_OPSINS	0.76	0.72	0.96	0.75	0.7975
PID_NFAT_3PATHWAY	0.92	0.80	0.66	0.81	0.7975
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.77	0.62	0.87	0.94	0.8
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	1.00	0.46	0.87	0.87	0.8
KEGG_N_GLYCAN_BIOSYNTHESIS	0.27	0.96	1.00	0.97	0.8
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.80	0.87	0.87	0.66	0.8
KEGG_STEROID_BIOSYNTHESIS	0.81	0.68	0.87	0.84	0.8
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.77	0.61	1.00	0.82	0.8
KEGG_SULFUR_METABOLISM	0.32	0.89	1.00	0.99	0.8
REACTOME_COLLAGEN_FORMATION	0.68	0.98	0.88	0.67	0.8025
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.80	0.84	0.91	0.66	0.8025
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.00	0.28	0.99	0.94	0.8025
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.40	0.82	1.00	0.99	0.8025
PID_VEGFR1_2_PATHWAY	0.84	0.41	0.99	0.97	0.8025
BIOCARTA_PTEN_PATHWAY	0.63	0.62	0.97	0.99	0.8025
KEGG_CALCIUM_SIGNALING_PATHWAY	0.87	0.37	0.98	0.99	0.8025
PID_NCADHERINPATHWAY	1.00	0.42	1.00	0.80	0.805
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.62	0.95	0.98	0.67	0.805
ST_GA13_PATHWAY	0.85	0.64	0.87	0.86	0.805
PID_IL27PATHWAY	0.83	0.71	0.77	0.91	0.805
BIOCARTA_GSK3_PATHWAY	0.80	0.46	0.97	0.99	0.805
BIOCARTA_ERYTH_PATHWAY	0.60	0.98	0.98	0.67	0.8075
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.54	0.76	0.98	0.95	0.8075
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.99	0.81	0.70	0.73	0.8075
BIOCARTA_MAPK_PATHWAY	0.75	0.94	0.97	0.57	0.8075
PID_NOTCH_PATHWAY	0.47	0.85	0.94	0.97	0.8075
BIOCARTA_CHREBP2_PATHWAY	0.78	0.81	0.77	0.87	0.8075
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.99	0.62	0.87	0.76	0.81
REACTOME_PURINE_METABOLISM	0.88	0.99	0.57	0.80	0.81
KEGG_ETHER_LIPID_METABOLISM	0.97	0.66	0.85	0.76	0.81
PID_HIF2PATHWAY	0.88	0.43	0.97	0.96	0.81
BIOCARTA_EGF_PATHWAY	0.98	0.88	0.73	0.65	0.81
PID_IFNGPATHWAY	0.83	0.80	0.70	0.92	0.8125
KEGG_THYROID_CANCER	0.80	0.86	1.00	0.59	0.8125
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.86	0.54	0.98	0.87	0.8125
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.78	0.54	0.98	0.95	0.8125
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.77	0.55	0.98	0.95	0.8125
BIOCARTA_SODD_PATHWAY	0.92	0.84	0.89	0.60	0.8125
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.55	1.00	0.95	0.76	0.815
ST_INTERLEUKIN_13_PATHWAY	0.91	0.83	0.84	0.68	0.815
BIOCARTA_VIP_PATHWAY	0.86	0.82	0.63	0.95	0.815
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.86	1.00	0.95	0.45	0.815
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.88	0.73	0.67	0.98	0.815
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.63	0.82	0.98	0.83	0.815
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.86	0.55	0.86	0.99	0.815
BIOCARTA_PPARA_PATHWAY	0.92	0.65	0.79	0.90	0.815
ST_IL_13_PATHWAY	0.91	0.83	0.84	0.68	0.815
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.96	0.48	0.98	0.84	0.815
KEGG_INSULIN_SIGNALING_PATHWAY	0.94	0.62	0.94	0.77	0.8175
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.99	1.00	0.55	0.73	0.8175
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.86	0.98	0.63	0.80	0.8175
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.72	0.88	0.76	0.91	0.8175
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.97	0.99	0.58	0.73	0.8175
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	1.00	0.76	0.55	0.96	0.8175
BIOCARTA_P38MAPK_PATHWAY	0.88	0.76	0.92	0.71	0.8175
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.53	0.88	0.99	0.87	0.8175
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.57	0.90	0.89	0.91	0.8175
BIOCARTA_EXTRINSIC_PATHWAY	0.91	0.95	0.98	0.43	0.8175
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.80	0.99	0.78	0.71	0.82
KEGG_VEGF_SIGNALING_PATHWAY	0.96	0.49	0.86	0.97	0.82
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.30	0.98	1.00	1.00	0.82
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.80	0.62	0.96	0.90	0.82
SA_TRKA_RECEPTOR	1.00	0.98	0.98	0.32	0.82
PID_P38ALPHABETAPATHWAY	0.66	0.71	1.00	0.91	0.82
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.85	0.82	0.81	0.81	0.8225
REACTOME_DEADENYLATION_OF_MRNA	0.96	0.91	0.60	0.82	0.8225
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.35	1.00	0.98	0.96	0.8225
PID_ERBB1_DOWNSTREAM_PATHWAY	0.78	0.98	0.66	0.87	0.8225
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.98	0.89	0.52	0.91	0.825
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.70	0.93	0.78	0.89	0.825
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.82	0.72	0.94	0.82	0.825
BIOCARTA_IL22BP_PATHWAY	1.00	0.70	0.84	0.76	0.825
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.96	0.98	0.91	0.46	0.8275
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.95	0.48	0.98	0.90	0.8275
REACTOME_DIABETES_PATHWAYS	0.80	0.89	0.92	0.70	0.8275
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.94	0.99	0.58	0.80	0.8275
REACTOME_MEIOSIS	1.00	1.00	0.37	0.94	0.8275
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.67	0.81	0.91	0.92	0.8275
BIOCARTA_VEGF_PATHWAY	1.00	0.83	0.58	0.90	0.8275
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.37	0.99	0.97	0.99	0.83
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.83	0.99	0.78	0.72	0.83
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.99	0.91	0.74	0.68	0.83
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.98	0.99	0.67	0.68	0.83
REACTOME_PI3K_AKT_ACTIVATION	1.00	0.42	1.00	0.90	0.83
REACTOME_MEIOTIC_SYNAPSIS	1.00	1.00	0.35	0.97	0.83
REACTOME_HYALURONAN_METABOLISM	1.00	0.97	0.78	0.57	0.83
REACTOME_DARPP_32_EVENTS	0.90	0.82	0.89	0.72	0.8325
REACTOME_ERKS_ARE_INACTIVATED	0.73	0.62	0.98	1.00	0.8325
BIOCARTA_PDGF_PATHWAY	1.00	0.95	0.67	0.71	0.8325
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.95	0.60	0.79	0.99	0.8325
BIOCARTA_MEF2D_PATHWAY	0.84	0.53	0.98	0.99	0.835
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.57	0.94	1.00	0.83	0.835
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.48	0.86	1.00	1.00	0.835
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.96	0.95	0.43	1.00	0.835
KEGG_WNT_SIGNALING_PATHWAY	0.94	0.58	0.96	0.86	0.835
REACTOME_MRNA_SPLICING	0.97	0.76	0.62	0.99	0.835
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.78	0.77	0.96	0.83	0.835
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.36	1.00	1.00	0.99	0.8375
REACTOME_REGULATION_OF_IFNG_SIGNALING	1.00	0.93	0.97	0.45	0.8375
REACTOME_SYNTHESIS_OF_PC	0.68	0.86	0.88	0.93	0.8375
REACTOME_HIV_LIFE_CYCLE	0.97	0.91	0.56	0.91	0.8375
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.88	0.64	0.86	0.97	0.8375
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.44	0.91	1.00	1.00	0.8375
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.71	0.98	0.97	0.70	0.84
BIOCARTA_GCR_PATHWAY	0.96	0.72	0.98	0.70	0.84
BIOCARTA_CCR3_PATHWAY	0.89	0.98	0.91	0.58	0.84
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.90	0.46	1.00	1.00	0.84
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.86	0.60	0.96	0.94	0.84
KEGG_LYSOSOME	0.82	0.56	1.00	0.99	0.8425
PID_BCR_5PATHWAY	0.70	0.82	0.92	0.93	0.8425
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.61	0.82	0.94	1.00	0.8425
BIOCARTA_NUCLEARRS_PATHWAY	0.41	0.98	0.98	1.00	0.8425
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.84	0.77	0.80	0.96	0.8425
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.70	0.98	1.00	0.70	0.845
REACTOME_HS_GAG_DEGRADATION	0.96	0.60	0.89	0.93	0.845
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.73	0.70	0.98	0.97	0.845
KEGG_OTHER_GLYCAN_DEGRADATION	0.90	0.54	0.98	0.96	0.845
KEGG_TRYPTOPHAN_METABOLISM	1.00	0.56	0.87	0.96	0.8475
REACTOME_ACTIVATION_OF_RAC	0.93	0.96	0.68	0.82	0.8475
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.99	0.64	0.99	0.77	0.8475
ST_TYPE_I_INTERFERON_PATHWAY	0.90	0.84	0.66	0.99	0.8475
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.98	0.42	1.00	0.99	0.8475
BIOCARTA_EIF2_PATHWAY	1.00	0.66	0.74	1.00	0.85
KEGG_AXON_GUIDANCE	0.77	0.64	0.99	1.00	0.85
PID_NECTIN_PATHWAY	0.80	0.76	0.88	0.96	0.85
REACTOME_NEURONAL_SYSTEM	0.97	0.64	1.00	0.79	0.85
REACTOME_TIGHT_JUNCTION_INTERACTIONS	1.00	0.95	0.95	0.50	0.85
PID_HIVNEFPATHWAY	0.99	0.65	0.80	0.97	0.8525
BIOCARTA_HCMV_PATHWAY	0.86	0.82	0.78	0.95	0.8525
BIOCARTA_SPPA_PATHWAY	0.61	0.95	0.91	0.94	0.8525
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.48	0.94	1.00	0.99	0.8525
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.48	1.00	0.98	0.96	0.855
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1.00	0.96	0.65	0.81	0.855
ST_B_CELL_ANTIGEN_RECEPTOR	0.77	0.99	0.98	0.68	0.855
