Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.34	0.46	0.23	0.54	0.3925
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.19	0.27	0.36	0.75	0.3925
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.76	0.26	0.26	0.29	0.3925
PID_IL8CXCR1_PATHWAY	0.28	0.87	0.29	0.13	0.3925
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.56	0.32	0.39	0.31	0.395
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.65	0.31	0.33	0.29	0.395
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.10	0.40	0.70	0.38	0.395
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.49	0.52	0.09	0.48	0.395
BIOCARTA_SET_PATHWAY	0.30	0.52	0.25	0.51	0.395
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.64	0.21	0.33	0.40	0.395
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.71	0.60	0.24	0.03	0.395
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.34	0.47	0.69	0.08	0.395
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.27	0.31	0.32	0.68	0.395
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.32	0.39	0.17	0.70	0.395
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.16	0.39	0.82	0.21	0.395
PID_IFNGPATHWAY	0.01	0.68	0.01	0.89	0.3975
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.36	0.29	0.91	0.03	0.3975
BIOCARTA_CK1_PATHWAY	0.28	0.42	0.18	0.71	0.3975
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.43	0.44	0.15	0.57	0.3975
BIOCARTA_SHH_PATHWAY	0.43	0.29	0.32	0.55	0.3975
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.99	0.13	0.41	0.06	0.3975
REACTOME_SIGNAL_AMPLIFICATION	0.29	0.53	0.19	0.59	0.4
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.49	0.15	0.28	0.68	0.4
ST_GA13_PATHWAY	0.10	1.00	0.03	0.47	0.4
BIOCARTA_EGF_PATHWAY	0.01	1.00	0.01	0.58	0.4
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.39	0.59	0.05	0.57	0.4
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.42	0.33	0.25	0.61	0.4025
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.13	0.76	0.17	0.55	0.4025
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.18	0.57	0.25	0.61	0.4025
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.20	0.78	0.19	0.44	0.4025
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.07	0.75	0.17	0.62	0.4025
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.39	0.46	0.62	0.14	0.4025
BIOCARTA_CDK5_PATHWAY	0.49	0.51	0.11	0.51	0.405
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.53	0.55	0.39	0.15	0.405
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.35	0.59	0.13	0.55	0.405
BIOCARTA_MEF2D_PATHWAY	0.39	0.68	0.20	0.35	0.405
BIOCARTA_THELPER_PATHWAY	0.57	0.43	0.05	0.57	0.405
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.25	0.10	0.39	0.88	0.405
REACTOME_TELOMERE_MAINTENANCE	0.75	0.45	0.39	0.03	0.405
REACTOME_TRYPTOPHAN_CATABOLISM	0.29	0.73	0.29	0.31	0.405
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	0.51	0.57	0.38	0.17	0.4075
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.44	0.23	0.67	0.29	0.4075
PID_DNAPK_PATHWAY	0.67	0.43	0.14	0.39	0.4075
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.79	0.40	0.18	0.26	0.4075
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.67	0.22	0.39	0.35	0.4075
REACTOME_FRS2_MEDIATED_CASCADE	0.49	0.40	0.41	0.33	0.4075
PID_FOXM1PATHWAY	0.92	0.03	0.62	0.06	0.4075
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.71	0.45	0.36	0.12	0.41
BIOCARTA_HIF_PATHWAY	0.40	0.67	0.24	0.33	0.41
KEGG_FATTY_ACID_METABOLISM	0.34	0.13	0.41	0.76	0.41
BIOCARTA_RELA_PATHWAY	0.33	0.52	0.36	0.43	0.41
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.67	0.26	0.29	0.43	0.4125
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.47	0.31	0.12	0.75	0.4125
BIOCARTA_NOS1_PATHWAY	0.52	0.43	0.67	0.03	0.4125
BIOCARTA_CELL2CELL_PATHWAY	0.71	0.72	0.02	0.20	0.4125
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.10	0.44	0.45	0.66	0.4125
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.05	0.89	0.28	0.43	0.4125
KEGG_HISTIDINE_METABOLISM	0.19	0.46	0.25	0.75	0.4125
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.45	0.94	0.23	0.03	0.4125
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.53	0.53	0.11	0.48	0.4125
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.27	0.65	0.25	0.49	0.415
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0.43	0.23	0.35	0.65	0.415
PID_S1P_S1P4_PATHWAY	0.41	0.46	0.29	0.50	0.415
PID_IL23PATHWAY	0.02	0.62	0.02	1.00	0.415
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.43	0.60	0.29	0.34	0.415
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.01	0.67	0.01	0.97	0.415
BIOCARTA_SARS_PATHWAY	0.51	0.22	0.49	0.44	0.415
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.89	0.06	0.28	0.43	0.415
REACTOME_UNWINDING_OF_DNA	0.40	0.65	0.17	0.44	0.415
PID_MYC_PATHWAY	0.29	0.60	0.27	0.51	0.4175
BIOCARTA_MAPK_PATHWAY	0.69	0.58	0.21	0.19	0.4175
BIOCARTA_FAS_PATHWAY	0.08	0.83	0.02	0.74	0.4175
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.02	0.42	0.70	0.53	0.4175
PID_HIF1_TFPATHWAY	0.48	0.45	0.73	0.02	0.42
KEGG_AXON_GUIDANCE	0.34	0.34	0.54	0.46	0.42
KEGG_LYSINE_DEGRADATION	0.75	0.02	0.03	0.88	0.42
KEGG_ALLOGRAFT_REJECTION	0.50	0.18	0.41	0.59	0.42
REACTOME_SYNTHESIS_OF_PC	0.04	0.36	0.55	0.74	0.4225
REACTOME_SHC_RELATED_EVENTS	0.78	0.07	0.52	0.32	0.4225
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.34	0.58	0.42	0.35	0.4225
BIOCARTA_CASPASE_PATHWAY	0.67	0.23	0.17	0.62	0.4225
BIOCARTA_GPCR_PATHWAY	0.49	0.32	0.12	0.76	0.4225
REACTOME_ERKS_ARE_INACTIVATED	0.63	0.29	0.24	0.53	0.4225
REACTOME_SIGNALLING_TO_ERKS	0.24	0.61	0.17	0.67	0.4225
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.22	0.82	0.27	0.39	0.425
PID_MTOR_4PATHWAY	0.17	0.29	0.78	0.46	0.425
BIOCARTA_AKAP95_PATHWAY	0.66	0.28	0.25	0.51	0.425
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.38	0.29	0.03	1.00	0.425
REACTOME_P38MAPK_EVENTS	0.29	0.50	0.34	0.57	0.425
ST_ADRENERGIC	0.02	0.67	0.01	1.00	0.425
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.72	0.90	0.03	0.06	0.4275
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.19	0.67	0.17	0.68	0.4275
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.19	0.06	0.73	0.73	0.4275
PID_IL3_PATHWAY	0.02	0.71	0.01	0.97	0.4275
PID_IL6_7PATHWAY	0.01	0.84	0.01	0.85	0.4275
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.03	0.67	0.37	0.64	0.4275
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.66	0.41	0.28	0.36	0.4275
REACTOME_ER_PHAGOSOME_PATHWAY	0.26	0.68	0.23	0.55	0.43
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.32	0.67	0.44	0.29	0.43
PID_CDC42_REG_PATHWAY	0.10	0.55	0.20	0.87	0.43
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.47	0.22	0.28	0.75	0.43
KEGG_PPAR_SIGNALING_PATHWAY	0.63	0.25	0.17	0.67	0.43
SA_G2_AND_M_PHASES	0.67	0.64	0.21	0.20	0.43
BIOCARTA_D4GDI_PATHWAY	0.25	0.57	0.21	0.69	0.43
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.50	0.03	0.85	0.35	0.4325
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.62	0.17	0.56	0.38	0.4325
SA_PROGRAMMED_CELL_DEATH	0.66	0.31	0.24	0.52	0.4325
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.71	0.36	0.35	0.31	0.4325
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.05	0.66	0.19	0.83	0.4325
REACTOME_PURINE_SALVAGE	0.60	0.55	0.22	0.36	0.4325
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.45	0.61	0.13	0.54	0.4325
REACTOME_ERK_MAPK_TARGETS	0.71	0.59	0.32	0.12	0.435
KEGG_VEGF_SIGNALING_PATHWAY	0.01	0.83	0.00	0.90	0.435
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.18	0.74	0.20	0.62	0.435
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.78	0.34	0.35	0.27	0.435
REACTOME_CS_DS_DEGRADATION	0.56	0.75	0.39	0.04	0.435
REACTOME_PURINE_CATABOLISM	0.37	0.64	0.52	0.21	0.435
ST_PAC1_RECEPTOR_PATHWAY	0.15	0.09	0.61	0.90	0.4375
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.29	0.15	0.62	0.69	0.4375
REACTOME_DEFENSINS	0.12	0.46	0.44	0.73	0.4375
PID_AJDISS_2PATHWAY	0.19	0.04	0.73	0.79	0.4375
REACTOME_G2_M_CHECKPOINTS	0.10	0.82	0.46	0.37	0.4375
BIOCARTA_AKAP13_PATHWAY	0.43	0.38	0.43	0.51	0.4375
KEGG_MTOR_SIGNALING_PATHWAY	0.00	0.85	0.01	0.89	0.4375
BIOCARTA_NUCLEARRS_PATHWAY	0.78	0.17	0.45	0.35	0.4375
BIOCARTA_IL2RB_PATHWAY	0.01	1.00	0.01	0.73	0.4375
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.42	0.83	0.32	0.18	0.4375
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.28	0.85	0.14	0.48	0.4375
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.52	0.43	0.02	0.78	0.4375
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.32	0.72	0.37	0.35	0.44
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.39	0.55	0.63	0.19	0.44
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.34	0.82	0.28	0.32	0.44
PID_HIF2PATHWAY	0.12	0.61	0.41	0.62	0.44
BIOCARTA_FEEDER_PATHWAY	0.67	0.37	0.36	0.36	0.44
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.69	0.56	0.11	0.41	0.4425
BIOCARTA_IGF1_PATHWAY	0.00	0.94	0.00	0.83	0.4425
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.53	0.43	0.30	0.51	0.4425
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.29	0.46	0.27	0.75	0.4425
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.75	0.55	0.32	0.15	0.4425
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.49	0.60	0.33	0.35	0.4425
REACTOME_GABA_RECEPTOR_ACTIVATION	0.41	0.37	0.72	0.27	0.4425
BIOCARTA_ETC_PATHWAY	0.68	0.27	0.24	0.58	0.4425
KEGG_DNA_REPLICATION	0.78	0.10	0.47	0.42	0.4425
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.56	0.44	0.39	0.39	0.445
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.65	0.61	0.47	0.05	0.445
KEGG_OLFACTORY_TRANSDUCTION	0.25	0.68	0.46	0.39	0.445
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.19	0.78	0.15	0.67	0.4475
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.56	0.54	0.23	0.46	0.4475
REACTOME_INNATE_IMMUNE_SYSTEM	0.15	0.60	0.70	0.34	0.4475
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.93	0.09	0.02	0.75	0.4475
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.74	0.76	0.11	0.18	0.4475
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.34	0.62	0.65	0.18	0.4475
BIOCARTA_STATHMIN_PATHWAY	0.75	0.20	0.29	0.55	0.4475
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.15	0.80	0.19	0.65	0.4475
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.80	0.54	0.35	0.10	0.4475
KEGG_PROPANOATE_METABOLISM	0.54	0.58	0.47	0.20	0.4475
KEGG_PEROXISOME	0.16	0.80	0.07	0.76	0.4475
SA_MMP_CYTOKINE_CONNECTION	0.43	0.60	0.34	0.43	0.45
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.43	0.10	0.94	0.33	0.45
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.66	0.07	0.67	0.40	0.45
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.90	0.03	0.84	0.03	0.45
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.38	0.13	0.41	0.88	0.45
REACTOME_STEROID_HORMONES	0.32	0.67	0.70	0.11	0.45
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.52	0.65	0.37	0.26	0.45
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.39	0.60	0.64	0.18	0.4525
PID_TAP63PATHWAY	0.43	0.98	0.26	0.14	0.4525
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.38	0.50	0.24	0.69	0.4525
BIOCARTA_CDMAC_PATHWAY	0.66	0.46	0.14	0.55	0.4525
BIOCARTA_EPHA4_PATHWAY	0.59	0.00	0.51	0.71	0.4525
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.21	0.76	0.43	0.41	0.4525
KEGG_ARACHIDONIC_ACID_METABOLISM	0.90	0.28	0.55	0.08	0.4525
PID_IL5_PATHWAY	0.00	0.94	0.00	0.87	0.4525
REACTOME_LIPOPROTEIN_METABOLISM	0.97	0.07	0.44	0.33	0.4525
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.40	0.88	0.32	0.21	0.4525
BIOCARTA_EGFR_SMRTE_PATHWAY	0.01	0.94	0.00	0.87	0.455
REACTOME_SHC_MEDIATED_SIGNALLING	0.80	0.15	0.34	0.53	0.455
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.68	0.05	0.41	0.68	0.455
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.79	0.21	0.56	0.26	0.455
REACTOME_MEIOSIS	0.82	0.41	0.51	0.08	0.455
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.28	0.32	0.25	0.97	0.455
PID_PLK1_PATHWAY	0.34	0.03	0.73	0.73	0.4575
PID_E2F_PATHWAY	0.01	0.87	0.03	0.92	0.4575
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.02	0.81	0.02	0.98	0.4575
BIOCARTA_FMLP_PATHWAY	0.65	0.34	0.11	0.73	0.4575
BIOCARTA_LAIR_PATHWAY	0.39	0.43	0.32	0.69	0.4575
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.26	0.40	0.40	0.77	0.4575
KEGG_ABC_TRANSPORTERS	0.15	1.00	0.67	0.01	0.4575
REACTOME_CHROMOSOME_MAINTENANCE	0.13	0.37	0.84	0.49	0.4575
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.50	0.70	0.49	0.14	0.4575
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.67	0.60	0.17	0.40	0.46
REACTOME_HS_GAG_DEGRADATION	0.48	0.27	0.39	0.70	0.46
BIOCARTA_BCR_PATHWAY	1.00	0.06	0.09	0.69	0.46
REACTOME_SIGNALLING_TO_RAS	0.70	0.34	0.07	0.73	0.46
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.52	0.35	0.69	0.28	0.46
PID_TGFBRPATHWAY	0.43	0.67	0.60	0.14	0.46
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.03	0.94	0.14	0.73	0.46
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.00	1.00	0.00	0.84	0.46
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.69	0.73	0.14	0.28	0.46
REACTOME_RNA_POL_III_CHAIN_ELONGATION	0.25	0.67	0.14	0.78	0.46
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.39	0.80	0.47	0.19	0.4625
KEGG_TYROSINE_METABOLISM	0.17	1.00	0.20	0.48	0.4625
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.39	0.33	0.39	0.74	0.4625
REACTOME_ENDOGENOUS_STEROLS	0.33	0.60	0.35	0.57	0.4625
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.44	0.69	0.34	0.38	0.4625
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.11	0.60	0.80	0.34	0.4625
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.69	0.32	0.63	0.21	0.4625
KEGG_PROTEIN_EXPORT	0.40	0.65	0.66	0.14	0.4625
REACTOME_RAF_MAP_KINASE_CASCADE	0.48	0.59	0.03	0.75	0.4625
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.36	0.92	0.44	0.13	0.4625
KEGG_NOTCH_SIGNALING_PATHWAY	0.15	0.61	0.39	0.70	0.4625
REACTOME_MITOTIC_G2_G2_M_PHASES	0.95	0.11	0.01	0.78	0.4625
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.18	0.97	0.70	0.01	0.465
BIOCARTA_PAR1_PATHWAY	0.02	0.86	0.01	0.97	0.465
PID_ARF_3PATHWAY	0.76	0.54	0.21	0.35	0.465
BIOCARTA_AGR_PATHWAY	1.00	0.20	0.41	0.25	0.465
KEGG_RETINOL_METABOLISM	0.43	0.65	0.66	0.12	0.465
BIOCARTA_IL12_PATHWAY	0.49	0.69	0.06	0.62	0.465
PID_THROMBIN_PAR4_PATHWAY	0.49	0.64	0.53	0.20	0.465
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.66	0.52	0.29	0.39	0.465
REACTOME_REGULATION_OF_APOPTOSIS	0.22	0.37	0.39	0.88	0.465
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.26	0.40	0.42	0.78	0.465
REACTOME_POL_SWITCHING	0.68	0.50	0.24	0.44	0.465
BIOCARTA_CSK_PATHWAY	0.66	0.57	0.06	0.57	0.465
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.56	0.83	0.09	0.38	0.465
KEGG_GLYCEROLIPID_METABOLISM	0.16	0.63	0.70	0.38	0.4675
KEGG_NON_HOMOLOGOUS_END_JOINING	0.64	0.43	0.29	0.51	0.4675
BIOCARTA_IL3_PATHWAY	0.05	0.86	0.14	0.82	0.4675
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.54	0.06	0.56	0.71	0.4675
REACTOME_SIGNALING_BY_NOTCH1	0.08	0.25	0.66	0.89	0.47
KEGG_PYRUVATE_METABOLISM	0.28	0.90	0.41	0.29	0.47
REACTOME_PI3K_AKT_ACTIVATION	0.01	0.86	0.01	1.00	0.47
REACTOME_SYNTHESIS_OF_PA	0.43	0.74	0.53	0.18	0.47
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.71	0.20	0.35	0.62	0.47
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.40	0.43	0.27	0.78	0.47
KEGG_O_GLYCAN_BIOSYNTHESIS	0.81	0.32	0.47	0.28	0.47
PID_RANBP2PATHWAY	0.39	0.96	0.37	0.17	0.4725
BIOCARTA_TCYTOTOXIC_PATHWAY	0.71	0.33	0.11	0.74	0.4725
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.62	0.62	0.45	0.20	0.4725
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.15	0.82	0.39	0.53	0.4725
ST_T_CELL_SIGNAL_TRANSDUCTION	0.05	0.08	0.89	0.87	0.4725
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.54	0.24	0.45	0.66	0.4725
BIOCARTA_INFLAM_PATHWAY	0.21	0.67	0.39	0.62	0.4725
PID_THROMBIN_PAR1_PATHWAY	0.02	0.88	0.02	0.97	0.4725
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.90	0.15	0.52	0.32	0.4725
BIOCARTA_CHREBP2_PATHWAY	0.91	0.12	0.41	0.45	0.4725
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.86	0.15	0.19	0.69	0.4725
PID_IL2_PI3KPATHWAY	0.01	0.91	0.01	0.97	0.475
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.71	0.55	0.09	0.55	0.475
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.94	0.15	0.19	0.62	0.475
REACTOME_SIGNALING_BY_WNT	0.24	0.52	0.15	0.99	0.475
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.28	0.78	0.30	0.54	0.475
REACTOME_GLUCURONIDATION	0.66	0.54	0.36	0.35	0.4775
PID_AVB3_OPN_PATHWAY	0.01	0.91	0.01	0.98	0.4775
BIOCARTA_EPONFKB_PATHWAY	0.13	0.96	0.65	0.17	0.4775
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.12	0.93	0.31	0.55	0.4775
REACTOME_COLLAGEN_FORMATION	0.36	0.83	0.36	0.37	0.48
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.21	0.65	0.24	0.82	0.48
PID_CIRCADIANPATHWAY	0.50	0.07	0.64	0.71	0.48
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.40	0.85	0.52	0.15	0.48
BIOCARTA_NFKB_PATHWAY	0.82	0.76	0.00	0.34	0.48
KEGG_PHENYLALANINE_METABOLISM	0.10	0.85	0.26	0.71	0.48
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.33	0.56	0.30	0.73	0.48
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.65	0.55	0.67	0.05	0.48
PID_BETACATENIN_DEG_PATHWAY	0.44	0.25	0.25	0.98	0.48
BIOCARTA_SRCRPTP_PATHWAY	0.42	0.65	0.32	0.54	0.4825
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.65	0.68	0.25	0.35	0.4825
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.80	0.43	0.64	0.06	0.4825
REACTOME_MITOTIC_M_M_G1_PHASES	0.42	0.40	0.88	0.23	0.4825
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.80	0.15	0.27	0.71	0.4825
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.84	0.42	0.18	0.49	0.4825
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.47	0.46	0.39	0.61	0.4825
PID_NFAT_TFPATHWAY	0.11	0.93	0.17	0.73	0.485
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.20	0.32	0.57	0.85	0.485
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.36	0.75	0.21	0.62	0.485
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.04	0.46	0.96	0.48	0.485
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.19	0.61	0.45	0.69	0.485
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.00	0.94	0.00	1.00	0.485
KEGG_TRYPTOPHAN_METABOLISM	0.21	0.61	0.45	0.67	0.485
