Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_ION_CHANNEL_TRANSPORT	0.49	0.80	0.81	0.96	0.765
BIOCARTA_CERAMIDE_PATHWAY	0.99	0.85	0.56	0.66	0.765
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.91	1.00	1.00	0.15	0.765
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.70	0.87	0.94	0.55	0.765
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.84	0.77	0.98	0.47	0.765
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.95	0.93	0.88	0.30	0.765
REACTOME_PI_3K_CASCADE	0.96	0.97	0.90	0.24	0.7675
REACTOME_MEIOTIC_SYNAPSIS	0.85	0.99	0.32	0.91	0.7675
REACTOME_G_PROTEIN_ACTIVATION	0.91	0.31	0.96	0.90	0.77
BIOCARTA_GPCR_PATHWAY	1.00	0.72	0.58	0.78	0.77
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.99	0.84	0.98	0.27	0.77
KEGG_MTOR_SIGNALING_PATHWAY	0.97	1.00	0.99	0.12	0.77
ST_G_ALPHA_S_PATHWAY	0.92	0.62	0.78	0.76	0.77
REACTOME_IMMUNE_SYSTEM	0.30	0.98	1.00	0.80	0.77
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.87	1.00	0.55	0.66	0.77
REACTOME_MEIOSIS	0.76	0.95	0.37	1.00	0.77
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.82	0.52	0.77	0.98	0.7725
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1.00	0.93	0.83	0.33	0.7725
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.99	0.87	0.98	0.25	0.7725
REACTOME_G1_S_TRANSITION	1.00	0.78	0.31	1.00	0.7725
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.96	0.78	0.69	0.66	0.7725
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.94	0.52	0.77	0.86	0.7725
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.96	0.20	0.99	0.94	0.7725
KEGG_ERBB_SIGNALING_PATHWAY	1.00	0.22	1.00	0.87	0.7725
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.99	0.93	0.55	0.62	0.7725
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.89	0.68	0.88	0.64	0.7725
BIOCARTA_BARR_MAPK_PATHWAY	0.99	0.39	0.72	1.00	0.775
BIOCARTA_CHEMICAL_PATHWAY	0.99	0.85	0.96	0.30	0.775
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.99	0.34	1.00	0.77	0.775
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.70	0.82	0.80	0.78	0.775
PID_NFAT_TFPATHWAY	0.80	0.99	0.76	0.56	0.7775
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.94	0.59	0.92	0.66	0.7775
PID_AJDISS_2PATHWAY	0.82	1.00	0.74	0.55	0.7775
BIOCARTA_MTA3_PATHWAY	0.99	0.59	0.99	0.54	0.7775
KEGG_BUTANOATE_METABOLISM	0.52	0.92	0.67	1.00	0.7775
REACTOME_ARMS_MEDIATED_ACTIVATION	0.96	0.59	0.67	0.89	0.7775
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.67	0.98	0.55	0.92	0.78
REACTOME_CELL_CYCLE_CHECKPOINTS	1.00	0.89	0.23	1.00	0.78
KEGG_LONG_TERM_DEPRESSION	0.85	0.96	0.66	0.65	0.78
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.83	0.77	0.86	0.66	0.78
BIOCARTA_HIVNEF_PATHWAY	0.71	0.84	0.58	0.99	0.78
KEGG_TRYPTOPHAN_METABOLISM	0.96	0.34	0.84	0.99	0.7825
ST_T_CELL_SIGNAL_TRANSDUCTION	0.81	0.40	0.96	0.96	0.7825
BIOCARTA_IL3_PATHWAY	0.76	0.73	0.75	0.89	0.7825
PID_ARF6_TRAFFICKINGPATHWAY	0.77	0.81	0.99	0.56	0.7825
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.99	0.98	1.00	0.17	0.785
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.96	0.86	0.42	0.90	0.785
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	1.00	1.00	1.00	0.14	0.785
REACTOME_PYRIMIDINE_METABOLISM	0.98	1.00	0.91	0.25	0.785
REACTOME_SIGNALING_BY_ERBB4	0.52	0.79	0.99	0.84	0.785
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	1.00	0.20	1.00	0.94	0.785
REACTOME_SIGNALLING_TO_ERKS	1.00	0.95	0.51	0.68	0.785
BIOCARTA_TOLL_PATHWAY	0.90	0.72	1.00	0.53	0.7875
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99	0.81	0.96	0.39	0.7875
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.95	0.94	0.96	0.30	0.7875
BIOCARTA_TRKA_PATHWAY	0.96	0.84	0.84	0.51	0.7875
BIOCARTA_CARM_ER_PATHWAY	0.89	0.48	0.84	0.94	0.7875
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.59	0.77	0.89	0.90	0.7875
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.98	0.61	0.84	0.72	0.7875
KEGG_HOMOLOGOUS_RECOMBINATION	0.83	0.59	0.93	0.81	0.79
PID_IFNGPATHWAY	0.95	0.92	0.44	0.85	0.79
SIG_CD40PATHWAYMAP	0.95	0.84	0.93	0.44	0.79
REACTOME_SIGNALLING_TO_RAS	0.95	0.92	0.39	0.90	0.79
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.92	0.93	0.88	0.43	0.79
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.64	0.92	0.96	0.64	0.79
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.63	0.93	0.81	0.79	0.79
BIOCARTA_HDAC_PATHWAY	0.97	0.88	0.96	0.35	0.79
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.98	0.88	0.96	0.35	0.7925
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.90	0.73	0.69	0.85	0.7925
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.57	0.93	0.88	0.79	0.7925
REACTOME_IL1_SIGNALING	0.45	1.00	0.99	0.73	0.7925
PID_NECTIN_PATHWAY	0.99	0.90	0.67	0.61	0.7925
BIOCARTA_FMLP_PATHWAY	1.00	0.77	0.84	0.56	0.7925
BIOCARTA_CBL_PATHWAY	0.78	0.80	0.71	0.88	0.7925
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.89	1.00	0.96	0.32	0.7925
REACTOME_GLYCOPROTEIN_HORMONES	0.90	0.72	0.57	0.99	0.795
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.92	0.94	0.92	0.40	0.795
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	1.00	0.51	0.99	0.68	0.795
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.95	0.78	0.82	0.63	0.795
PID_CASPASE_PATHWAY	0.57	0.99	0.68	0.94	0.795
PID_RAC1_PATHWAY	1.00	0.24	0.95	0.99	0.795
PID_PDGFRBPATHWAY	0.87	0.37	0.97	0.98	0.7975
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.96	0.47	0.88	0.88	0.7975
BIOCARTA_PGC1A_PATHWAY	0.99	0.66	1.00	0.54	0.7975
PID_ALK1PATHWAY	0.81	0.86	0.98	0.54	0.7975
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.99	0.90	0.98	0.32	0.7975
BIOCARTA_CARDIACEGF_PATHWAY	0.83	0.82	1.00	0.54	0.7975
PID_CXCR3PATHWAY	0.82	0.85	1.00	0.53	0.8
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.93	0.92	0.97	0.38	0.8
WNT_SIGNALING	0.75	0.53	0.98	0.94	0.8
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.97	0.69	0.90	0.64	0.8
PID_NCADHERINPATHWAY	0.80	0.78	0.99	0.64	0.8025
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.95	0.55	0.88	0.83	0.8025
BIOCARTA_EPONFKB_PATHWAY	0.90	0.82	0.99	0.50	0.8025
PID_ER_NONGENOMIC_PATHWAY	0.85	0.58	1.00	0.78	0.8025
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.67	0.84	0.79	0.91	0.8025
PID_S1P_META_PATHWAY	0.81	0.42	0.98	1.00	0.8025
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	1.00	0.59	0.68	0.94	0.8025
REACTOME_ZINC_TRANSPORTERS	0.92	0.92	0.65	0.72	0.8025
KEGG_RENAL_CELL_CARCINOMA	0.83	0.97	0.92	0.49	0.8025
SA_TRKA_RECEPTOR	0.99	1.00	0.87	0.35	0.8025
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.95	0.78	0.68	0.81	0.805
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.94	0.59	1.00	0.69	0.805
PID_HIVNEFPATHWAY	0.85	0.69	0.81	0.87	0.805
ST_ADRENERGIC	0.93	0.72	0.81	0.76	0.805
REACTOME_KERATAN_SULFATE_DEGRADATION	0.78	0.73	0.84	0.88	0.8075
KEGG_O_GLYCAN_BIOSYNTHESIS	0.98	0.68	0.76	0.81	0.8075
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.99	0.64	0.99	0.62	0.81
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.97	0.69	1.00	0.58	0.81
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.99	0.97	0.41	0.87	0.81
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.99	0.82	0.78	0.65	0.81
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.80	0.77	0.67	1.00	0.81
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1.00	1.00	0.98	0.26	0.81
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.35	0.93	0.97	0.99	0.81
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.98	0.97	0.39	0.91	0.8125
REACTOME_FANCONI_ANEMIA_PATHWAY	0.80	0.84	0.61	1.00	0.8125
REACTOME_ER_PHAGOSOME_PATHWAY	1.00	0.36	0.99	0.91	0.815
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.64	0.95	0.99	0.68	0.815
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.99	0.87	0.77	0.63	0.815
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.84	0.82	0.84	0.76	0.815
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.95	0.60	0.71	1.00	0.815
BIOCARTA_AKAP13_PATHWAY	0.97	0.81	0.92	0.56	0.815
PID_NFKAPPABCANONICALPATHWAY	1.00	0.88	1.00	0.38	0.815
REACTOME_HS_GAG_BIOSYNTHESIS	0.80	0.90	0.57	0.99	0.815
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.92	0.87	0.71	0.76	0.815
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.98	0.75	1.00	0.54	0.8175
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.40	0.92	0.97	0.98	0.8175
ST_GA13_PATHWAY	1.00	0.85	0.72	0.71	0.82
REACTOME_INTERFERON_SIGNALING	0.77	0.98	0.97	0.56	0.82
REACTOME_SYNTHESIS_OF_PE	0.98	0.60	0.72	0.99	0.8225
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.87	0.90	0.98	0.54	0.8225
REACTOME_PROTEIN_FOLDING	0.95	0.95	0.72	0.67	0.8225
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1.00	0.87	1.00	0.42	0.8225
SA_G1_AND_S_PHASES	1.00	0.67	0.72	0.90	0.8225
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.99	0.46	0.93	0.91	0.8225
PID_HIF1APATHWAY	0.99	0.78	0.98	0.55	0.825
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.98	0.49	0.93	0.90	0.825
REACTOME_PI3K_CASCADE	0.99	0.74	0.88	0.69	0.825
PID_S1P_S1P2_PATHWAY	0.71	0.93	0.99	0.67	0.825
PID_INSULIN_PATHWAY	0.91	0.94	0.58	0.87	0.825
PID_IL8CXCR2_PATHWAY	0.96	0.82	0.99	0.54	0.8275
PID_PS1PATHWAY	0.95	0.67	0.94	0.75	0.8275
BIOCARTA_RACCYCD_PATHWAY	1.00	0.68	0.73	0.90	0.8275
REACTOME_G1_PHASE	0.96	0.91	0.81	0.63	0.8275
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.97	0.52	0.92	0.90	0.8275
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.00	0.95	0.78	0.59	0.83
PID_FASPATHWAY	1.00	0.68	0.97	0.67	0.83
REACTOME_ANDROGEN_BIOSYNTHESIS	0.89	0.93	0.71	0.79	0.83
KEGG_OOCYTE_MEIOSIS	0.94	0.98	0.84	0.56	0.83
SA_FAS_SIGNALING	0.98	0.62	0.72	1.00	0.83
REACTOME_TCR_SIGNALING	0.97	0.92	0.99	0.44	0.83
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.90	0.81	0.62	0.99	0.83
BIOCARTA_MCALPAIN_PATHWAY	0.98	0.56	0.98	0.81	0.8325
BIOCARTA_TNFR2_PATHWAY	0.60	0.82	1.00	0.91	0.8325
PID_EPHA_FWDPATHWAY	0.76	0.97	0.97	0.63	0.8325
REACTOME_SIGNALING_BY_SCF_KIT	0.90	0.80	1.00	0.63	0.8325
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.94	0.95	0.98	0.46	0.8325
PID_HEDGEHOG_2PATHWAY	0.94	0.51	0.96	0.92	0.8325
PID_GMCSF_PATHWAY	0.63	0.72	0.99	0.99	0.8325
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.95	0.80	0.95	0.63	0.8325
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.78	0.98	0.99	0.59	0.835
ST_INTERLEUKIN_13_PATHWAY	0.97	0.97	1.00	0.40	0.835
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	1.00	0.53	0.95	0.86	0.835
BIOCARTA_GLYCOLYSIS_PATHWAY	0.98	0.50	1.00	0.86	0.835
KEGG_ETHER_LIPID_METABOLISM	0.94	0.68	0.98	0.74	0.835
BIOCARTA_P53_PATHWAY	0.98	0.65	0.73	0.98	0.835
ST_IL_13_PATHWAY	0.97	0.97	1.00	0.40	0.835
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.89	0.81	0.84	0.80	0.835
BIOCARTA_VIP_PATHWAY	0.99	0.86	0.99	0.51	0.8375
PID_P38_MK2PATHWAY	0.95	0.52	0.98	0.90	0.8375
PID_WNT_CANONICAL_PATHWAY	0.98	0.72	0.99	0.66	0.8375
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.85	0.54	0.99	0.97	0.8375
BIOCARTA_PARKIN_PATHWAY	0.90	0.93	0.95	0.57	0.8375
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.93	0.88	1.00	0.54	0.8375
REACTOME_PHOSPHOLIPID_METABOLISM	1.00	0.59	1.00	0.76	0.8375
BIOCARTA_BIOPEPTIDES_PATHWAY	1.00	0.97	1.00	0.38	0.8375
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.99	0.77	0.91	0.68	0.8375
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.94	0.59	0.99	0.83	0.8375
KEGG_VIBRIO_CHOLERAE_INFECTION	0.96	0.84	0.57	0.98	0.8375
REACTOME_NETRIN1_SIGNALING	0.85	0.93	0.81	0.76	0.8375
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.75	0.90	0.96	0.75	0.84
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.96	0.81	1.00	0.59	0.84
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.82	1.00	0.97	0.57	0.84
REACTOME_RAF_MAP_KINASE_CASCADE	0.84	0.75	0.78	0.99	0.84
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.85	0.78	0.87	0.86	0.84
BIOCARTA_P53HYPOXIA_PATHWAY	0.98	0.86	0.99	0.54	0.8425
BIOCARTA_TID_PATHWAY	0.98	0.94	0.92	0.53	0.8425
PID_TNFPATHWAY	0.98	0.77	0.86	0.76	0.8425
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1.00	0.47	0.91	0.99	0.8425
PID_CD8TCRDOWNSTREAMPATHWAY	0.89	0.99	0.73	0.77	0.845
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.96	0.92	0.79	0.71	0.845
KEGG_PROTEASOME	1.00	0.52	1.00	0.87	0.8475
PID_P53REGULATIONPATHWAY	1.00	0.98	0.69	0.72	0.8475
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.99	0.85	1.00	0.55	0.8475
KEGG_REGULATION_OF_AUTOPHAGY	0.56	0.90	0.93	1.00	0.8475
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	1.00	0.41	0.99	0.99	0.8475
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.96	0.98	0.99	0.47	0.85
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.99	0.42	0.99	1.00	0.85
REACTOME_SHC_RELATED_EVENTS	0.74	0.70	0.96	1.00	0.85
PID_LKB1_PATHWAY	1.00	0.68	1.00	0.72	0.85
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	1.00	0.89	1.00	0.51	0.85
PID_PDGFRAPATHWAY	0.99	0.78	0.99	0.64	0.85
PID_INTEGRIN_A9B1_PATHWAY	0.91	0.90	0.93	0.66	0.85
PID_CIRCADIANPATHWAY	1.00	0.42	0.99	1.00	0.8525
SA_PROGRAMMED_CELL_DEATH	0.99	0.90	1.00	0.52	0.8525
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.98	0.51	0.99	0.93	0.8525
PID_TCRJNKPATHWAY	0.96	0.76	0.84	0.85	0.8525
REACTOME_REGULATION_OF_KIT_SIGNALING	0.94	0.98	0.98	0.51	0.8525
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1.00	0.72	0.98	0.72	0.855
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.99	0.90	0.98	0.56	0.8575
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.99	0.48	0.96	1.00	0.8575
PID_VEGFR1_PATHWAY	0.97	0.82	0.98	0.66	0.8575
PID_ECADHERIN_NASCENTAJ_PATHWAY	1.00	0.62	1.00	0.82	0.86
BIOCARTA_EPO_PATHWAY	0.98	0.82	0.96	0.68	0.86
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.00	0.69	0.81	0.94	0.86
REACTOME_SOS_MEDIATED_SIGNALLING	0.86	0.76	0.83	0.99	0.86
BIOCARTA_TCRA_PATHWAY	0.86	0.74	0.95	0.89	0.86
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.75	0.78	0.91	1.00	0.86
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	1.00	0.68	1.00	0.76	0.86
BIOCARTA_TALL1_PATHWAY	0.91	0.60	0.99	0.94	0.86
PID_ECADHERIN_STABILIZATION_PATHWAY	0.99	0.56	1.00	0.89	0.86
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.86	0.97	0.74	0.88	0.8625
BIOCARTA_BCR_PATHWAY	0.97	0.81	0.81	0.86	0.8625
BIOCARTA_BARRESTIN_PATHWAY	0.99	0.59	0.87	1.00	0.8625
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	1.00	0.66	0.84	0.95	0.8625
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.95	0.59	0.92	0.99	0.8625
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.98	0.93	0.60	0.94	0.8625
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.89	0.95	0.83	0.78	0.8625
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	1.00	0.75	0.76	0.94	0.8625
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	1.00	0.92	0.97	0.56	0.8625
REACTOME_CIRCADIAN_CLOCK	0.99	0.57	0.93	0.97	0.865
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.55	0.99	1.00	0.93	0.8675
KEGG_PYRIMIDINE_METABOLISM	1.00	0.80	1.00	0.67	0.8675
PID_PRLSIGNALINGEVENTSPATHWAY	0.99	0.52	0.96	1.00	0.8675
BIOCARTA_IL17_PATHWAY	0.94	0.91	0.98	0.64	0.8675
BIOCARTA_IL7_PATHWAY	0.96	0.78	0.98	0.75	0.8675
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.99	0.77	0.96	0.75	0.8675
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.99	0.93	1.00	0.56	0.87
BIOCARTA_KERATINOCYTE_PATHWAY	0.96	0.99	1.00	0.53	0.87
PID_PI3KCIPATHWAY	0.92	0.99	1.00	0.57	0.87
PID_P75NTRPATHWAY	0.97	0.96	0.92	0.63	0.87
KEGG_TIGHT_JUNCTION	0.99	0.67	1.00	0.82	0.87
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.71	0.85	0.94	0.99	0.8725
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.98	0.92	1.00	0.59	0.8725
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.97	0.80	0.86	0.86	0.8725
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.99	0.78	1.00	0.72	0.8725
REACTOME_G0_AND_EARLY_G1	0.99	0.74	0.87	0.90	0.875
BIOCARTA_PS1_PATHWAY	0.98	0.84	1.00	0.68	0.875
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.99	0.95	1.00	0.56	0.875
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	1.00	0.66	0.87	0.98	0.8775
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.98	0.69	0.84	1.00	0.8775
REACTOME_BASE_EXCISION_REPAIR	1.00	0.51	1.00	1.00	0.8775
BIOCARTA_NFKB_PATHWAY	0.75	0.95	1.00	0.81	0.8775
REACTOME_SIGNALING_BY_NOTCH	1.00	0.52	1.00	0.99	0.8775
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.99	0.88	1.00	0.64	0.8775
BIOCARTA_PTEN_PATHWAY	1.00	0.52	0.99	1.00	0.8775
BIOCARTA_AGR_PATHWAY	0.85	0.94	1.00	0.73	0.88
REACTOME_SIGNALING_BY_NOTCH4	0.96	0.74	0.83	0.99	0.88
REACTOME_TELOMERE_MAINTENANCE	1.00	0.81	0.72	0.99	0.88
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.78	1.00	0.83	0.91	0.88
PID_EPHBFWDPATHWAY	0.96	0.97	1.00	0.59	0.88
ST_PAC1_RECEPTOR_PATHWAY	1.00	0.87	0.85	0.81	0.8825
PID_ALK2PATHWAY	0.97	0.76	0.94	0.86	0.8825
PID_CXCR4_PATHWAY	0.95	0.95	1.00	0.63	0.8825
BIOCARTA_CCR3_PATHWAY	0.96	0.81	0.77	0.99	0.8825
PID_BCR_5PATHWAY	0.96	0.85	0.97	0.75	0.8825
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.99	1.00	0.98	0.56	0.8825
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	1.00	0.70	1.00	0.83	0.8825
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.92	0.73	0.94	0.94	0.8825
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.90	0.93	0.84	0.86	0.8825
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.99	0.59	0.96	1.00	0.885
KEGG_INSULIN_SIGNALING_PATHWAY	1.00	0.98	1.00	0.56	0.885
REACTOME_PI3K_AKT_ACTIVATION	1.00	1.00	1.00	0.54	0.885
BIOCARTA_IL2_PATHWAY	0.99	0.59	0.96	1.00	0.885
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.89	0.88	0.78	1.00	0.8875
REACTOME_SIGNALING_BY_ILS	0.57	1.00	0.98	1.00	0.8875
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.95	0.95	0.71	0.94	0.8875
BIOCARTA_TEL_PATHWAY	1.00	0.85	1.00	0.70	0.8875
KEGG_PYRUVATE_METABOLISM	0.98	0.71	0.88	0.98	0.8875
BIOCARTA_STATHMIN_PATHWAY	0.99	0.82	0.93	0.81	0.8875
PID_MTOR_4PATHWAY	0.95	0.93	0.88	0.79	0.8875
BIOCARTA_UCALPAIN_PATHWAY	0.99	1.00	1.00	0.56	0.8875
PID_RAC1_REG_PATHWAY	0.90	0.79	0.97	0.89	0.8875
REACTOME_ACTIVATION_OF_RAC	0.90	0.80	0.96	0.89	0.8875
BIOCARTA_STRESS_PATHWAY	0.67	0.88	1.00	1.00	0.8875
