Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
REACTOME_KINESINS	0.91723551	0.97964449	0.98296460	0.99440213	0.99194955	0.99189770	0.99466089	0.92816901	0.95578512	0.96664126	0.97210197	0.99131523	0.972230621667
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.93402446	0.98283433	0.97473657	0.99261600	0.98094773	0.99247797	0.99494949	0.96066297	0.93360882	0.97853518	0.97164983	0.96854936	0.972132725833
BIOCARTA_IGF1MTOR_PATHWAY	0.94240829	0.97024248	0.98564184	0.98968473	0.96751780	0.98282828	0.99402258	0.95004979	0.93420569	0.98905053	0.97315055	0.98619346	0.972083001667
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.91988304	0.98868657	0.98493300	0.99477124	0.98034608	0.98903933	0.99494949	0.96604069	0.92777778	0.98038738	0.97184223	0.96601017	0.972055583333
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.92549176	0.98079352	0.97274499	0.99372513	0.97776287	0.99146787	0.99465241	0.95138711	0.95229568	0.99042698	0.95831650	0.97544280	0.972042301667
PID_IL2_PI3KPATHWAY	0.90220096	0.98704741	0.98197222	0.99355228	0.97369046	0.99211262	0.99483066	0.96840233	0.92837466	0.99148861	0.97048581	0.98020092	0.972029911667
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.91674110	0.97682964	0.98423097	0.99179495	0.97674615	0.98723404	0.99448604	0.95619576	0.92899750	0.99197001	0.97258297	0.98645843	0.972022296667
BIOCARTA_ECM_PATHWAY	0.93475279	0.97005136	0.97839120	0.99482706	0.98151846	0.98854502	0.99494949	0.95542751	0.94297521	0.98815408	0.96387686	0.97076463	0.9720194725
BIOCARTA_MTOR_PATHWAY	0.90783626	0.97328593	0.98265107	0.98958390	0.97234366	0.99035031	0.99483066	0.94851330	0.95581712	0.99089497	0.97081289	0.98726569	0.97201548
BIOCARTA_SPPA_PATHWAY	0.93060074	0.98295176	0.97541679	0.99367472	0.97717834	0.99047926	0.99489008	0.94936691	0.92956841	0.99073474	0.96893699	0.98028179	0.972006710833
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.87978203	0.98347279	0.98768113	0.99397360	0.97358613	0.99376746	0.99494949	0.96302461	0.94848485	0.99096344	0.96822394	0.98599793	0.971992283333
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.93528974	0.98844789	0.97920501	0.99178955	0.97439532	0.99140340	0.99477124	0.96763409	0.92185491	0.98295322	0.95703704	0.97903915	0.971985046667
REACTOME_SYNTHESIS_OF_PA	0.92072302	0.98111201	0.97770144	0.99427970	0.97860628	0.98923275	0.99347594	0.97378005	0.93172635	0.97792813	0.96593555	0.97911681	0.971968169167
KEGG_RNA_POLYMERASE	0.90740564	0.98205663	0.98113660	0.99312915	0.97545896	0.98802923	0.99436550	0.95155783	0.94430670	0.98952064	0.96394420	0.99126818	0.971848271667
KEGG_RETINOL_METABOLISM	0.91017012	0.98489828	0.98278602	0.99362610	0.97815753	0.99153234	0.99412104	0.93781477	0.93790476	0.99070580	0.97247715	0.98780843	0.971833528333
BIOCARTA_CERAMIDE_PATHWAY	0.93322169	0.98090327	0.98136152	0.99452637	0.97484021	0.99075865	0.99494949	0.94296486	0.92447199	0.99312905	0.97085137	0.98001955	0.971833168333
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.94482722	0.98525723	0.98377704	0.99312915	0.96828283	0.99363851	0.99454206	0.96049225	0.93397612	0.96764430	0.97243867	0.96303880	0.971753681667
BIOCARTA_MAL_PATHWAY	0.94051568	0.97066780	0.98365845	0.99281046	0.97565712	0.98845906	0.99489008	0.94543601	0.94605142	0.98048197	0.97223665	0.96906240	0.971660591667
PID_ALK1PATHWAY	0.93209463	0.99012318	0.98372524	0.98580457	0.97813159	0.99071567	0.99489008	0.94535496	0.92061524	0.98765432	0.97337181	0.97742235	0.971658636667
BIOCARTA_BAD_PATHWAY	0.92807549	0.98787229	0.98024712	0.99153568	0.96404427	0.99026435	0.99494949	0.97565799	0.91556474	0.99327588	0.97074555	0.96733870	0.9716309625
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.92282828	0.99007301	0.98272605	0.98900412	0.96869239	0.99043628	0.99489008	0.96299616	0.94655647	0.97626792	0.96066378	0.97418326	0.971609816667
BIOCARTA_IGF1R_PATHWAY	0.91995215	0.98428707	0.98002426	0.99219828	0.97590385	0.98966258	0.99483236	0.97050790	0.92520661	0.98741856	0.96815777	0.97080621	0.9715798
BIOCARTA_NTHI_PATHWAY	0.91297182	0.97434900	0.98639431	0.98686689	0.97438759	0.99280034	0.99465241	0.95992318	0.93006349	0.98979452	0.97297739	0.98373285	0.971576149167
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.89287613	0.97908165	0.98723401	0.99366391	0.98098140	0.99114550	0.99494949	0.96734955	0.92814509	0.99126556	0.97461279	0.97759549	0.9715750475
PID_MYC_PATHWAY	0.92115364	0.96756075	0.98037460	0.99306253	0.97537727	0.98964109	0.99442153	0.93602219	0.94747475	0.99099944	0.97853776	0.98425366	0.9715732675
PID_UPA_UPAR_PATHWAY	0.93281765	0.98951914	0.98190270	0.99349466	0.97951924	0.99174726	0.99494949	0.95867955	0.93425161	0.96479046	0.96288600	0.97427235	0.971569175833
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.89009569	0.97481340	0.98370207	0.99006824	0.97698681	0.98671825	0.99429760	0.94603784	0.95808081	0.99149355	0.97738336	0.98896381	0.9715534525
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.88692185	0.99071702	0.98315680	0.99428330	0.97838991	0.99090909	0.99494949	0.95315123	0.93842975	0.98953476	0.97397787	0.98290823	0.971444108333
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.90898990	0.98323225	0.97737292	0.98554349	0.98333775	0.99067268	0.99483405	0.96231327	0.94765840	0.98228759	0.96724387	0.97292966	0.971367985833
PID_WNT_CANONICAL_PATHWAY	0.89552366	0.98608823	0.98578361	0.99299771	0.98210631	0.99120997	0.99292420	0.95713473	0.94931129	0.97937940	0.97172679	0.97161392	0.971316651667
KEGG_OLFACTORY_TRANSDUCTION	0.92852738	0.96579871	0.97106558	0.99219647	0.98176795	0.99202665	0.99448434	0.96425228	0.93774105	0.98309228	0.95797980	0.98527107	0.97118363
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.92825093	0.96367653	0.98632615	0.99440213	0.97612684	0.99260692	0.99454376	0.94151373	0.93576676	0.98386662	0.96702261	0.98864082	0.971061983333
REACTOME_DARPP_32_EVENTS	0.89750133	0.98767602	0.97742608	0.99415726	0.97708671	0.99232753	0.99477124	0.96928439	0.92786961	0.97831847	0.97665224	0.97928768	0.97102988
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.91119086	0.97663170	0.98225030	0.99327139	0.98035823	0.99116699	0.99494949	0.94488734	0.93787879	0.98856560	0.97238095	0.97860103	0.971011055833
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.90959596	0.96843752	0.98009924	0.99331821	0.96541480	0.98833011	0.99483066	0.96239863	0.93645546	0.98720680	0.97341991	0.99020143	0.970809060833
KEGG_O_GLYCAN_BIOSYNTHESIS	0.92628921	0.98813720	0.98655243	0.99446155	0.97489540	0.99366000	0.99419913	0.96840233	0.91455464	0.98471649	0.94805195	0.97374423	0.970638713333
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.90762892	0.97489104	0.98044139	0.99476764	0.98084948	0.99110251	0.99483236	0.95266752	0.93948577	0.98902089	0.97375661	0.96791570	0.970613319167
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.90553961	0.98630291	0.97815674	0.99184537	0.96758475	0.98833011	0.99494949	0.96069142	0.95179063	0.97173129	0.97619048	0.97415631	0.970605759167
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.91619883	0.97772918	0.97502965	0.99203443	0.98060606	0.99035031	0.99405823	0.96296771	0.92635445	0.98490495	0.97032227	0.97589737	0.970537786667
PID_LIS1PATHWAY	0.92849548	0.96937587	0.97737292	0.99428510	0.98360821	0.99140340	0.99494949	0.92523830	0.94311295	0.98124501	0.97037037	0.98601163	0.9704557275
KEGG_BUTANOATE_METABOLISM	0.91425306	0.98460249	0.98310500	0.99410144	0.97971463	0.99378895	0.99494949	0.95656566	0.92157943	0.97368867	0.96700337	0.98164732	0.970416625833
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.89263690	0.97410416	0.98355621	0.99378815	0.99073412	0.99342360	0.99299041	0.96228482	0.95592287	0.97291311	0.96490620	0.96650905	0.970314133333
REACTOME_MRNA_CAPPING	0.90602339	0.97573914	0.98493164	0.99319397	0.97525804	0.98822265	0.99471692	0.93289230	0.94393939	0.98576471	0.97005291	0.99287904	0.970301175
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.95280170	0.96985838	0.98763887	0.99380795	0.98013247	0.99054374	0.99489177	0.92501067	0.93273646	0.98322922	0.97017797	0.96214428	0.97024779
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.93475279	0.97717513	0.98024237	0.99128000	0.98256665	0.99105953	0.99459808	0.94026177	0.92318641	0.97019223	0.97002405	0.98750006	0.970236589167
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.91175970	0.97596058	0.97882605	0.99137903	0.97953138	0.99138190	0.99489008	0.95847204	0.94150597	0.97649168	0.96261664	0.97998392	0.9702332475
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.92195109	0.97776374	0.98047683	0.98897712	0.97125517	0.98740597	0.99442832	0.95036278	0.92814509	0.98717786	0.97053391	0.98417737	0.970221270833
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.91458267	0.97653803	0.97910413	0.99387998	0.98802120	0.99277885	0.99494949	0.94566795	0.92851240	0.97253816	0.96940837	0.98545610	0.9701197775
BIOCARTA_GLEEVEC_PATHWAY	0.90392876	0.97906052	0.98407557	0.98526981	0.97911740	0.98588008	0.99494949	0.95969555	0.94022039	0.98861925	0.96821549	0.97167012	0.970058535833
BIOCARTA_NO1_PATHWAY	0.93858586	0.98533188	0.97612154	0.99264841	0.97829773	0.99110251	0.99441813	0.95471618	0.91937557	0.97846318	0.95982684	0.97166098	0.970045734167
REACTOME_GLUCONEOGENESIS	0.89060606	0.98252055	0.98159124	0.99440393	0.96865154	0.99146787	0.99494949	0.97486129	0.92199265	0.98593623	0.97274651	0.98081311	0.970045039167
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.92367358	0.97363718	0.97799588	0.99299771	0.98258818	0.99271438	0.99429590	0.95909802	0.93259871	0.96874687	0.96826359	0.97285382	0.969955318333
BIOCARTA_TPO_PATHWAY	0.90093036	0.97712767	0.97929634	0.99386197	0.97753215	0.99007092	0.99494949	0.96578461	0.93255280	0.98853666	0.97266955	0.96596083	0.969939445833
BIOCARTA_VIP_PATHWAY	0.87400851	0.98216944	0.98420371	0.99440933	0.97633730	0.99260692	0.99483066	0.96561389	0.92667585	0.98976192	0.98050986	0.97803955	0.969930578333
BIOCARTA_RAC1_PATHWAY	0.93637427	0.96431178	0.97900462	0.99269162	0.98165701	0.98590157	0.99494949	0.96299616	0.93383838	0.96723983	0.96441558	0.97554788	0.9699106825
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.93707071	0.97755299	0.97973527	0.99131601	0.96953911	0.98276381	0.99441643	0.96342296	0.91143251	0.98370639	0.96886003	0.97899118	0.969900616667
PID_RAS_PATHWAY	0.86341308	0.98456696	0.98620074	0.99373593	0.98409615	0.99271438	0.99494949	0.95630957	0.93207372	0.99152885	0.97008177	0.98855265	0.969851940833
BIOCARTA_NFKB_PATHWAY	0.92133440	0.97664730	0.98598400	0.98941825	0.97184964	0.99295078	0.99358459	0.96578461	0.91909012	0.97960598	0.96872535	0.97280402	0.96981492
KEGG_HISTIDINE_METABOLISM	0.93422116	0.98313318	0.98218487	0.99198401	0.97846663	0.98826564	0.99494949	0.96467492	0.92662994	0.96596574	0.96693603	0.96003317	0.969787065
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.92481659	0.98326898	0.98160962	0.98536884	0.96655686	0.98989899	0.99494949	0.94171290	0.93599633	0.97897635	0.97040885	0.98367163	0.969769619167
PID_INTEGRIN_A9B1_PATHWAY	0.92684742	0.98607763	0.97425537	0.99281586	0.97612739	0.99370299	0.99489177	0.96649595	0.90169881	0.97656862	0.97244829	0.97516138	0.969757623333
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.91804891	0.97530120	0.98243706	0.98987918	0.97525197	0.98777133	0.99447585	0.95460236	0.93383838	0.98691810	0.96802309	0.97036809	0.96974296
REACTOME_FANCONI_ANEMIA_PATHWAY	0.92457735	0.97539605	0.97437261	0.99409244	0.98737319	0.98940469	0.99477633	0.93824157	0.95335170	0.97635410	0.95522848	0.97278621	0.969662893333
REACTOME_G2_M_CHECKPOINTS	0.89473684	0.98107505	0.98315135	0.99086228	0.97163272	0.98970557	0.99413462	0.95349267	0.95064279	0.98550494	0.97413179	0.96487809	0.969495725833
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.89754918	0.98377791	0.98296733	0.98651398	0.97303361	0.98977004	0.99465241	0.93016076	0.94164371	0.99260177	0.97317941	0.98747950	0.969444134167
BIOCARTA_PGC1A_PATHWAY	0.93067517	0.98076993	0.98415327	0.99288068	0.98099575	0.99222007	0.99494949	0.95519989	0.90604066	0.97303433	0.97026455	0.97172585	0.969409136667
PID_IL2_STAT5PATHWAY	0.88148325	0.98574541	0.98349487	0.99263400	0.97745377	0.99011391	0.99489177	0.96660976	0.93337925	0.98921500	0.96881193	0.96894910	0.969398501667
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.93029771	0.97630570	0.98229392	0.99306073	0.97678755	0.98224801	0.99448264	0.94403374	0.92947658	0.98506378	0.96527177	0.97282230	0.969345369167
BIOCARTA_STRESS_PATHWAY	0.86639553	0.98325912	0.98614894	0.99307514	0.97035251	0.99060821	0.99494949	0.96225637	0.93585859	0.99077639	0.97119769	0.98720767	0.969340470833
ST_MYOCYTE_AD_PATHWAY	0.89085061	0.98160601	0.97893783	0.99482706	0.98312359	0.98648184	0.99483405	0.95787452	0.94940312	0.98177159	0.97337181	0.95792982	0.9692509875
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.89607124	0.97341284	0.98465492	0.99291669	0.97502015	0.98955513	0.99477124	0.94484279	0.94228650	0.98633575	0.97312169	0.97795869	0.969245635833
KEGG_GALACTOSE_METABOLISM	0.92263690	0.98292332	0.97941221	0.99372693	0.97661368	0.98850204	0.99494949	0.95906957	0.90594837	0.98719480	0.96752285	0.97227773	0.969231490833
REACTOME_SYNTHESIS_OF_PC	0.89709197	0.97949943	0.98260609	0.99350006	0.97693872	0.98822265	0.99459469	0.95081804	0.93420569	0.98315863	0.96904281	0.98047092	0.969179141667
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.91382775	0.98530135	0.98181137	0.99147266	0.98079980	0.99202665	0.99413123	0.94672073	0.92837466	0.97968985	0.96412698	0.96981347	0.969008041667
PID_TOLL_ENDOGENOUS_PATHWAY	0.90435407	0.97706374	0.98234163	0.98678226	0.97994977	0.99073716	0.99494949	0.96769099	0.93016529	0.97687779	0.96371332	0.97239286	0.9689181975
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.92667810	0.96464199	0.98384016	0.99415726	0.97208754	0.98422523	0.99489008	0.96971120	0.90693297	0.97745237	0.97392977	0.97825610	0.968900230833
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.92757044	0.97725011	0.98056544	0.98891590	0.97419720	0.98244144	0.99454376	0.94643619	0.92897153	0.98551977	0.96642617	0.97286113	0.968808256667
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.88708134	0.98276878	0.97239603	0.99182736	0.98446597	0.98955513	0.99408200	0.94553401	0.92584940	0.99434103	0.96763829	0.98975691	0.9687746875
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.92028708	0.98227366	0.98303685	0.98696772	0.96512229	0.99071567	0.99494949	0.94364775	0.93112948	0.97170800	0.97099567	0.98321113	0.968670399167
PID_EPHA2_FWDPATHWAY	0.92479001	0.98109207	0.98007334	0.99262500	0.97439808	0.98051925	0.99494949	0.95070423	0.93273646	0.98200312	0.97274651	0.95629657	0.968577844167
BIOCARTA_MCALPAIN_PATHWAY	0.90300904	0.97731580	0.97693126	0.99304273	0.97671910	0.99224156	0.99494949	0.96151657	0.91786042	0.98514919	0.95955748	0.98432996	0.968551883333
PID_NFKAPPABCANONICALPATHWAY	0.87051568	0.98051065	0.98465628	0.99113416	0.97533035	0.99299377	0.99365079	0.95852895	0.93999082	0.98632658	0.97739181	0.97012915	0.968429915833
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.91593301	0.97431725	0.97200071	0.99337583	0.98614285	0.97405975	0.99483066	0.94892832	0.94224059	0.98822608	0.96301106	0.96802580	0.968424325833
BIOCARTA_CALCINEURIN_PATHWAY	0.91566188	0.97838561	0.97496831	0.99476584	0.97856157	0.98871696	0.99494949	0.94916773	0.93388430	0.97829024	0.96647427	0.96681377	0.968386664167
BIOCARTA_IL6_PATHWAY	0.90589048	0.97737949	0.97827806	0.98987198	0.97381410	0.98555770	0.99494949	0.94933845	0.94162377	0.99226648	0.96017316	0.97059286	0.968311335
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.89125465	0.95230089	0.98217114	0.98885288	0.98106143	0.98196862	0.99382395	0.94290795	0.95192837	0.99080109	0.97690236	0.98535696	0.968277524167
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.89855928	0.97294986	0.98484167	0.99397360	0.96617376	0.98927574	0.99465920	0.91798264	0.94600551	0.98705433	0.97424723	0.99355427	0.968273090833
BIOCARTA_GCR_PATHWAY	0.91364700	0.97851710	0.98340354	0.98982337	0.97956505	0.98802923	0.99483236	0.95296039	0.91361642	0.97119059	0.97151515	0.98197945	0.9682566375
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.92635300	0.98040150	0.98077400	0.98693531	0.97062262	0.98375242	0.99477464	0.95215536	0.94237833	0.97387361	0.96561809	0.96105880	0.968224806667
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.90431685	0.98784049	0.98198312	0.99208844	0.96948722	0.99359553	0.99489008	0.96476028	0.91267218	0.98258264	0.95591150	0.97844158	0.968214159167
BIOCARTA_TGFB_PATHWAY	0.89092504	0.98415848	0.98062951	0.99404022	0.97716454	0.99127445	0.99494949	0.94287950	0.94269972	0.98744397	0.96534873	0.96626007	0.96814781
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.91713450	0.98256654	0.98030099	0.99476764	0.98474527	0.98843757	0.99494949	0.94763124	0.92971821	0.97854294	0.96551227	0.95273601	0.968086889167
REACTOME_PERK_REGULATED_GENE_EXPRESSION	0.91644870	0.98243619	0.97574803	0.99234232	0.96578297	0.98985601	0.99436720	0.93235169	0.91955923	0.98936818	0.97435305	0.98358072	0.968016190833
REACTOME_G0_AND_EARLY_G1	0.93470494	0.97439681	0.97972710	0.99011685	0.97736215	0.98826564	0.99483066	0.93098592	0.90656566	0.98566729	0.97485329	0.97839544	0.9679893125
REACTOME_NCAM1_INTERACTIONS	0.88109516	0.98324151	0.98049455	0.99476944	0.97328366	0.99155384	0.99477124	0.95901266	0.93438935	0.97077342	0.97126503	0.98054585	0.967932975833
REACTOME_MUSCLE_CONTRACTION	0.90010633	0.97952421	0.97703486	0.99482706	0.98349230	0.99378895	0.99489008	0.93704652	0.91676360	0.99083709	0.96191438	0.98373011	0.967829624167
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.95075492	0.96560819	0.98625799	0.99362610	0.98062869	0.99039329	0.99494949	0.91314554	0.93158861	0.97593122	0.97051467	0.95984357	0.96777019
KEGG_DNA_REPLICATION	0.89394471	0.97963239	0.97640644	0.98999982	0.97758735	0.98802923	0.99494949	0.95195618	0.92479339	0.98660751	0.96995671	0.97925295	0.967759680833
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.88879320	0.98233286	0.97748197	0.99403842	0.97175305	0.98643886	0.99494949	0.93027458	0.95344353	0.99108203	0.96783069	0.97446194	0.967740051667
BIOCARTA_SPRY_PATHWAY	0.93749601	0.97119973	0.98266334	0.98981436	0.97503063	0.97666022	0.99494949	0.93229478	0.91592440	0.98823031	0.97107263	0.97751006	0.967737163333
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.92913876	0.98095926	0.97831623	0.98563892	0.97358503	0.99204814	0.99483405	0.94128006	0.90977961	0.98472143	0.97147667	0.97104834	0.967735541667
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.90951090	0.98058065	0.98388609	0.99433731	0.98042612	0.99093058	0.99471182	0.94122919	0.91423324	0.97186553	0.97458393	0.97640631	0.967725139167
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.91952153	0.97890427	0.98144331	0.99393399	0.97932550	0.99282184	0.99494949	0.92796984	0.92442608	0.96479329	0.97016835	0.98411341	0.967697575
BIOCARTA_ETS_PATHWAY	0.90261563	0.98480795	0.98112433	0.98385999	0.97604129	0.99026435	0.99447415	0.93919893	0.92626263	0.98783714	0.96784993	0.97801214	0.967695705
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.89312068	0.97811754	0.98171867	0.98848917	0.97759949	0.98566516	0.99483236	0.96037843	0.92396694	0.98963146	0.96544493	0.97248240	0.9676206025
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.90011164	0.98122280	0.97934541	0.99035993	0.96574874	0.99138190	0.99494949	0.95443164	0.92764004	0.96872146	0.97272727	0.98319970	0.967486668333
REACTOME_AMYLOIDS	0.88727804	0.98478928	0.97684401	0.99028070	0.97246415	0.98833011	0.99384263	0.93926590	0.91712580	0.99350740	0.97380471	0.99178579	0.96744321
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.90163211	0.97633609	0.97327526	0.99471002	0.97629685	0.99237051	0.99489008	0.95113103	0.92327824	0.98422238	0.96022126	0.98014382	0.9673756375
BIOCARTA_CHEMICAL_PATHWAY	0.91717172	0.98289547	0.98287190	0.99307514	0.97021530	0.99213411	0.99494949	0.93232323	0.92286501	0.97918670	0.96952381	0.97111641	0.967360690833
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.90068581	0.98411312	0.98149920	0.99348746	0.98290556	0.98992048	0.99262032	0.93207347	0.91813590	0.98298653	0.97180375	0.97716834	0.967283328333
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.89760234	0.97681586	0.98148012	0.98983597	0.97675333	0.98790028	0.99459299	0.92970551	0.94283747	0.99010510	0.96548341	0.97363367	0.9672288375
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.86854864	0.98235817	0.98497526	0.99471182	0.98003919	0.98661079	0.99483236	0.93579457	0.93865932	0.98568847	0.96506013	0.98852935	0.9671506725
BIOCARTA_INSULIN_PATHWAY	0.89715045	0.96643929	0.97676086	0.99164551	0.97216647	0.99007092	0.99494949	0.95815906	0.94123049	0.99039310	0.96766715	0.95892119	0.967129498333
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.90232323	0.98086527	0.98183524	0.98640415	0.96811282	0.98903933	0.99477124	0.91345853	0.93430355	0.99298294	0.97260221	0.98845442	0.9670960775
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.88235513	0.98103862	0.98337218	0.99041396	0.96747309	0.98884591	0.99394449	0.95155783	0.94848485	0.98459790	0.97283309	0.96023007	0.967095593333
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.91584264	0.98138913	0.96844286	0.99385837	0.95182676	0.98723404	0.99494949	0.93861147	0.94260790	0.99069662	0.96463684	0.97467301	0.967064094167
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.90045720	0.97549553	0.94852574	0.99354328	0.98845835	0.99262914	0.99483405	0.95719163	0.94949495	0.98644818	0.94603175	0.97015656	0.966938863333
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.91559277	0.97764138	0.97776278	0.99367111	0.96981399	0.98725553	0.99340633	0.97836108	0.91730946	0.96770430	0.96246272	0.96199444	0.9669146575
REACTOME_GLUTATHIONE_CONJUGATION	0.90696438	0.98539482	0.97853706	0.99423468	0.98151350	0.99146787	0.99477124	0.94373311	0.92626263	0.97818173	0.95203463	0.96983083	0.96691054
PID_IL23PATHWAY	0.87393939	0.98176689	0.98618711	0.98840815	0.97485400	0.98338706	0.99447415	0.96609760	0.93507805	0.97925234	0.96770563	0.97167925	0.966902468333
BIOCARTA_ERK5_PATHWAY	0.89305688	0.96880186	0.98357938	0.99172473	0.97671082	0.98880292	0.99494949	0.95741926	0.92442608	0.98111655	0.97293891	0.96891895	0.966870485833
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.89512493	0.97934384	0.96887362	0.99348026	0.97420158	0.98669675	0.99311773	0.95181391	0.92846648	0.98526707	0.96439634	0.98029641	0.966756576667
BIOCARTA_P53HYPOXIA_PATHWAY	0.93070707	0.97897318	0.98045230	0.99026990	0.98062869	0.98998496	0.99459808	0.93457106	0.92240588	0.98293346	0.96763829	0.94746287	0.966718811667
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.90288676	0.97399882	0.98329585	0.98653019	0.97848209	0.98856652	0.99442153	0.94186351	0.93705234	0.98794514	0.96393458	0.96098799	0.966663776667
PID_BETACATENIN_DEG_PATHWAY	0.86758639	0.98367429	0.98463447	0.99330020	0.98419511	0.98529981	0.99465410	0.95238298	0.93737374	0.98078479	0.97013949	0.96573834	0.966646975833
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.89696438	0.98169933	0.97810903	0.98963791	0.96701109	0.98721255	0.99459299	0.92068573	0.93301194	0.99252695	0.97050505	0.98675584	0.966559399167
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.88641148	0.97991273	0.98035142	0.99351987	0.98415687	0.99114550	0.99494949	0.91777916	0.93673095	0.98184500	0.97101491	0.98060935	0.966535560833
