Gene Set	AUC
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.99494949
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.99494949
MODULE_389	0.99494949
REACTOME_SIGNALING_BY_GPCR	0.99494949
BIOCARTA_NFKB_PATHWAY	0.99494949
GNF2_PTPN4	0.99494949
PID_S1P_S1P3_PATHWAY	0.99494949
BIOCARTA_VDR_PATHWAY	0.99494949
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.99494949
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.99494949
MODULE_497	0.99494949
MODULE_54	0.99494949
PID_TGFBRPATHWAY	0.99494949
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.99494949
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.99494949
REACTOME_MUSCLE_CONTRACTION	0.99494949
REACTOME_SIGNALING_BY_NOTCH2	0.99494949
MODULE_15	0.99494949
MODULE_292	0.99494949
PID_CD40_PATHWAY	0.99494949
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.99494949
GCM_DLG1	0.99494949
MODULE_55	0.99494949
REACTOME_PYRUVATE_METABOLISM	0.99494949
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.99494949
KEGG_TRYPTOPHAN_METABOLISM	0.99494949
MODULE_159	0.99494949
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.99494949
REACTOME_METABOLISM_OF_RNA	0.99494949
GNF2_CKS1B	0.99494949
PID_PS1PATHWAY	0.99494949
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.99494949
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.99494949
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.99494949
MORF_RBBP8	0.99494949
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.99494949
MODULE_70	0.99494949
MODULE_459	0.99494949
REACTOME_SIGNALING_BY_NOTCH	0.99494949
MODULE_23	0.99494949
GCM_BNIP1	0.99494949
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.99494949
MODULE_80	0.99494949
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.99494949
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.99494949
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.99494949
BIOCARTA_ETS_PATHWAY	0.99494949
REACTOME_MITOTIC_PROMETAPHASE	0.99494949
MORF_PPP1CA	0.99494949
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.99494949
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.99494949
MORF_RAD54L	0.99494949
MODULE_451	0.99494949
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.99494949
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.99494949
REACTOME_SIGNALING_BY_SCF_KIT	0.99494949
BIOCARTA_RACCYCD_PATHWAY	0.99494949
BIOCARTA_LEPTIN_PATHWAY	0.99494949
GNF2_IGF1	0.99494949
BIOCARTA_UCALPAIN_PATHWAY	0.99494949
MORF_PPP1CC	0.99494949
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.99494949
MODULE_371	0.99494949
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.99494949
KEGG_REGULATION_OF_AUTOPHAGY	0.99494949
KEGG_TYPE_II_DIABETES_MELLITUS	0.99494949
GNF2_IL2RB	0.99494949
ST_B_CELL_ANTIGEN_RECEPTOR	0.99494949
GNF2_RFC4	0.99494949
KEGG_TYPE_I_DIABETES_MELLITUS	0.99494949
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.99494949
BIOCARTA_TRKA_PATHWAY	0.99494949
PID_TCRRASPATHWAY	0.99494949
PID_S1P_S1P2_PATHWAY	0.99494949
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.99494949
MODULE_61	0.99494949
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.99494949
BIOCARTA_AKAP13_PATHWAY	0.99494949
PID_NFKAPPABATYPICALPATHWAY	0.99494949
BIOCARTA_CARM_ER_PATHWAY	0.99494949
PID_TRAIL_PATHWAY	0.99494949
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.99494949
PID_IL2_STAT5PATHWAY	0.99494949
MORF_DDB1	0.99494949
GNF2_CASP8	0.99494949
MORF_MYST2	0.99494949
PID_ERBB1_DOWNSTREAM_PATHWAY	0.99494949
MODULE_88	0.99494949
MORF_CDH4	0.99494949
MODULE_151	0.99494949
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.99494949
PID_CONE_PATHWAY	0.99494949
PID_LPA4_PATHWAY	0.99494949
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.99494949
MODULE_305	0.99494949
MODULE_567	0.99494949
MODULE_148	0.99494949
BIOCARTA_MAPK_PATHWAY	0.99494949
PID_ER_NONGENOMIC_PATHWAY	0.99494949
KEGG_MTOR_SIGNALING_PATHWAY	0.99494949
MORF_G22P1	0.99494949
MORF_BECN1	0.99494949
PID_RAC1_REG_PATHWAY	0.99494949
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.99494949
MODULE_453	0.99494949
MODULE_201	0.99494949
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.99494949
MODULE_233	0.99494949
GNF2_STAT6	0.99494949
MODULE_318	0.99494949
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.99494949
MORF_PAX7	0.99494949
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.99494949
MODULE_202	0.99494949
GNF2_G22P1	0.99494949
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.99494949
MORF_UNG	0.99494949
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.99494949
GNF2_CDC27	0.99494949
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.99494949
PID_FASPATHWAY	0.99494949
SA_CASPASE_CASCADE	0.99494949
BIOCARTA_PTEN_PATHWAY	0.99494949
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99494949
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.99494949
MODULE_543	0.99494949
MODULE_337	0.99494949
KEGG_MISMATCH_REPAIR	0.99494949
GCM_AIP	0.99494949
BIOCARTA_CK1_PATHWAY	0.99494949
BIOCARTA_STRESS_PATHWAY	0.99494949
MODULE_124	0.99494949
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.99494949
PID_ALK1PATHWAY	0.99494949
GCM_PRKAG1	0.99494949
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.99494949
MODULE_196	0.99494949
REACTOME_S_PHASE	0.99494949
MORF_CSNK2B	0.99494949
GNF2_PECAM1	0.99494949
BIOCARTA_PLATELETAPP_PATHWAY	0.99494949
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.99494949
PID_ERB_GENOMIC_PATHWAY	0.99494949
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.99494949
MORF_BCL2	0.99494949
GNF2_CD53	0.99494949
BIOCARTA_MCM_PATHWAY	0.99494949
MODULE_179	0.99494949
MODULE_322	0.99494949
ST_INTERFERON_GAMMA_PATHWAY	0.99494949
MODULE_298	0.99494949
MODULE_98	0.99494949
BIOCARTA_HCMV_PATHWAY	0.99494949
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.99494949
REACTOME_PI_3K_CASCADE	0.99494949
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.99494949
MODULE_170	0.99494949
ST_MYOCYTE_AD_PATHWAY	0.99494949
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.99494949
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.99494949
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.99494949
ST_FAS_SIGNALING_PATHWAY	0.99494949
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.99494949
BIOCARTA_IL10_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.99494949
BIOCARTA_NUCLEARRS_PATHWAY	0.99494949
MORF_HDAC2	0.99494949
MODULE_345	0.99494949
BIOCARTA_GLYCOLYSIS_PATHWAY	0.99494949
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.99494949
BIOCARTA_CREB_PATHWAY	0.99494949
GCM_VAV1	0.99494949
MODULE_33	0.99494949
REACTOME_DAG_AND_IP3_SIGNALING	0.99494949
GNF2_SMC2L1	0.99494949
MORF_CASP10	0.99494949
MODULE_249	0.99494949
BIOCARTA_INTRINSIC_PATHWAY	0.99494949
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.99494949
MORF_IL4	0.99494949
REACTOME_ERKS_ARE_INACTIVATED	0.99494949
MORF_BCL2L11	0.99494949
MORF_CAMK4	0.99494949
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.99494949
KEGG_PURINE_METABOLISM	0.99494949
REACTOME_SYNTHESIS_OF_PA	0.99494949
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.99494949
MORF_ITGA2	0.99494949
GNF2_HAT1	0.99494949
REACTOME_METABOLISM_OF_PROTEINS	0.99494949
GCM_ZNF198	0.99494949
REACTOME_L1CAM_INTERACTIONS	0.99494949
PID_ALPHASYNUCLEIN_PATHWAY	0.99494949
REACTOME_RNA_POL_I_TRANSCRIPTION	0.99494949
MODULE_243	0.99494949
MODULE_360	0.99494949
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.99494949
KEGG_CALCIUM_SIGNALING_PATHWAY	0.99494949
ST_T_CELL_SIGNAL_TRANSDUCTION	0.99494949
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.99494949
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.99494949
MODULE_90	0.99494949
REACTOME_RECYCLING_PATHWAY_OF_L1	0.99494949
MODULE_84	0.99494949
MODULE_12	0.99494949
MODULE_279	0.99494949
PID_INTEGRIN5_PATHWAY	0.99494949
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.99494949
PID_THROMBIN_PAR4_PATHWAY	0.99494949
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.99494949
BIOCARTA_CELLCYCLE_PATHWAY	0.99494949
GNF2_DEK	0.99494949
MORF_FRK	0.99494949
GCM_HMGA2	0.99494949
MORF_CDK2	0.99494949
MORF_GSPT1	0.99494949
MORF_FDXR	0.99494949
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.99494949
BIOCARTA_CYTOKINE_PATHWAY	0.99494949
MODULE_335	0.99494949
ST_GA13_PATHWAY	0.99494949
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.99494949
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.99494949
MODULE_71	0.99494949
MODULE_129	0.99494949
GNF2_TTK	0.99494949
GNF2_H2AFX	0.99494949
PID_NFKAPPABCANONICALPATHWAY	0.99494949
GNF2_BNIP2	0.99494949
MODULE_341	0.99494949
MODULE_206	0.99494949
GNF2_CDH3	0.99494949
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.99494949
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_WNT	0.99494949
MORF_REV3L	0.99494949
PID_INTEGRIN4_PATHWAY	0.99494949
REACTOME_TOLL_RECEPTOR_CASCADES	0.99494949
GNF2_CBFB	0.99494949
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.99494949
GNF2_PTPRC	0.99494949
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.99494949
MODULE_147	0.99494949
MORF_RAN	0.99494949
REACTOME_INTERFERON_SIGNALING	0.99494949
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.99494949
MODULE_59	0.99494949
MODULE_149	0.99494949
REACTOME_OPSINS	0.99494949
MODULE_42	0.99494949
GNF2_CDH11	0.99494949
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.99494949
REACTOME_SOS_MEDIATED_SIGNALLING	0.99494949
BIOCARTA_CBL_PATHWAY	0.99494949
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.99494949
MODULE_521	0.99494949
REACTOME_SIGNALLING_BY_NGF	0.99494949
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.99494949
KEGG_ETHER_LIPID_METABOLISM	0.99494949
GCM_USP6	0.99494949
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.99494949
ST_INTERLEUKIN_4_PATHWAY	0.99494949
MODULE_361	0.99494949
REACTOME_MRNA_CAPPING	0.99494949
KEGG_LONG_TERM_DEPRESSION	0.99494949
REACTOME_BASIGIN_INTERACTIONS	0.99494949
MORF_AP2M1	0.99494949
KEGG_ARACHIDONIC_ACID_METABOLISM	0.99494949
MODULE_227	0.99494949
MODULE_262	0.99494949
MODULE_385	0.99494949
KEGG_LYSINE_DEGRADATION	0.99494949
KEGG_TIGHT_JUNCTION	0.99494949
PID_HDAC_CLASSII_PATHWAY	0.99494949
MODULE_208	0.99494949
GNF2_MSH2	0.99494949
GNF2_SELL	0.99494949
PID_ERBB2ERBB3PATHWAY	0.99494949
PID_CD8TCRDOWNSTREAMPATHWAY	0.99494949
MODULE_533	0.99494949
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.99494949
MODULE_332	0.99494949
MODULE_203	0.99494949
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.99494949
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.99494949
BIOCARTA_IL3_PATHWAY	0.99494949
GNF2_CKS2	0.99494949
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.99494949
PID_IL5_PATHWAY	0.99494949
MORF_TPT1	0.99494949
MODULE_237	0.99494949
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.99494949
PID_ATF2_PATHWAY	0.99494949
BIOCARTA_RAS_PATHWAY	0.99494949
MODULE_219	0.99494949
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.99494949
BIOCARTA_PS1_PATHWAY	0.99494949
REACTOME_HS_GAG_BIOSYNTHESIS	0.99494949
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.99494949
MODULE_118	0.99494949
MODULE_37	0.99494949
KEGG_OLFACTORY_TRANSDUCTION	0.99494949
REACTOME_TIE2_SIGNALING	0.99494949
MODULE_29	0.99494949
CAR_MLANA	0.99494949
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.99494949
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.99494949
REACTOME_SEMAPHORIN_INTERACTIONS	0.99494949
GNF2_TDG	0.99494949
GCM_TPT1	0.99494949
MORF_EIF3S2	0.99494949
REACTOME_TELOMERE_MAINTENANCE	0.99494949
MODULE_317	0.99494949
BIOCARTA_P53_PATHWAY	0.99494949
REACTOME_MITOTIC_G1_G1_S_PHASES	0.99494949
GNF2_JAK1	0.99494949
MODULE_327	0.99494949
MODULE_456	0.99494949
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.99494949
MODULE_226	0.99494949
REACTOME_OPIOID_SIGNALLING	0.99494949
PID_ARF6_TRAFFICKINGPATHWAY	0.99494949
MODULE_47	0.99494949
GNF2_DDX5	0.99494949
MODULE_300	0.99494949
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.99494949
REACTOME_GAP_JUNCTION_DEGRADATION	0.99494949
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.99494949
KEGG_FATTY_ACID_METABOLISM	0.99494949
BIOCARTA_EIF4_PATHWAY	0.99494949
REACTOME_COMMON_PATHWAY	0.99494949
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.99494949
MODULE_223	0.99494949
MODULE_326	0.99494949
GCM_PSME1	0.99494949
MODULE_481	0.99494949
GNF2_SPI1	0.99494949
MODULE_199	0.99494949
GCM_CRKL	0.99494949
REACTOME_SIGNALING_BY_ERBB4	0.99494949
MORF_BAG5	0.99494949
REACTOME_INTERFERON_GAMMA_SIGNALING	0.99494949
KEGG_OXIDATIVE_PHOSPHORYLATION	0.99494949
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.99494949
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.99494949
MORF_HEAB	0.99494949
MODULE_306	0.99494949
BIOCARTA_AKT_PATHWAY	0.99494949
GCM_RAB10	0.99494949
MODULE_392	0.99494949
MODULE_234	0.99494949
MODULE_197	0.99494949
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.99494949
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.99494949
MORF_MT4	0.99494949
MODULE_399	0.99494949
REACTOME_MEIOTIC_SYNAPSIS	0.99494949
MORF_PTPRB	0.99494949
GNF2_SERPINI2	0.99494949
BIOCARTA_BAD_PATHWAY	0.99494949
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.99494949
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.99494949
GNF2_LCAT	0.99494949
KEGG_STEROID_BIOSYNTHESIS	0.99494949
REACTOME_CELL_CELL_COMMUNICATION	0.99494949
MODULE_176	0.99494949
PID_CMYB_PATHWAY	0.99494949
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.99494949
MODULE_69	0.99494949
BIOCARTA_IL2RB_PATHWAY	0.99494949
PID_LYMPHANGIOGENESIS_PATHWAY	0.99494949
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.99494949
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.99494949
GCM_PFN1	0.99494949
ST_JAK_STAT_PATHWAY	0.99494949
PID_REG_GR_PATHWAY	0.99494949
PID_HNF3BPATHWAY	0.99494949
GNF2_MMP11	0.99494949
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.99494949
PID_RB_1PATHWAY	0.99494949
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.99494949
GCM_MAX	0.99494949
BIOCARTA_TFF_PATHWAY	0.99494949
GCM_FCGR2B	0.99494949
BIOCARTA_SHH_PATHWAY	0.99494949
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.99494949
MORF_ARL3	0.99494949
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.99494949
GCM_MLL	0.99494949
MORF_RAP1A	0.99494949
GNF2_FGR	0.99494949
MODULE_239	0.99494949
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.99494949
REACTOME_SHC_MEDIATED_SIGNALLING	0.99494949
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.99494949
MORF_PRKAG1	0.99494949
BIOCARTA_CARDIACEGF_PATHWAY	0.99494949
GCM_NF2	0.99494949
BIOCARTA_STEM_PATHWAY	0.99494949
GNF2_DNM1	0.99494949
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.99494949
MODULE_407	0.99494949
GCM_TPR	0.99494949
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.99494949
REACTOME_ARMS_MEDIATED_ACTIVATION	0.99494949
PID_S1P_META_PATHWAY	0.99494949
BIOCARTA_ERK_PATHWAY	0.99494949
MODULE_181	0.99494949
REACTOME_DEVELOPMENTAL_BIOLOGY	0.99494949
MODULE_172	0.99494949
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.99494949
REACTOME_CELL_CYCLE	0.99494949
KEGG_RIBOSOME	0.99494949
PID_INSULIN_PATHWAY	0.99494949
MODULE_381	0.99494949
MORF_RFC4	0.99494949
KEGG_ALZHEIMERS_DISEASE	0.99494949
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.99494949
PID_ATR_PATHWAY	0.99494949
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.99494949
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.99494949
BIOCARTA_MITOCHONDRIA_PATHWAY	0.99494949
GNF2_CD33	0.99494949
BIOCARTA_PLCE_PATHWAY	0.99494949
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.99494949
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.99494949
MORF_HAT1	0.99494949
MODULE_155	0.99494949
GNF2_MATK	0.99494949
REACTOME_TRYPTOPHAN_CATABOLISM	0.99494949
PID_IL3_PATHWAY	0.99494949
MODULE_241	0.99494949
GCM_ATM	0.99494949
PID_TNFPATHWAY	0.99494949
MORF_DMPK	0.99494949
MODULE_120	0.99494949
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.99494949
GCM_CSNK1D	0.99494949
MODULE_79	0.99494949
MODULE_424	0.99494949
GCM_RAF1	0.99494949
MODULE_65	0.99494949
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.99494949
GNF2_CCNA1	0.99494949
MODULE_444	0.99494949
MODULE_355	0.99494949
REACTOME_DIABETES_PATHWAYS	0.99494949
REACTOME_MITOTIC_M_M_G1_PHASES	0.99494949
BIOCARTA_PPARA_PATHWAY	0.99494949
BIOCARTA_ERK5_PATHWAY	0.99494949
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.99494949
GNF2_TNFRSF1B	0.99494949
PID_LIS1PATHWAY	0.99494949
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.99494949
KEGG_BASE_EXCISION_REPAIR	0.99494949
BIOCARTA_ACE2_PATHWAY	0.99494949
MODULE_524	0.99494949
MODULE_95	0.99494949
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.99494949
MODULE_289	0.99494949
MODULE_333	0.99494949
MORF_ERCC2	0.99494949
GCM_ACTG1	0.99494949
PID_TCRCALCIUMPATHWAY	0.99494949
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.99494949
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.99494949
MODULE_188	0.99494949
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.99494949
MORF_ESPL1	0.99494949
ST_IL_13_PATHWAY	0.99494949
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.99494949
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.99494949
KEGG_WNT_SIGNALING_PATHWAY	0.99494949
MODULE_408	0.99494949
ST_G_ALPHA_S_PATHWAY	0.99494949
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.99494949
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.99494949
PID_ERBB1_INTERNALIZATION_PATHWAY	0.99494949
PID_HIF2PATHWAY	0.99494949
MORF_DEAF1	0.99494949
PID_ARF6_PATHWAY	0.99494949
BIOCARTA_ARF_PATHWAY	0.99494949
PID_INSULIN_GLUCOSE_PATHWAY	0.99494949
MORF_RAB1A	0.99494949
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.99494949
MORF_NF1	0.99494949
PID_IL6_7PATHWAY	0.99494949
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.99494949
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.99494949
SIG_BCR_SIGNALING_PATHWAY	0.99494949
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.99494949
MODULE_363	0.99494949
MORF_CTBP1	0.99494949
MODULE_51	0.99494949
GNF2_TTN	0.99494949
MORF_THRA	0.99494949
MORF_WNT1	0.99494949
PID_HEDGEHOG_GLIPATHWAY	0.99494949
MORF_PRKACA	0.99494949
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.99494949
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.99494949
CAR_TNFRSF25	0.99494949
KEGG_OOCYTE_MEIOSIS	0.99494949
GCM_PRKCG	0.99494949
ST_GAQ_PATHWAY	0.99494949
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.99494949
PID_PI3KCIAKTPATHWAY	0.99494949
MODULE_94	0.99494949
MORF_MAGEA9	0.99494949
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.99494949
MODULE_137	0.99494949
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.99494949
SIG_CHEMOTAXIS	0.99494949
REACTOME_CIRCADIAN_CLOCK	0.99494949
GNF2_TM4SF2	0.99494949
MODULE_165	0.99494949
KEGG_ENDOMETRIAL_CANCER	0.99494949
REACTOME_TRANSCRIPTION	0.99494949
MODULE_67	0.99494949
GNF2_CDC2	0.99494949
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.99494949
REACTOME_CA_DEPENDENT_EVENTS	0.99494949
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.99494949
PID_HEDGEHOG_2PATHWAY	0.99494949
MODULE_107	0.99494949
MORF_ACP1	0.99494949
BIOCARTA_EGF_PATHWAY	0.99494949
BIOCARTA_MPR_PATHWAY	0.99494949
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.99494949
PID_AURORA_A_PATHWAY	0.99494949
REACTOME_BIOLOGICAL_OXIDATIONS	0.99494949
MORF_RAD23A	0.99494949
MODULE_349	0.99494949
MODULE_205	0.99494949
KEGG_SPLICEOSOME	0.99494949
